"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",5,5,,,
"Trabajador familiar no remunerado (061)",37,20,9,8,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",1030,572,182,133,143
"Empleado (065)",195,107,32,17,39
"Obrero (066)",481,164,106,107,104
"Trabajador independiente (067)",269,238,31,,
"Empleador o patrono (068)",13,8,3,2,
"Trabajador familiar no remunerado (069)",52,35,10,7,
"Trabajador del hogar (070)",20,20,,,
"De 30 a 44 años (072)",1202,701,166,150,185
"Empleado (073)",299,82,35,56,126
"Obrero (074)",410,167,96,89,58
"Trabajador independiente (075)",416,388,28,,
"Empleador o patrono (076)",21,13,5,2,1
"Trabajador familiar no remunerado (077)",36,31,2,3,
"Trabajador del hogar (078)",20,20,,,
"De 45 a 64 años (080)",884,560,114,83,127
"Empleado (081)",209,40,30,39,100
"Obrero (082)",239,109,62,42,26
"Trabajador independiente (083)",374,357,17,,
"Empleador o patrono (084)",16,12,3,,1
"Trabajador familiar no remunerado (085)",30,26,2,2,
"Trabajador del hogar (086)",16,16,,,
"De 65 y más años (088)",185,157,15,4,9
"Empleado (089)",14,4,3,,7
"Obrero (090)",50,37,7,4,2
"Trabajador independiente (091)",103,98,5,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",15,15,,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",1796,1227,358,158,53
"Empleado (097)",145,60,30,20,35
"Obrero (098)",886,496,243,130,17
"Trabajador independiente (099)",548,493,55,,
"Empleador o patrono (100)",74,65,5,3,1
"Trabajador familiar no remunerado (101)",116,86,25,5,
"Trabajador del hogar (102)",27,27,,,
"De 06 a 14 años (104)",16,7,4,5,
"Obrero (106)",6,1,2,3,
"Trabajador independiente (107)",2,2,,,
"Trabajador familiar no remunerado (109)",8,4,2,2,
"De 15 a 29 años (112)",559,347,136,58,18
"Empleado (113)",50,23,9,6,12
"Obrero (114)",319,165,98,51,5
"Trabajador independiente (115)",126,116,10,,
"Empleador o patrono (116)",4,1,2,,1
"Trabajador familiar no remunerado (117)",51,33,17,1,
"Trabajador del hogar (118)",9,9,,,
"De 30 a 44 años (120)",596,383,134,59,20
"Empleado (121)",62,29,12,6,15
"Obrero (122)",298,151,91,51,5
"Trabajador independiente (123)",180,156,24,,
"Empleador o patrono (124)",16,14,1,1,
"Trabajador familiar no remunerado (125)",26,19,6,1,
"Trabajador del hogar (126)",14,14,,,
"De 45 a 64 años (128)",494,374,72,34,14
"Empleado (129)",32,7,9,8,8
"Obrero (130)",227,154,44,23,6
"Trabajador independiente (131)",180,162,18,,
"Empleador o patrono (132)",34,31,1,2,
"Trabajador familiar no remunerado (133)",19,18,,1,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",131,116,12,2,1
"Empleado (137)",1,1,,,
"Obrero (138)",36,25,8,2,1
"Trabajador independiente (139)",60,57,3,,
"Empleador o patrono (140)",20,19,1,,
"Trabajador familiar no remunerado (141)",12,12,,,
"Trabajador del hogar (142)",2,2,,,
