"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. completa (056)",180,139,19,5,17
"Superior univ. incompleta (057)",102,80,8,7,7
"Superior univ. completa (058)",343,224,27,30,62
,,,,,
"URBANA (060)",105217,72133,9587,9404,14093
"Sin nivel (061)",2643,2397,119,68,59
"Educación inicial (062)",76,69,2,1,4
"Primaria (063)",13904,12358,792,427,327
"Secundaria (064)",39719,31464,3474,2301,2480
"Superior no univ. incompleta (065)",8426,5981,943,666,836
"Superior no univ. completa (066)",12892,7049,1324,1796,2723
"Superior univ. incompleta (067)",8751,5508,951,844,1448
"Superior univ. completa (068)",18806,7307,1982,3301,6216
"De 06 a 14 años (070)",692,633,40,14,5
"Sin nivel (071)",6,6,,,
"Educación inicial (072)",8,8,,,
"Primaria (073)",339,317,12,8,2
"Secundaria (074)",339,302,28,6,3
"De 15 a 29 años (080)",34162,23929,3884,3043,3306
"Sin nivel (081)",112,87,11,10,4
"Educación inicial (082)",38,32,2,1,3
"Primaria (083)",1478,1272,100,61,45
"Secundaria (084)",16298,12898,1696,1014,690
"Superior no univ. incompleta (085)",4101,2934,536,331,300
"Superior no univ. completa (086)",4119,2501,485,511,622
"Superior univ. incompleta (087)",3624,2400,470,336,418
"Superior univ. completa (088)",4392,1805,584,779,1224
"De 30 a 44 años (090)",42511,27813,3747,4389,6562
"Sin nivel (091)",783,678,39,35,31
"Educación inicial (092)",30,29,,,1
"Primaria (093)",4859,4241,326,173,119
"Secundaria (094)",15003,11970,1196,848,989
"Superior no univ. incompleta (095)",3085,2185,306,254,340
"Superior no univ. completa (096)",6083,3185,603,951,1344
"Superior univ. incompleta (097)",3356,2029,336,360,631
"Superior univ. completa (098)",9312,3496,941,1768,3107
"De 45 a 64 años (100)",24770,17115,1754,1853,4048
"Sin nivel (101)",1257,1172,53,20,12
"Primaria (103)",5921,5336,302,160,123
"Secundaria (104)",7448,5765,521,398,764
"Superior no univ. incompleta (105)",1167,802,92,80,193
"Superior no univ. completa (106)",2521,1234,218,329,740
"Superior univ. incompleta (107)",1677,1006,137,142,392
"Superior univ. completa (108)",4779,1800,431,724,1824
"De 65 y más años (110)",3082,2643,162,105,172
"Sin nivel (111)",485,454,16,3,12
"Primaria (113)",1307,1192,52,25,38
"Secundaria (114)",631,529,33,35,34
"Superior no univ. incompleta (115)",73,60,9,1,3
"Superior no univ. completa (116)",169,129,18,5,17
"Superior univ. incompleta (117)",94,73,8,6,7
"Superior univ. completa (118)",323,206,26,30,61
,,,,,
"RURAL (120)",8412,6896,670,357,489
"Sin nivel (121)",736,669,48,12,7
"Educación inicial (122)",12,7,4,1,
"Primaria (123)",2292,1998,159,68,67
"Secundaria (124)",3384,2778,273,150,183
"Superior no univ. incompleta (125)",515,386,58,25,46
"Superior no univ. completa (126)",550,404,39,35,72
"Superior univ. incompleta (127)",344,275,31,15,23
"Superior univ. completa (128)",579,379,58,51,91
"De 06 a 14 años (130)",88,75,9,3,1
"Sin nivel (131)",1,1,,,
"Educación inicial (132)",6,2,4,,
"Primaria (133)",42,39,1,2,
"Secundaria (134)",39,33,4,1,1
"De 15 a 29 años (140)",2590,1989,284,138,179
"Sin nivel (141)",20,17,1,1,1
"Educación inicial (142)",4,3,,1,
"Primaria (143)",285,225,38,13,9
"Secundaria (144)",1536,1233,156,79,68
"Superior no univ. incompleta (145)",261,200,29,12,20
"Superior no univ. completa (146)",197,139,20,10,28
"Superior univ. incompleta (147)",133,92,22,6,13
"Superior univ. completa (148)",154,80,18,16,40
"De 30 a 44 años (150)",2772,2193,226,147,206
"Sin nivel (151)",211,180,24,5,2
"Educación inicial (152)",2,2,,,
"Primaria (153)",633,525,56,23,29
"Secundaria (154)",1127,920,81,54,72
"Superior no univ. incompleta (155)",173,120,20,10,23
"Superior no univ. completa (156)",231,165,15,18,33
"Superior univ. incompleta (157)",127,105,5,7,10
"Superior univ. completa (158)",268,176,25,30,37
"De 45 a 64 años (160)",2231,1947,125,63,96
"Sin nivel (161)",304,279,16,6,3
"Primaria (163)",952,847,52,27,26
"Secundaria (164)",583,500,28,15,40
"Superior no univ. incompleta (165)",68,55,8,2,3
"Superior no univ. completa (166)",111,90,3,7,11
"Superior univ. incompleta (167)",76,71,4,1,
"Superior univ. completa (168)",137,105,14,5,13
"De 65 y más años (170)",731,692,26,6,7
"Sin nivel (171)",200,192,7,,1
"Primaria (173)",380,362,12,3,3
"Secundaria (174)",99,92,4,1,2
"Superior no univ. incompleta (175)",13,11,1,1,
"Superior no univ. completa (176)",11,10,1,,
"Superior univ. incompleta (177)",8,7,,1,
"Superior univ. completa (178)",20,18,1,,1
