"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc afil (038)",1453,,359,670,399,25
"Enseñanza (039)",2643,,316,1392,896,39
"Servicios sociales y de salud (040)",485,,92,218,162,13
"Otras activ. serv.comun.soc y personales (041)",985,18,430,327,161,49
"Hogares privados con servicio doméstico (042)",61,3,32,11,11,4
"Organiz. y organos extraterritoriales (043)",1,,1,,,
"Actividad economica no especificada (044)",328,,128,81,94,25
"Desocupado (045)",2450,23,1122,744,460,101
"Mujeres (046)",19651,204,6891,7312,4484,760
"Agric., ganadería, caza y silvicultura (047)",1883,61,515,534,532,241
"Pesca (048)",2,,2,,,
"Explotación de minas y canteras (049)",76,,37,25,9,5
"Industrias manufactureras (050)",602,8,202,210,152,30
"Suministro de electricidad, gas y agua (051)",20,,9,8,2,1
"Construcción (052)",167,,65,75,24,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",5047,59,1461,1792,1452,283
"Venta, mant.y rep. veh.autom.y motoc. (054)",67,1,28,29,9,
"Comercio al por mayor (055)",263,2,96,110,45,10
"Comercio al por menor (056)",4717,56,1337,1653,1398,273
"Hoteles y restaurantes (057)",1749,28,642,603,407,69
"Trans., almac. y comunicaciones (058)",477,4,283,128,60,2
"Intermediación financiera (059)",147,,88,46,13,
"Activid.inmobil., empres. y alquileres (060)",973,1,471,354,143,4
"Admin.pub. y defensa; p. segur.soc afil (061)",838,,319,333,183,3
"Enseñanza (062)",2754,,481,1588,677,8
"Servicios sociales y de salud (063)",875,,215,434,223,3
"Otras activ. serv.comun.soc y personales (064)",844,10,332,301,180,21
"Hogares privados con servicio doméstico (065)",1537,25,896,400,194,22
"Actividad economica no especificada (067)",530,1,176,157,138,58
"Desocupado (068)",1130,7,697,324,95,7
,,,,,,
"URBANA (069)",44307,403,14712,16806,10513,1873
"Agric., ganadería, caza y silvicultura (070)",2975,62,651,829,919,514
"Pesca (071)",6,,2,,3,1
"Explotación de minas y canteras (072)",776,,232,376,153,15
"Industrias manufactureras (073)",2343,23,833,762,558,167
"Suministro de electricidad, gas y agua (074)",134,2,42,57,29,4
"Construcción (075)",3737,19,1249,1462,889,118
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",9344,146,3029,3222,2432,515
"Venta, mant.y rep. veh.autom.y motoc. (077)",904,6,403,302,172,21
"Comercio al por mayor (078)",651,4,259,244,119,25
"Comercio al por menor (079)",7789,136,2367,2676,2141,469
"Hoteles y restaurantes (080)",2664,52,1060,831,613,108
"Trans., almac. y comunicaciones (081)",3745,30,1515,1403,721,76
"Intermediación financiera (082)",321,,146,132,42,1
"Activid.inmobil., empres. y alquileres (083)",2917,2,1125,1196,543,51
"Admin.pub. y defensa; p. segur.soc afil (084)",2172,,627,969,551,25
"Enseñanza (085)",5227,,748,2894,1541,44
"Servicios sociales y de salud (086)",1326,,296,631,383,16
"Otras activ. serv.comun.soc y personales (087)",1694,27,695,586,321,65
"Hogares privados con servicio doméstico (088)",1401,22,792,372,193,22
"Organiz. y organos extraterritoriales (089)",1,,1,,,
"Actividad economica no especificada (090)",710,1,251,202,194,62
"Desocupado (091)",2814,17,1418,882,428,69
"Hombres (092)",27007,250,8697,10188,6550,1322
"Agric., ganadería, caza y silvicultura (093)",2407,42,534,663,741,427
"Pesca (094)",5,,1,,3,1
"Explotación de minas y canteras (095)",712,,198,355,145,14
"Industrias manufactureras (096)",1787,15,655,565,413,139
"Suministro de electricidad, gas y agua (097)",115,2,34,49,27,3
"Construcción (098)",3580,19,1188,1389,868,116
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",4577,88,1638,1538,1061,252
"Venta, mant.y rep. veh.autom.y motoc. (100)",839,5,375,273,165,21
"Comercio al por mayor (101)",393,2,165,135,76,15
"Comercio al por menor (102)",3345,81,1098,1130,820,216
"Hoteles y restaurantes (103)",1010,26,453,264,222,45
"Trans., almac. y comunicaciones (104)",3275,26,1236,1277,662,74
"Intermediación financiera (105)",175,,59,86,29,1
"Activid.inmobil., empres. y alquileres (106)",1957,1,662,846,401,47
"Admin.pub. y defensa; p. segur.soc afil (107)",1352,,321,639,370,22
"Enseñanza (108)",2544,,292,1344,872,36
"Servicios sociales y de salud (109)",472,,88,211,160,13
"Otras activ. serv.comun.soc y personales (110)",898,17,391,298,147,45
"Hogares privados con servicio doméstico (111)",55,1,30,11,10,3
"Organiz. y organos extraterritoriales (112)",1,,1,,,
"Actividad economica no especificada (113)",281,,109,75,76,21
"Desocupado (114)",1804,13,807,578,343,63
"Mujeres (115)",17300,153,6015,6618,3963,551
"Agric., ganadería, caza y silvicultura (116)",568,20,117,166,178,87
"Pesca (117)",1,,1,,,
"Explotación de minas y canteras (118)",64,,34,21,8,1
"Industrias manufactureras (119)",556,8,178,197,145,28
"Suministro de electricidad, gas y agua (120)",19,,8,8,2,1
"Construcción (121)",157,,61,73,21,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",4767,58,1391,1684,1371,263
"Venta, mant.y rep. veh.autom.y motoc. (123)",65,1,28,29,7,
"Comercio al por mayor (124)",258,2,94,109,43,10
"Comercio al por menor (125)",4444,55,1269,1546,1321,253
"Hoteles y restaurantes (126)",1654,26,607,567,391,63
"Trans., almac. y comunicaciones (127)",470,4,279,126,59,2
"Intermediación financiera (128)",146,,87,46,13,
"Activid.inmobil., empres. y alquileres (129)",960,1,463,350,142,4
"Admin.pub. y defensa; p. segur.soc afil (130)",820,,306,330,181,3
"Enseñanza (131)",2683,,456,1550,669,8
"Servicios sociales y de salud (132)",854,,208,420,223,3
"Otras activ. serv.comun.soc y personales (133)",796,10,304,288,174,20
"Hogares privados con servicio doméstico (134)",1346,21,762,361,183,19
"Actividad economica no especificada (136)",429,1,142,127,118,41
"Desocupado (137)",1010,4,611,304,85,6
,,,,,,
"RURAL (138)",11778,154,3844,3613,2871,1296
"Agric., ganadería, caza y silvicultura (139)",7399,124,1997,2154,2013,1111
"Pesca (140)",4,,2,2,,
"Explotación de minas y canteras (141)",235,1,85,95,49,5
"Industrias manufactureras (142)",322,1,145,84,67,25
"Suministro de electricidad, gas y agua (143)",22,,9,10,2,1
"Construcción (144)",1008,2,358,376,240,32
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",616,2,210,224,147,33
"Venta, mant.y rep. veh.autom.y motoc. (146)",102,,53,32,15,2
"Comercio al por mayor (147)",33,,15,10,8,
"Comercio al por menor (148)",481,2,142,182,124,31
"Hoteles y restaurantes (149)",146,3,60,49,25,9
"Trans., almac. y comunicaciones (150)",341,1,156,127,55,2
"Intermediación financiera (151)",5,,3,2,,
"Activid.inmobil., empres. y alquileres (152)",111,,51,46,11,3
"Admin.pub. y defensa; p. segur.soc afil (153)",119,,51,34,31,3
"Enseñanza (154)",170,,49,86,32,3
"Servicios sociales y de salud (155)",34,,11,21,2,
"Otras activ. serv.comun.soc y personales (156)",135,1,67,42,20,5
"Hogares privados con servicio doméstico (157)",197,6,136,39,12,4
"Actividad economica no especificada (159)",148,,53,36,38,21
"Desocupado (160)",766,13,401,186,127,39
"Hombres (161)",9427,103,2968,2919,2350,1087
"Agric., ganadería, caza y silvicultura (162)",6084,83,1599,1786,1659,957
"Pesca (163)",3,,1,2,,
"Explotación de minas y canteras (164)",223,1,82,91,48,1
"Industrias manufactureras (165)",276,1,121,71,60,23
"Suministro de electricidad, gas y agua (166)",21,,8,10,2,1
"Construcción (167)",998,2,354,374,237,31
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",336,1,140,116,66,13
"Venta, mant.y rep. veh.autom.y motoc. (169)",100,,53,32,13,2
"Comercio al por mayor (170)",28,,13,9,6,
"Comercio al por menor (171)",208,1,74,75,47,11
"Hoteles y restaurantes (172)",51,1,25,13,9,3
"Trans., almac. y comunicaciones (173)",334,1,152,125,54,2
"Intermediación financiera (174)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (175)",98,,43,42,10,3
"Admin.pub. y defensa; p. segur.soc afil (176)",101,,38,31,29,3
"Enseñanza (177)",99,,24,48,24,3
"Servicios sociales y de salud (178)",13,,4,7,2,
"Otras activ. serv.comun.soc y personales (179)",87,1,39,29,14,4
"Hogares privados con servicio doméstico (180)",6,2,2,,1,1
"Actividad economica no especificada (182)",47,,19,6,18,4
"Desocupado (183)",646,10,315,166,117,38
"Mujeres (184)",2351,51,876,694,521,209
"Agric., ganadería, caza y silvicultura (185)",1315,41,398,368,354,154
"Pesca (186)",1,,1,,,
"Explotación de minas y canteras (187)",12,,3,4,1,4
"Industrias manufactureras (188)",46,,24,13,7,2
"Suministro de electricidad, gas y agua (189)",1,,1,,,
"Construcción (190)",10,,4,2,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",280,1,70,108,81,20
"Venta, mant.y rep. veh.autom.y motoc. (192)",2,,,,2,
"Comercio al por mayor (193)",5,,2,1,2,
"Comercio al por menor (194)",273,1,68,107,77,20
"Hoteles y restaurantes (195)",95,2,35,36,16,6
"Trans., almac. y comunicaciones (196)",7,,4,2,1,
"Intermediación financiera (197)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",13,,8,4,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",18,,13,3,2,
"Enseñanza (200)",71,,25,38,8,
"Servicios sociales y de salud (201)",21,,7,14,,
"Otras activ. serv.comun.soc y personales (202)",48,,28,13,6,1
"Hogares privados con servicio doméstico (203)",191,4,134,39,11,3
"Actividad economica no especificada (205)",101,,34,30,20,17
"Desocupado (206)",120,3,86,20,10,1
