"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 12 a 14 años (021)",8,5,,4,1,,,,,,3,6
"De 15 a 19 años (022)",292,255,2,195,54,3,1,,,,37,316
"De 20 a 24 años (023)",809,710,9,352,224,102,20,3,,,99,1207
"De 25 a 29 años (024)",1023,931,6,261,288,202,145,26,3,,92,2258
"De 30 a 34 años (025)",1010,973,2,185,249,224,218,84,9,2,37,2951
"De 35 a 39 años (026)",1184,1167,6,110,241,252,355,146,50,7,17,4340
"De 40 a 44 años (027)",1040,1028,2,82,173,161,318,189,87,16,12,4449
"De 45 a 49 años (028)",834,823,6,57,98,146,215,187,85,29,11,3893
"De 50 y más años (029)",1711,1685,11,81,127,173,443,445,269,136,26,9426
"Desocupada (030)",205,184,1,66,37,21,29,18,8,4,21,552
"De 12 a 14 años (031)",1,1,,1,,,,,,,,1
"De 15 a 19 años (032)",15,14,,12,2,,,,,,1,16
"De 20 a 24 años (033)",51,40,,29,10,1,,,,,11,52
"De 25 a 29 años (034)",32,30,1,11,14,2,2,,,,2,53
"De 30 a 34 años (035)",27,24,,8,5,6,5,,,,3,58
"De 35 a 39 años (036)",25,24,,4,2,6,7,4,1,,1,89
"De 40 a 44 años (037)",22,21,,,2,4,9,4,2,,1,96
"De 45 a 49 años (038)",7,6,,,,1,2,1,,2,1,37
"De 50 y más años (039)",25,24,,1,2,1,4,9,5,2,1,150
"No PEA (040)",16374,15676,87,2817,2696,2313,3645,2323,1294,501,698,62571
"De 12 a 14 años (041)",80,34,1,28,5,,,,,,46,38
"De 15 a 19 años (042)",1369,1170,18,872,234,36,10,,,,199,1488
"De 20 a 24 años (043)",2450,2284,14,909,817,379,154,11,,,166,4395
"De 25 a 29 años (044)",2458,2369,13,443,660,566,577,101,9,,89,6677
"De 30 a 34 años (045)",1964,1936,6,178,338,449,657,245,57,6,28,7184
"De 35 a 39 años (046)",1823,1791,5,90,186,324,615,380,165,26,32,8270
"De 40 a 44 años (047)",1415,1393,7,67,121,168,458,340,174,58,22,7154
"De 45 a 49 años (048)",1154,1134,,59,92,119,296,301,189,78,20,6301
"De 50 y más años (049)",3661,3565,23,171,243,272,878,945,700,333,96,21064
,,,,,,,,,,,,
"URBANA (060)",15867,15249,97,3023,2984,2494,3301,2005,981,364,618,56105
"De 12 a 14 años (061)",52,28,1,22,5,,,,,,24,32
"De 15 a 19 años (062)",870,773,11,636,110,11,5,,,,97,909
"De 20 a 24 años (063)",1928,1748,16,923,591,186,31,1,,,180,2796
"De 25 a 29 años (064)",2135,2003,15,581,715,433,234,20,5,,132,4468
"De 30 a 34 años (065)",1968,1917,7,315,492,514,471,104,13,1,51,5651
"De 35 a 39 años (066)",1976,1946,9,155,369,481,625,240,59,8,30,7171
"De 40 a 44 años (067)",1705,1688,6,122,244,286,569,328,113,20,17,7292
"De 45 a 49 años (068)",1312,1291,5,82,154,226,371,290,122,41,21,6052
"De 50 y más años (069)",3921,3855,27,187,304,357,995,1022,669,294,66,21734
"PEA (070)",6570,6292,36,1219,1277,1088,1375,820,343,134,278,22676
"De 12 a 14 años (071)",6,5,,5,,,,,,,1,5
"De 15 a 19 años (072)",207,185,1,153,29,1,1,,,,22,218
"De 20 a 24 años (073)",643,557,7,323,168,51,8,,,,86,844
"De 25 a 29 años (074)",831,746,6,257,253,152,69,9,,,85,1569
"De 30 a 34 años (075)",868,834,1,178,236,203,159,50,6,1,34,2326
"De 35 a 39 años (076)",1000,985,5,104,223,235,289,100,25,4,15,3406
"De 40 a 44 años (077)",893,883,1,76,157,160,285,148,48,8,10,3570
"De 45 a 49 años (078)",684,673,5,49,92,132,192,133,57,13,11,2951
"De 50 y más años (079)",1438,1424,10,74,119,154,372,380,207,108,14,7787
"Ocupada (080)",6385,6124,35,1157,1242,1068,1351,803,337,131,261,22190
"De 12 a 14 años (081)",5,4,,4,,,,,,,1,4
"De 15 a 19 años (082)",193,172,1,142,27,1,1,,,,21,203
"De 20 a 24 años (083)",597,520,7,297,158,50,8,,,,77,795
"De 25 a 29 años (084)",801,718,5,246,241,150,67,9,,,83,1520
"De 30 a 34 años (085)",843,812,1,170,231,198,155,50,6,1,31,2276
"De 35 a 39 años (086)",977,963,5,100,221,229,283,96,25,4,14,3329
"De 40 a 44 años (087)",874,864,1,76,155,156,278,144,46,8,10,3483
"De 45 a 49 años (088)",678,668,5,49,92,131,190,132,57,12,10,2924
"De 50 y más años (089)",1417,1403,10,73,117,153,369,372,203,106,14,7656
"Desocupada (090)",185,168,1,62,35,20,24,17,6,3,17,486
"De 12 a 14 años (091)",1,1,,1,,,,,,,,1
"De 15 a 19 años (092)",14,13,,11,2,,,,,,1,15
"De 20 a 24 años (093)",46,37,,26,10,1,,,,,9,49
"De 25 a 29 años (094)",30,28,1,11,12,2,2,,,,2,49
"De 30 a 34 años (095)",25,22,,8,5,5,4,,,,3,50
"De 35 a 39 años (096)",23,22,,4,2,6,6,4,,,1,77
"De 40 a 44 años (097)",19,19,,,2,4,7,4,2,,,87
"De 45 a 49 años (098)",6,5,,,,1,2,1,,1,1,27
"De 50 y más años (099)",21,21,,1,2,1,3,8,4,2,,131
"No PEA (100)",9297,8957,61,1804,1707,1406,1926,1185,638,230,340,33429
"De 12 a 14 años (101)",46,23,1,17,5,,,,,,23,27
"De 15 a 19 años (102)",663,588,10,483,81,10,4,,,,75,691
"De 20 a 24 años (103)",1285,1191,9,600,423,135,23,1,,,94,1952
"De 25 a 29 años (104)",1304,1257,9,324,462,281,165,11,5,,47,2899
"De 30 a 34 años (105)",1100,1083,6,137,256,311,312,54,7,,17,3325
"De 35 a 39 años (106)",976,961,4,51,146,246,336,140,34,4,15,3765
"De 40 a 44 años (107)",812,805,5,46,87,126,284,180,65,12,7,3722
"De 45 a 49 años (108)",628,618,,33,62,94,179,157,65,28,10,3101
"De 50 y más años (109)",2483,2431,17,113,185,203,623,642,462,186,52,13947
,,,,,,,,,,,,
"RURAL (120)",8623,8188,35,1187,1204,1103,2088,1416,824,331,435,35864
"De 12 a 14 años (121)",37,12,,11,1,,,,,,25,13
"De 15 a 19 años (122)",806,666,9,443,180,28,6,,,,140,911
"De 20 a 24 años (123)",1382,1286,7,367,460,296,143,13,,,96,2858
"De 25 a 29 años (124)",1378,1327,5,134,247,337,490,107,7,,51,4520
"De 30 a 34 años (125)",1033,1016,1,56,100,165,409,225,53,7,17,4542
"De 35 a 39 años (126)",1056,1036,2,49,60,101,352,290,157,25,20,5528
"De 40 a 44 años (127)",772,754,3,27,52,47,216,205,150,54,18,4407
"De 45 a 49 años (128)",683,672,1,34,36,40,142,199,152,68,11,4179
"De 50 y más años (129)",1476,1419,7,66,68,89,330,377,305,177,57,8906
"PEA (130)",1546,1469,9,174,215,196,369,278,168,60,77,6722
"De 12 a 14 años (131)",3,1,,,1,,,,,,2,2
"De 15 a 19 años (132)",100,84,1,54,27,2,,,,,16,114
"De 20 a 24 años (133)",217,193,2,58,66,52,12,3,,,24,415
"De 25 a 29 años (134)",224,215,1,15,49,52,78,17,3,,9,742
"De 30 a 34 años (135)",169,163,1,15,18,27,64,34,3,1,6,683
"De 35 a 39 años (136)",209,206,1,10,20,23,73,50,26,3,3,1023
"De 40 a 44 años (137)",169,166,1,6,18,5,42,45,41,8,3,975
"De 45 a 49 años (138)",157,156,1,8,6,15,25,55,28,18,1,979
"De 50 y más años (139)",298,285,1,8,10,20,75,74,67,30,13,1789
"Ocupada (140)",1526,1453,9,170,213,195,364,277,166,59,73,6656
"De 12 a 14 años (141)",3,1,,,1,,,,,,2,2
"De 15 a 19 años (142)",99,83,1,53,27,2,,,,,16,113
"De 20 a 24 años (143)",212,190,2,55,66,52,12,3,,,22,412
"De 25 a 29 años (144)",222,213,1,15,47,52,78,17,3,,9,738
"De 30 a 34 años (145)",167,161,1,15,18,26,63,34,3,1,6,675
"De 35 a 39 años (146)",207,204,1,10,20,23,72,50,25,3,3,1011
"De 40 a 44 años (147)",166,164,1,6,18,5,40,45,41,8,2,966
"De 45 a 49 años (148)",156,155,1,8,6,15,25,55,28,17,1,969
"De 50 y más años (149)",294,282,1,8,10,20,74,73,66,30,12,1770
"Desocupada (150)",20,16,,4,2,1,5,1,2,1,4,66
"De 15 a 19 años (152)",1,1,,1,,,,,,,,1
"De 20 a 24 años (153)",5,3,,3,,,,,,,2,3
"De 25 a 29 años (154)",2,2,,,2,,,,,,,4
"De 30 a 34 años (155)",2,2,,,,1,1,,,,,8
"De 35 a 39 años (156)",2,2,,,,,1,,1,,,12
"De 40 a 44 años (157)",3,2,,,,,2,,,,1,9
"De 45 a 49 años (158)",1,1,,,,,,,,1,,10
"De 50 y más años (159)",4,3,,,,,1,1,1,,1,19
"No PEA (160)",7077,6719,26,1013,989,907,1719,1138,656,271,358,29142
"De 12 a 14 años (161)",34,11,,11,,,,,,,23,11
"De 15 a 19 años (162)",706,582,8,389,153,26,6,,,,124,797
"De 20 a 24 años (163)",1165,1093,5,309,394,244,131,10,,,72,2443
"De 25 a 29 años (164)",1154,1112,4,119,198,285,412,90,4,,42,3778
"De 30 a 34 años (165)",864,853,,41,82,138,345,191,50,6,11,3859
"De 35 a 39 años (166)",847,830,1,39,40,78,279,240,131,22,17,4505
"De 40 a 44 años (167)",603,588,2,21,34,42,174,160,109,46,15,3432
"De 45 a 49 años (168)",526,516,,26,30,25,117,144,124,50,10,3200
"De 50 y más años (169)",1178,1134,6,58,58,69,255,303,238,147,44,7117
