"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",62,61,,43,11,3,4,,,,1,90
"De 30 a 34 años (025)",66,65,1,32,18,8,4,2,,,1,123
"De 35 a 39 años (026)",56,56,,15,15,12,11,3,,,,147
"De 40 a 44 años (027)",34,34,1,5,11,6,5,5,1,,,104
"De 45 a 49 años (028)",45,45,,13,7,9,11,2,3,,,144
"De 50 y más años (029)",90,90,,29,14,10,20,10,6,1,,301
"Casado(a) (030)",5001,4979,19,292,569,786,1519,1175,501,118,22,23594
"De 12 a 14 años (031)",2,2,,1,1,,,,,,,3
"De 15 a 19 años (032)",14,9,1,4,2,1,1,,,,5,15
"De 20 a 24 años (033)",107,104,,27,42,25,9,1,,,3,228
"De 25 a 29 años (034)",319,318,,34,103,107,71,3,,,1,880
"De 30 a 34 años (035)",516,516,1,44,101,144,175,41,10,,,1795
"De 35 a 39 años (036)",743,743,2,34,84,151,279,159,29,5,,3205
"De 40 a 44 años (037)",713,713,3,21,48,87,246,189,96,23,,3754
"De 45 a 49 años (038)",624,622,,21,43,66,175,200,94,23,2,3424
"De 50 y más años (039)",1963,1952,12,106,145,205,563,582,272,67,11,10290
"Viudo(a) (040)",1319,1297,20,113,161,212,396,270,112,13,22,5661
"De 15 a 19 años (042)",1,1,,,,1,,,,,,3
"De 20 a 24 años (043)",3,3,,1,1,,,1,,,,9
"De 25 a 29 años (044)",8,7,,3,,,3,1,,,1,22
"De 30 a 34 años (045)",8,8,,2,3,1,1,1,,,,21
"De 35 a 39 años (046)",38,37,,6,6,8,14,3,,,1,124
"De 40 a 44 años (047)",51,50,,7,4,6,17,11,4,1,1,223
"De 45 a 49 años (048)",79,79,,5,5,7,34,19,9,,,389
"De 50 y más años (049)",1131,1112,20,89,142,189,327,234,99,12,19,4870
"Divorciado(a) (050)",31,27,,10,3,4,7,2,,1,4,82
"De 20 a 24 años (053)",2,,,,,,,,,,2,
"De 25 a 29 años (054)",3,3,,2,,,1,,,,,6
"De 30 a 34 años (055)",5,4,,2,1,1,,,,,1,7
"De 35 a 39 años (056)",4,4,,2,,,2,,,,,11
"De 40 a 44 años (057)",1,1,,1,,,,,,,,1
"De 45 a 49 años (058)",3,3,,,1,,1,,,1,,18
"De 50 y más años (059)",13,12,,3,1,3,3,2,,,1,39
"Soltero(a) (060)",530,216,6,151,45,9,5,,,,314,288
"De 12 a 14 años (061)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (062)",18,18,1,16,1,,,,,,,18
"De 20 a 24 años (063)",169,36,,31,5,,,,,,133,41
"De 25 a 29 años (064)",120,30,,23,7,,,,,,90,37
"De 30 a 34 años (065)",67,27,1,19,5,2,,,,,40,35
"De 35 a 39 años (066)",48,29,,17,8,1,3,,,,19,48
"De 40 a 44 años (067)",26,23,1,16,3,3,,,,,3,31
"De 45 a 49 años (068)",23,13,1,5,7,,,,,,10,19
"De 50 y más años (069)",54,37,2,21,9,3,2,,,,17,56
,,,,,,,,,,,,
"URBANA (080)",1580,1491,5,330,290,237,349,196,71,13,89,5165
"De 12 a 14 años (081)",3,2,,1,1,,,,,,1,3
"De 15 a 19 años (082)",30,28,,20,6,2,,,,,2,38
"De 20 a 24 años (083)",160,124,1,78,29,12,3,1,,,36,192
"De 25 a 29 años (084)",204,183,,86,58,21,15,3,,,21,344
"De 30 a 34 años (085)",176,166,,40,52,39,27,7,1,,10,433
"De 35 a 39 años (086)",247,242,,27,47,55,82,29,2,,5,846
"De 40 a 44 años (087)",173,172,1,20,25,40,52,24,8,2,1,660
"De 45 a 49 años (088)",136,133,,14,27,14,45,21,11,1,3,554
"De 50 y más años (089)",451,441,3,44,45,54,125,111,49,10,10,2095
"Conviviente (090)",489,480,1,185,131,70,66,27,,,9,1124
"De 12 a 14 años (091)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (092)",20,19,,14,5,,,,,,1,24
"De 20 a 24 años (093)",101,97,1,65,20,8,3,,,,4,143
"De 25 a 29 años (094)",132,131,,59,46,15,8,3,,,1,247
"De 30 a 34 años (095)",90,88,,24,32,17,11,4,,,2,213
"De 35 a 39 años (096)",68,68,,11,11,14,23,9,,,,234
"De 40 a 44 años (097)",42,42,,7,8,10,13,4,,,,137
"De 45 a 49 años (098)",15,15,,1,5,2,5,2,,,,53
"De 50 y más años (099)",19,19,,3,4,4,3,5,,,,72
"Separado(a) (100)",85,85,,38,22,8,11,4,2,,,197
"De 15 a 19 años (102)",3,3,,3,,,,,,,,3
"De 20 a 24 años (103)",9,9,,6,2,1,,,,,,13
"De 25 a 29 años (104)",17,17,,13,3,,1,,,,,23
"De 30 a 34 años (105)",12,12,,6,4,1,,1,,,,24
"De 35 a 39 años (106)",19,19,,5,6,2,5,1,,,,50
"De 40 a 44 años (107)",4,4,,,2,2,,,,,,10
"De 45 a 49 años (108)",10,10,,2,1,2,4,1,,,,35
"De 50 y más años (109)",11,11,,3,4,,1,1,2,,,39
"Casado(a) (110)",695,689,2,51,110,128,207,126,53,12,6,2955
"De 12 a 14 años (111)",1,1,,,1,,,,,,,2
"De 15 a 19 años (112)",5,4,,2,1,1,,,,,1,7
"De 20 a 24 años (113)",16,14,,3,7,3,,1,,,2,32
"De 25 a 29 años (114)",29,29,,8,9,6,6,,,,,68
"De 30 a 34 años (115)",56,56,,4,16,18,15,2,1,,,177
"De 35 a 39 años (116)",139,139,,5,26,37,51,18,2,,,524
"De 40 a 44 años (117)",107,107,1,3,14,27,33,19,8,2,,466
"De 45 a 49 años (118)",87,87,,6,17,9,28,16,10,1,,394
"De 50 y más años (119)",255,252,1,20,19,27,74,70,32,9,3,1285
"Viudo(a) (120)",196,189,2,18,21,28,64,39,16,1,7,826
"De 15 a 19 años (122)",1,1,,,,1,,,,,,3
"De 25 a 29 años (124)",1,1,,1,,,,,,,,1
"De 30 a 34 años (125)",3,3,,1,,1,1,,,,,8
"De 35 a 39 años (126)",7,6,,,2,1,2,1,,,1,21
"De 40 a 44 años (127)",12,11,,3,,1,6,1,,,1,38
"De 45 a 49 años (128)",14,14,,1,1,1,8,2,1,,,62
"De 50 y más años (129)",158,153,2,12,18,23,47,35,15,1,5,693
"Divorciado(a) (130)",5,4,,3,,1,,,,,1,6
"De 30 a 34 años (135)",2,2,,1,,1,,,,,,4
"De 40 a 44 años (137)",1,1,,1,,,,,,,,1
"De 50 y más años (139)",2,1,,1,,,,,,,1,1
"Soltero(a) (140)",110,44,,35,6,2,1,,,,66,57
"De 15 a 19 años (142)",1,1,,1,,,,,,,,1
"De 20 a 24 años (143)",34,4,,4,,,,,,,30,4
"De 25 a 29 años (144)",25,5,,5,,,,,,,20,5
"De 30 a 34 años (145)",13,5,,4,,1,,,,,8,7
"De 35 a 39 años (146)",14,10,,6,2,1,1,,,,4,17
"De 40 a 44 años (147)",7,7,,6,1,,,,,,,8
"De 45 a 49 años (148)",10,7,,4,3,,,,,,3,10
"De 50 y más años (149)",6,5,,5,,,,,,,1,5
,,,,,,,,,,,,
"RURAL (160)",8027,7662,48,1081,1169,1167,2048,1416,598,135,365,31592
"De 12 a 14 años (161)",18,6,,6,,,,,,,12,6
"De 15 a 19 años (162)",183,143,3,118,18,3,1,,,,40,167
"De 20 a 24 años (163)",731,605,,307,221,56,19,2,,,126,1007
"De 25 a 29 años (164)",848,768,1,163,238,209,149,8,,,80,1944
"De 30 a 34 años (165)",854,818,3,111,170,202,257,64,11,,36,2691
"De 35 a 39 años (166)",898,881,2,71,113,164,319,173,34,5,17,3640
"De 40 a 44 años (167)",807,803,4,43,65,81,268,210,106,26,4,4137
"De 45 a 49 años (168)",732,722,1,38,52,79,203,218,105,26,10,3863
"De 50 y más años (169)",2956,2916,34,224,292,373,832,741,342,78,40,14137
"Conviviente (170)",1806,1730,5,469,456,274,349,116,46,15,76,5006
"De 12 a 14 años (171)",10,2,,2,,,,,,,8,2
"De 15 a 19 años (172)",139,105,1,86,15,3,,,,,34,125
"De 20 a 24 años (173)",454,435,,225,165,34,10,1,,,19,705
"De 25 a 29 años (174)",408,401,1,85,129,105,77,4,,,7,1006
"De 30 a 34 años (175)",278,276,,28,62,68,93,23,2,,2,930
"De 35 a 39 años (176)",188,186,,13,36,33,69,28,7,,2,717
"De 40 a 44 años (177)",113,112,,6,16,9,39,25,13,4,1,547
"De 45 a 49 años (178)",79,78,,7,11,9,22,16,10,3,1,370
"De 50 y más años (179)",137,135,3,17,22,13,39,19,14,8,2,604
"Separado(a) (180)",346,339,2,153,72,41,44,18,8,1,7,805
"De 12 a 14 años (181)",2,,,,,,,,,,2,
"De 15 a 19 años (182)",18,16,,15,1,,,,,,2,17
"De 20 a 24 años (183)",46,45,,30,15,,,,,,1,60
"De 25 a 29 años (184)",45,44,,30,8,3,3,,,,1,67
"De 30 a 34 años (185)",54,53,1,26,14,7,4,1,,,1,99
"De 35 a 39 años (186)",37,37,,10,9,10,6,2,,,,97
"De 40 a 44 años (187)",30,30,1,5,9,4,5,5,1,,,94
"De 45 a 49 años (188)",35,35,,11,6,7,7,1,3,,,109
"De 50 y más años (189)",79,79,,26,10,10,19,9,4,1,,262
"Casado(a) (190)",4306,4290,17,241,459,658,1312,1049,448,106,16,20639
"De 12 a 14 años (191)",1,1,,1,,,,,,,,1
"De 15 a 19 años (192)",9,5,1,2,1,,1,,,,4,8
"De 20 a 24 años (193)",91,90,,24,35,22,9,,,,1,196
"De 25 a 29 años (194)",290,289,,26,94,101,65,3,,,1,812
"De 30 a 34 años (195)",460,460,1,40,85,126,160,39,9,,,1618
"De 35 a 39 años (196)",604,604,2,29,58,114,228,141,27,5,,2681
"De 40 a 44 años (197)",606,606,2,18,34,60,213,170,88,21,,3288
"De 45 a 49 años (198)",537,535,,15,26,57,147,184,84,22,2,3030
"De 50 y más años (199)",1708,1700,11,86,126,178,489,512,240,58,8,9005
"Viudo(a) (200)",1123,1108,18,95,140,184,332,231,96,12,15,4835
"De 20 a 24 años (203)",3,3,,1,1,,,1,,,,9
"De 25 a 29 años (204)",7,6,,2,,,3,1,,,1,21
"De 30 a 34 años (205)",5,5,,1,3,,,1,,,,13
"De 35 a 39 años (206)",31,31,,6,4,7,12,2,,,,103
"De 40 a 44 años (207)",39,39,,4,4,5,11,10,4,1,,185
"De 45 a 49 años (208)",65,65,,4,4,6,26,17,8,,,327
"De 50 y más años (209)",973,959,18,77,124,166,280,199,84,11,14,4177
"Divorciado(a) (210)",26,23,,7,3,3,7,2,,1,3,76
"De 20 a 24 años (213)",2,,,,,,,,,,2,
"De 25 a 29 años (214)",3,3,,2,,,1,,,,,6
"De 30 a 34 años (215)",3,2,,1,1,,,,,,1,3
"De 35 a 39 años (216)",4,4,,2,,,2,,,,,11
"De 45 a 49 años (218)",3,3,,,1,,1,,,1,,18
"De 50 y más años (219)",11,11,,2,1,3,3,2,,,,38
"Soltero(a) (220)",420,172,6,116,39,7,4,,,,248,231
"De 12 a 14 años (221)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (222)",17,17,1,15,1,,,,,,,17
"De 20 a 24 años (223)",135,32,,27,5,,,,,,103,37
"De 25 a 29 años (224)",95,25,,18,7,,,,,,70,32
"De 30 a 34 años (225)",54,22,1,15,5,1,,,,,32,28
"De 35 a 39 años (226)",34,19,,11,6,,2,,,,15,31
"De 40 a 44 años (227)",19,16,1,10,2,3,,,,,3,23
"De 45 a 49 años (228)",13,6,1,1,4,,,,,,7,9
"De 50 y más años (229)",48,32,2,16,9,3,2,,,,16,51
