"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",377,24,5,124,93,27,32,11,61
"Hombres (048)",6991,573,188,2288,2128,387,713,236,478
"Jefe o Jefa (049)",2767,117,,863,727,183,450,96,331
"Esposa(o)/ compa¤era(o) (050)",166,14,,43,52,11,28,5,13
"Hijo(a)/ hijastro(a) (051)",2791,303,144,958,971,123,144,91,57
"Yerno/ nuera (052)",71,,,8,23,11,15,5,9
"Nieto(a) (053)",369,70,27,142,101,13,11,3,2
"Padres/ suegros (054)",39,10,,19,3,1,4,,2
"Otro(a) pariente (055)",560,50,16,174,188,30,44,28,30
"Trabajador(a) del hogar (056)",1,,,,1,,,,
"Pensionista (057)",18,,,2,7,1,1,,7
"Otro(a) no pariente (058)",209,9,1,79,55,14,16,8,27
"Mujeres (060)",7287,910,184,2424,1840,452,830,195,452
"Jefe o Jefa (061)",1271,194,1,425,275,77,178,24,97
"Esposa(o)/ compa¤era(o) (062)",2069,235,,580,472,131,369,64,218
"Hijo(a)/ hijastro(a) (063)",2524,281,115,904,764,140,186,70,64
"Yerno/ nuera (064)",89,4,,17,28,12,14,7,7
"Nieto(a) (065)",352,58,41,156,75,14,3,4,1
"Padres/ suegros (066)",109,56,,38,7,2,6,,
"Otro(a) pariente (067)",570,57,19,190,149,54,55,21,25
"Trabajador(a) del hogar (068)",117,10,4,68,29,5,,,1
"Pensionista (069)",18,,,1,3,4,3,2,5
"Otro(a) no pariente (070)",168,15,4,45,38,13,16,3,34
,,,,,,,,,
"RURAL (072)",100714,26678,2900,53925,14669,802,1049,287,404
"Jefe o Jefa (073)",24910,6875,24,14596,2419,203,444,121,228
"Esposa(o)/ compa¤era(o) (074)",16548,7043,33,7976,1224,90,116,22,44
"Hijo(a)/ hijastro(a) (075)",46858,8973,2293,25307,9296,432,356,121,80
"Yerno/ nuera (076)",911,143,4,500,226,6,23,5,4
"Nieto(a) (077)",5726,1562,418,2991,715,18,17,5,
"Padres/ suegros (078)",903,705,,188,6,2,2,,
"Otro(a) pariente (079)",4470,1273,123,2229,726,38,57,9,15
"Trabajador(a) del hogar (080)",46,15,,22,9,,,,
"Pensionista (081)",17,1,,3,2,,4,,7
"Otro(a) no pariente (082)",325,88,5,113,46,13,30,4,26
"Hombres (084)",50538,9738,1443,29115,8690,425,664,199,264
"Jefe o Jefa (085)",19217,3727,10,12532,2105,169,375,107,192
"Esposa(o)/ compa¤era(o) (086)",453,94,,258,80,4,11,,6
"Hijo(a)/ hijastro(a) (087)",24765,4377,1139,13205,5507,204,210,83,40
"Yerno/ nuera (088)",288,30,,150,87,3,11,3,4
"Nieto(a) (089)",3027,785,229,1572,419,10,11,1,
"Padres/ suegros (090)",213,114,,94,2,2,1,,
"Otro(a) pariente (091)",2348,552,64,1225,451,25,23,3,5
"Trabajador(a) del hogar (092)",16,9,,3,4,,,,
"Pensionista (093)",9,,,1,1,,3,,4
"Otro(a) no pariente (094)",202,50,1,75,34,8,19,2,13
"Mujeres (096)",50176,16940,1457,24810,5979,377,385,88,140
"Jefe o Jefa (097)",5693,3148,14,2064,314,34,69,14,36
"Esposa(o)/ compa¤era(o) (098)",16095,6949,33,7718,1144,86,105,22,38
"Hijo(a)/ hijastro(a) (099)",22093,4596,1154,12102,3789,228,146,38,40
"Yerno/ nuera (100)",623,113,4,350,139,3,12,2,
"Nieto(a) (101)",2699,777,189,1419,296,8,6,4,
"Padres/ suegros (102)",690,591,,94,4,,1,,
"Otro(a) pariente (103)",2122,721,59,1004,275,13,34,6,10
"Trabajador(a) del hogar (104)",30,6,,19,5,,,,
"Pensionista (105)",8,1,,2,1,,1,,3
"Otro(a) no pariente (106)",123,38,4,38,12,5,11,2,13
