"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",63005,,,7149,12468,14595,12067,14713,2013
"Superior no univ. incompleto (035)",10061,,,,1713,4209,2206,1806,127
"Superior no univ. completo (036)",13987,,,,,5099,4594,3919,375
"Superior univ. incompleto (037)",5751,,,,1188,2365,945,1160,93
"Superior univ. completo (038)",8615,,,,,2241,2507,3393,474
"Hombres (040)",79405,3481,8423,9056,8218,15359,12223,17338,5307
"Sin nivel (041)",4636,3481,457,59,61,117,64,194,203
"Educación inicial (042)",2457,,2369,39,9,24,16,,
"Primaria (043)",19720,,5597,5372,486,793,890,3382,3200
"Secundaria (044)",33061,,,3586,6355,7579,6168,8146,1227
"Superior no univ. incompleto (045)",5077,,,,787,2056,1099,1055,80
"Superior no univ. completo (046)",6816,,,,,2504,2179,1917,216
"Superior univ. incompleto (047)",3087,,,,520,1213,541,739,74
"Superior univ. completo (048)",4551,,,,,1073,1266,1905,307
"Mujeres (050)",82153,3390,7877,8754,8288,15475,13357,19309,5703
"Sin nivel (051)",5815,3390,412,50,45,98,158,719,943
"Educación inicial (052)",2344,,2245,34,18,33,14,,
"Primaria (053)",25167,,5220,5107,518,1260,2119,7361,3582
"Secundaria (054)",29944,,,3563,6113,7016,5899,6567,786
"Superior no univ. incompleto (055)",4984,,,,926,2153,1107,751,47
"Superior no univ. completo (056)",7171,,,,,2595,2415,2002,159
"Superior univ. incompleto (057)",2664,,,,668,1152,404,421,19
"Superior univ. completo (058)",4064,,,,,1168,1241,1488,167
,,,,,,,,,
"RURAL (060)",20176,901,2015,2183,2071,3791,3011,4582,1622
"Sin nivel (061)",1904,901,113,15,11,27,72,380,385
"Educación inicial (062)",527,,515,2,1,7,2,,
"Primaria (063)",7651,,1387,1415,219,584,713,2253,1080
"Secundaria (064)",7760,,,751,1590,2061,1647,1581,130
"Superior no univ. incompleto (065)",859,,,,200,431,142,80,6
"Superior no univ. completo (066)",898,,,,,464,272,156,6
"Superior univ. incompleto (067)",221,,,,50,91,37,39,4
"Superior univ. completo (068)",356,,,,,126,126,93,11
"Hombres (070)",10214,465,1040,1111,1073,1870,1518,2298,839
"Sin nivel (071)",718,465,57,7,5,15,24,62,83
"Educación inicial (072)",280,,275,,,4,1,,
"Primaria (073)",3593,,708,746,100,241,249,915,634
"Secundaria (074)",4360,,,358,867,1044,916,1073,102
"Superior no univ. incompleto (075)",453,,,,78,221,88,61,5
"Superior no univ. completo (076)",490,,,,,240,152,95,3
"Superior univ. incompleto (077)",123,,,,23,47,20,29,4
"Superior univ. completo (078)",197,,,,,58,68,63,8
"Mujeres (080)",9962,436,975,1072,998,1921,1493,2284,783
"Sin nivel (081)",1186,436,56,8,6,12,48,318,302
"Educación inicial (082)",247,,240,2,1,3,1,,
"Primaria (083)",4058,,679,669,119,343,464,1338,446
"Secundaria (084)",3400,,,393,723,1017,731,508,28
"Superior no univ. incompleto (085)",406,,,,122,210,54,19,1
"Superior no univ. completo (086)",408,,,,,224,120,61,3
"Superior univ. incompleto (087)",98,,,,27,44,17,10,
"Superior univ. completo (088)",159,,,,,68,58,30,3
