"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",31,3,23,4,,1
"Actividad economica no especificada (043)",90,,32,30,19,9
"Mujeres (045)",9470,123,3084,3335,2242,686
"Agric., ganadería, caza y silvicultura (046)",7488,103,2401,2458,1906,620
"Explotación de minas y canteras (048)",105,,48,41,14,2
"Industrias manufactureras (049)",40,,15,15,5,5
"Construcción (051)",11,,2,6,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",808,3,256,347,156,46
"Venta, mant.y rep. veh.autom.y motoc. (053)",9,,6,1,2,
"Comercio al por mayor (054)",14,,5,9,,
"Comercio al por menor (055)",785,3,245,337,154,46
"Hoteles y restaurantes (056)",213,6,67,88,48,4
"Trans., almac. y comunicaciones (057)",27,1,15,9,2,
"Intermediación financiera (058)",2,,2,,,
"Activid.inmobil., empres. y alquileres (059)",18,,5,11,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",53,,27,20,6,
"Enseñanza (061)",334,,80,208,46,
"Servicios sociales y de salud (062)",82,,33,42,7,
"Otras activ. serv.comun.soc y personales (063)",43,,31,8,4,
"Hogares privados con servicio doméstico (064)",85,9,55,14,6,1
"Actividad economica no especificada (066)",161,1,47,68,37,8
,,,,,,
"URBANA (067)",6229,82,1827,2361,1496,463
"Agric., ganadería, caza y silvicultura (068)",3240,61,913,1058,864,344
"Explotación de minas y canteras (070)",145,,74,47,21,3
"Industrias manufactureras (071)",108,,30,36,27,15
"Suministro de electricidad, gas y agua (072)",5,,2,2,1,
"Construcción (073)",262,1,94,97,61,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",792,5,209,334,177,67
"Venta, mant.y rep. veh.autom.y motoc. (075)",38,,17,17,3,1
"Comercio al por mayor (076)",16,,4,10,2,
"Comercio al por menor (077)",738,5,188,307,172,66
"Hoteles y restaurantes (078)",206,5,61,83,50,7
"Trans., almac. y comunicaciones (079)",165,2,73,75,14,1
"Intermediación financiera (080)",10,,5,3,2,
"Activid.inmobil., empres. y alquileres (081)",75,,25,38,12,
"Admin.pub. y defensa; p. segur.soc.afil (082)",282,,90,118,69,5
"Enseñanza (083)",602,,109,347,145,1
"Servicios sociales y de salud (084)",122,,47,56,18,1
"Otras activ. serv.comun.soc y personales (085)",70,1,29,24,12,4
"Hogares privados con servicio doméstico (086)",49,6,36,3,3,1
"Actividad economica no especificada (088)",96,1,30,40,20,5
"Hombres (089)",3698,54,1080,1359,912,293
"Agric., ganadería, caza y silvicultura (090)",1992,45,582,628,512,225
"Explotación de minas y canteras (092)",139,,73,43,20,3
"Industrias manufactureras (093)",82,,22,25,24,11
"Suministro de electricidad, gas y agua (094)",5,,2,2,1,
"Construcción (095)",257,1,93,94,60,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",252,4,48,107,65,28
"Venta, mant.y rep. veh.autom.y motoc. (097)",32,,13,16,2,1
"Comercio al por mayor (098)",7,,1,4,2,
"Comercio al por menor (099)",213,4,34,87,61,27
"Hoteles y restaurantes (100)",36,1,12,12,8,3
"Trans., almac. y comunicaciones (101)",148,1,61,72,13,1
"Intermediación financiera (102)",9,,4,3,2,
"Activid.inmobil., empres. y alquileres (103)",59,,20,28,11,
"Admin.pub. y defensa; p. segur.soc.afil (104)",235,,67,100,63,5
"Enseñanza (105)",350,,51,194,104,1
"Servicios sociales y de salud (106)",57,,19,25,12,1
"Otras activ. serv.comun.soc y personales (107)",38,1,7,17,9,4
"Hogares privados con servicio doméstico (108)",8,1,6,1,,
"Actividad economica no especificada (110)",31,,13,8,8,2
"Mujeres (112)",2531,28,747,1002,584,170
"Agric., ganadería, caza y silvicultura (113)",1248,16,331,430,352,119
"Explotación de minas y canteras (115)",6,,1,4,1,
"Industrias manufactureras (116)",26,,8,11,3,4
"Construcción (118)",5,,1,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",540,1,161,227,112,39
"Venta, mant.y rep. veh.autom.y motoc. (120)",6,,4,1,1,
"Comercio al por mayor (121)",9,,3,6,,
"Comercio al por menor (122)",525,1,154,220,111,39
"Hoteles y restaurantes (123)",170,4,49,71,42,4
"Trans., almac. y comunicaciones (124)",17,1,12,3,1,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",16,,5,10,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",47,,23,18,6,
"Enseñanza (128)",252,,58,153,41,
"Servicios sociales y de salud (129)",65,,28,31,6,
"Otras activ. serv.comun.soc y personales (130)",32,,22,7,3,
"Hogares privados con servicio doméstico (131)",41,5,30,2,3,1
"Actividad economica no especificada (133)",65,1,17,32,12,3
,,,,,,
"RURAL (134)",20151,190,6712,6755,4865,1629
"Agric., ganadería, caza y silvicultura (135)",17178,176,5504,5582,4351,1565
"Pesca (136)",1,,,1,,
"Explotación de minas y canteras (137)",1448,2,720,475,228,23
"Industrias manufactureras (138)",72,1,26,23,18,4
"Suministro de electricidad, gas y agua (139)",2,,1,1,,
"Construcción (140)",202,1,65,81,48,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",461,2,148,216,79,16
"Venta, mant.y rep. veh.autom.y motoc. (142)",9,,6,,2,1
"Comercio al por mayor (143)",14,,4,9,1,
"Comercio al por menor (144)",438,2,138,207,76,15
"Hoteles y restaurantes (145)",49,2,20,20,7,
"Trans., almac. y comunicaciones (146)",90,,35,40,14,1
"Intermediación financiera (147)",2,,2,,,
"Activid.inmobil., empres. y alquileres (148)",20,,7,6,7,
"Admin.pub. y defensa; p. segur.soc.afil (149)",53,,20,17,16,
"Enseñanza (150)",290,,47,195,48,
"Servicios sociales y de salud (151)",38,,13,23,2,
"Otras activ. serv.comun.soc y personales (152)",23,,13,2,8,
"Hogares privados con servicio doméstico (153)",67,6,42,15,3,1
"Actividad economica no especificada (155)",155,,49,58,36,12
"Hombres (156)",13212,95,4375,4422,3207,1113
"Agric., ganadería, caza y silvicultura (157)",10938,89,3434,3554,2797,1064
"Pesca (158)",1,,,1,,
"Explotación de minas y canteras (159)",1349,2,673,438,215,21
"Industrias manufactureras (160)",58,1,19,19,16,3
"Suministro de electricidad, gas y agua (161)",2,,1,1,,
"Construcción (162)",196,1,64,78,46,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",193,,53,96,35,9
"Venta, mant.y rep. veh.autom.y motoc. (164)",6,,4,,1,1
"Comercio al por mayor (165)",9,,2,6,1,
"Comercio al por menor (166)",178,,47,90,33,8
"Hoteles y restaurantes (167)",6,,2,3,1,
"Trans., almac. y comunicaciones (168)",80,,32,34,13,1
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",18,,7,5,6,
"Admin.pub. y defensa; p. segur.soc.afil (171)",47,,16,15,16,
"Enseñanza (172)",208,,25,140,43,
"Servicios sociales y de salud (173)",21,,8,12,1,
"Otras activ. serv.comun.soc y personales (174)",12,,4,1,7,
"Hogares privados con servicio doméstico (175)",23,2,17,3,,1
"Actividad economica no especificada (177)",59,,19,22,11,7
"Mujeres (179)",6939,95,2337,2333,1658,516
"Agric., ganadería, caza y silvicultura (180)",6240,87,2070,2028,1554,501
"Explotación de minas y canteras (182)",99,,47,37,13,2
"Industrias manufactureras (183)",14,,7,4,2,1
"Construcción (185)",6,,1,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",268,2,95,120,44,7
"Venta, mant.y rep. veh.autom.y motoc. (187)",3,,2,,1,
"Comercio al por mayor (188)",5,,2,3,,
"Comercio al por menor (189)",260,2,91,117,43,7
"Hoteles y restaurantes (190)",43,2,18,17,6,
"Trans., almac. y comunicaciones (191)",10,,3,6,1,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",6,,4,2,,
"Enseñanza (195)",82,,22,55,5,
"Servicios sociales y de salud (196)",17,,5,11,1,
"Otras activ. serv.comun.soc y personales (197)",11,,9,1,1,
"Hogares privados con servicio doméstico (198)",44,4,25,12,3,
"Actividad economica no especificada (200)",96,,30,36,25,5
