"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",459,459,,,
"De 06 a 14 años (056)",395,345,38,11,1
"Empleado (057)",55,44,10,1,
"Obrero (058)",69,55,11,2,1
"Trabajador independiente (059)",104,98,6,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",140,121,11,8,
"Trabajador del hogar (062)",26,26,,,
"De 15 a 29 años (064)",5538,4386,423,234,495
"Empleado (065)",1424,696,164,131,433
"Obrero (066)",1290,1000,136,92,62
"Trabajador independiente (067)",1897,1798,99,,
"Empleador o patrono (068)",98,82,6,10,
"Trabajador familiar no remunerado (069)",570,551,18,1,
"Trabajador del hogar (070)",259,259,,,
"De 30 a 44 años (072)",6071,4255,514,387,915
"Empleado (073)",1833,480,248,285,820
"Obrero (074)",1109,793,131,91,94
"Trabajador independiente (075)",2569,2454,115,,
"Empleador o patrono (076)",168,149,10,9,
"Trabajador familiar no remunerado (077)",279,266,10,2,1
"Trabajador del hogar (078)",113,113,,,
"De 45 a 64 años (080)",3703,2834,251,176,442
"Empleado (081)",799,228,85,134,352
"Obrero (082)",720,518,76,37,89
"Trabajador independiente (083)",1853,1789,64,,
"Empleador o patrono (084)",164,141,18,4,1
"Trabajador familiar no remunerado (085)",120,111,8,1,
"Trabajador del hogar (086)",47,47,,,
"De 65 y más años (088)",746,679,42,8,17
"Empleado (089)",41,19,5,5,12
"Obrero (090)",140,122,12,1,5
"Trabajador independiente (091)",462,441,21,,
"Empleador o patrono (092)",45,40,3,2,
"Trabajador familiar no remunerado (093)",44,43,1,,
"Trabajador del hogar (094)",14,14,,,
,,,,,
"RURAL (096)",19116,17406,1077,337,296
"Empleado (097)",573,210,89,36,238
"Obrero (098)",6119,5146,646,274,53
"Trabajador independiente (099)",8738,8563,175,,
"Empleador o patrono (100)",574,484,71,16,3
"Trabajador familiar no remunerado (101)",3042,2933,96,11,2
"Trabajador del hogar (102)",70,70,,,
"De 06 a 14 años (104)",673,628,27,12,6
"Empleado (105)",1,1,,,
"Obrero (106)",151,118,19,8,6
"Trabajador independiente (107)",56,56,,,
"Trabajador familiar no remunerado (109)",459,447,8,4,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",7375,6701,414,149,111
"Empleado (113)",211,75,30,21,85
"Obrero (114)",2716,2305,264,122,25
"Trabajador independiente (115)",2305,2263,42,,
"Empleador o patrono (116)",108,95,11,2,
"Trabajador familiar no remunerado (117)",1991,1919,67,4,1
"Trabajador del hogar (118)",44,44,,,
"De 30 a 44 años (120)",5832,5215,387,93,137
"Empleado (121)",264,91,43,10,120
"Obrero (122)",1880,1556,230,78,16
"Trabajador independiente (123)",3105,3034,71,,
"Empleador o patrono (124)",208,176,27,4,1
"Trabajador familiar no remunerado (125)",362,345,16,1,
"Trabajador del hogar (126)",13,13,,,
"De 45 a 64 años (128)",3996,3676,206,74,40
"Empleado (129)",94,40,16,5,33
"Obrero (130)",1121,950,106,61,4
"Trabajador independiente (131)",2419,2366,53,,
"Empleador o patrono (132)",179,144,27,6,2
"Trabajador familiar no remunerado (133)",177,170,4,2,1
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",1240,1186,43,9,2
"Empleado (137)",3,3,,,
"Obrero (138)",251,217,27,5,2
"Trabajador independiente (139)",853,844,9,,
"Empleador o patrono (140)",79,69,6,4,
"Trabajador familiar no remunerado (141)",53,52,1,,
"Trabajador del hogar (142)",1,1,,,
