"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",1461,6,633,549,248,25
"Obreros construc., conf., papel, fab., instr. (034)",134,2,61,43,26,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",6507,335,2632,2095,1241,204
"Otra (036)",18,,8,7,3,
"Ocupación no especificada (037)",936,7,308,345,224,52
"Desocupado (038)",1214,58,797,249,95,15
,,,,,,
"URBANA (039)",43159,626,14289,15001,11222,2021
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",118,,2,39,74,3
"Profes., científicos e intelectuales (041)",4284,,1024,1766,1433,61
"Técnicos de nivel medio y trab.asimilados (042)",2343,8,802,889,572,72
"Jefes y empleados de oficina (043)",1865,,713,658,487,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",6717,132,1894,2440,1886,365
"Agricult.trabaj. calif. agrop. y pesqueros (045)",3081,18,614,874,1120,455
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",3864,45,1453,1349,864,153
"Obreros construc., conf., papel, fab., instr. (047)",5069,16,1806,1854,1255,138
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",11172,350,4065,3670,2525,562
"Otra (049)",500,,53,285,161,1
"Ocupación no especificada (050)",1445,9,475,532,345,84
"Desocupado (051)",2701,48,1388,645,500,120
"Hombres (052)",28946,427,9529,9638,7734,1618
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",85,,2,27,54,2
"Profes., científicos e intelectuales (054)",2012,,406,746,807,53
"Técnicos de nivel medio y trab.asimilados (055)",1479,7,476,557,381,58
"Jefes y empleados de oficina (056)",850,,259,264,321,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",2780,75,853,955,717,180
"Agricult.trabaj. calif. agrop. y pesqueros (058)",2894,17,579,807,1056,435
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",2942,40,1142,967,658,135
"Obreros construc., conf., papel, fab., instr. (060)",4956,14,1755,1819,1232,136
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",7644,232,2795,2442,1726,449
"Otra (062)",482,,45,278,158,1
"Ocupación no especificada (063)",856,5,293,305,201,52
"Desocupado (064)",1966,37,924,471,423,111
"Mujeres (065)",14213,199,4760,5363,3488,403
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",33,,,12,20,1
"Profes., científicos e intelectuales (067)",2272,,618,1020,626,8
"Técnicos de nivel medio y trab.asimilados (068)",864,1,326,332,191,14
"Jefes y empleados de oficina (069)",1015,,454,394,166,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",3937,57,1041,1485,1169,185
"Agricult.trabaj. calif. agrop. y pesqueros (071)",187,1,35,67,64,20
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",922,5,311,382,206,18
"Obreros construc., conf., papel, fab., instr. (073)",113,2,51,35,23,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",3528,118,1270,1228,799,113
"Otra (075)",18,,8,7,3,
"Ocupación no especificada (076)",589,4,182,227,144,32
"Desocupado (077)",735,11,464,174,77,9
,,,,,,
"RURAL (078)",40579,1101,15048,12311,9198,2921
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",19,,4,8,4,3
"Profes., científicos e intelectuales (080)",391,,136,143,104,8
"Técnicos de nivel medio y trab.asimilados (081)",313,,121,113,69,10
"Jefes y empleados de oficina (082)",154,,81,54,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1244,14,407,459,303,61
"Agricult.trabaj. calif. agrop. y pesqueros (084)",7047,30,1038,1911,2684,1384
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",2390,32,1215,733,335,75
"Obreros construc., conf., papel, fab., instr. (086)",2046,6,855,728,424,33
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",23812,865,9726,7378,4700,1143
"Otra (088)",26,,7,14,4,1
"Ocupación no especificada (089)",553,5,210,184,118,36
"Desocupado (090)",2584,149,1248,586,434,167
"Hombres (091)",34798,819,12433,10586,8260,2700
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",12,,1,5,3,3
"Profes., científicos e intelectuales (093)",197,,49,70,70,8
"Técnicos de nivel medio y trab.asimilados (094)",197,,66,72,50,9
"Jefes y empleados de oficina (095)",80,,30,34,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",602,7,204,216,141,34
"Agricult.trabaj. calif. agrop. y pesqueros (097)",6664,23,975,1801,2550,1315
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",1851,31,893,566,293,68
"Obreros construc., conf., papel, fab., instr. (099)",2025,6,845,720,421,33
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",20833,648,8364,6511,4258,1052
"Otra (101)",26,,7,14,4,1
"Ocupación no especificada (102)",206,2,84,66,38,16
"Desocupado (103)",2105,102,915,511,416,161
"Mujeres (104)",5781,282,2615,1725,938,221
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",7,,3,3,1,
"Profes., científicos e intelectuales (106)",194,,87,73,34,
"Técnicos de nivel medio y trab.asimilados (107)",116,,55,41,19,1
"Jefes y empleados de oficina (108)",74,,51,20,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",642,7,203,243,162,27
"Agricult.trabaj. calif. agrop. y pesqueros (110)",383,7,63,110,134,69
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",539,1,322,167,42,7
"Obreros construc., conf., papel, fab., instr. (112)",21,,10,8,3,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",2979,217,1362,867,442,91
"Ocupación no especificada (115)",347,3,126,118,80,20
"Desocupado (116)",479,47,333,75,18,6
