"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",154,140,10,3,1
"Empleado (057)",9,6,2,,1
"Obrero (058)",10,9,1,,
"Trabajador independiente (059)",46,43,3,,
"Trabajador familiar no remunerado (061)",77,70,4,3,
"Trabajador del hogar (062)",12,12,,,
"De 15 a 29 años (064)",4461,3604,394,92,371
"Empleado (065)",740,244,105,55,336
"Obrero (066)",341,223,55,29,34
"Trabajador independiente (067)",2773,2595,178,,
"Empleador o patrono (068)",32,19,8,4,1
"Trabajador familiar no remunerado (069)",383,331,48,4,
"Trabajador del hogar (070)",192,192,,,
"De 30 a 44 años (072)",4559,3400,386,175,598
"Empleado (073)",1065,209,136,150,570
"Obrero (074)",346,254,45,20,27
"Trabajador independiente (075)",2798,2615,183,,
"Empleador o patrono (076)",25,15,6,3,1
"Trabajador familiar no remunerado (077)",277,259,16,2,
"Trabajador del hogar (078)",48,48,,,
"De 45 a 64 años (080)",2632,2049,190,103,290
"Empleado (081)",512,87,69,92,264
"Obrero (082)",203,141,26,10,26
"Trabajador independiente (083)",1675,1592,83,,
"Empleador o patrono (084)",28,25,2,1,
"Trabajador familiar no remunerado (085)",190,180,10,,
"Trabajador del hogar (086)",24,24,,,
"De 65 y más años (088)",503,460,21,2,20
"Empleado (089)",34,10,8,1,15
"Obrero (090)",30,23,1,1,5
"Trabajador independiente (091)",380,370,10,,
"Empleador o patrono (092)",5,5,,,
"Trabajador familiar no remunerado (093)",49,47,2,,
"Trabajador del hogar (094)",5,5,,,
,,,,,
"RURAL (096)",31531,29363,1302,257,609
"Empleado (097)",1351,332,323,169,527
"Obrero (098)",1757,1358,268,61,70
"Trabajador independiente (099)",21031,20479,552,,
"Empleador o patrono (100)",166,140,18,3,5
"Trabajador familiar no remunerado (101)",6673,6501,141,24,7
"Trabajador del hogar (102)",553,553,,,
"De 06 a 14 años (104)",387,382,1,4,
"Empleado (105)",1,1,,,
"Obrero (106)",9,8,,1,
"Trabajador independiente (107)",48,48,,,
"Trabajador familiar no remunerado (109)",301,297,1,3,
"Trabajador del hogar (110)",28,28,,,
"De 15 a 29 años (112)",9477,8787,450,58,182
"Empleado (113)",370,137,58,28,147
"Obrero (114)",772,575,148,19,30
"Trabajador independiente (115)",5347,5166,181,,
"Empleador o patrono (116)",52,45,3,2,2
"Trabajador familiar no remunerado (117)",2694,2622,60,9,3
"Trabajador del hogar (118)",242,242,,,
"De 30 a 44 años (120)",9797,8957,481,106,253
"Empleado (121)",573,126,144,75,228
"Obrero (122)",527,401,79,26,21
"Trabajador independiente (123)",6733,6529,204,,
"Empleador o patrono (124)",57,46,9,,2
"Trabajador familiar no remunerado (125)",1781,1729,45,5,2
"Trabajador del hogar (126)",126,126,,,
"De 45 a 64 años (128)",8500,7912,336,85,167
"Empleado (129)",387,57,119,65,146
"Obrero (130)",367,298,36,14,19
"Trabajador independiente (131)",6235,6090,145,,
"Empleador o patrono (132)",39,31,6,1,1
"Trabajador familiar no remunerado (133)",1364,1328,30,5,1
"Trabajador del hogar (134)",108,108,,,
"De 65 y más años (136)",3370,3325,34,4,7
"Empleado (137)",20,11,2,1,6
"Obrero (138)",82,76,5,1,
"Trabajador independiente (139)",2668,2646,22,,
"Empleador o patrono (140)",18,18,,,
"Trabajador familiar no remunerado (141)",533,525,5,2,1
"Trabajador del hogar (142)",49,49,,,
