"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1578,88,1,525,574,59,114,45,172
"Esposa(o)/ compa¤era(o) (050)",173,14,,57,74,5,7,4,12
"Hijo(a)/ hijastro(a) (051)",1832,206,107,745,632,51,34,32,25
"Yerno/ nuera (052)",30,,,2,16,4,,2,6
"Nieto(a) (053)",135,24,10,64,30,1,2,1,3
"Padres/ suegros (054)",21,5,,12,4,,,,
"Otro(a) pariente (055)",238,27,4,86,90,8,13,8,2
"Trabajador(a) del hogar (056)",2,,,,2,,,,
"Pensionista (057)",10,,,,2,,7,,1
"Otro(a) no pariente (058)",89,2,,20,34,12,6,2,13
"Mujeres (060)",4414,806,120,1776,1204,125,183,53,147
"Jefe o Jefa (061)",977,237,1,392,206,25,58,6,52
"Esposa(o)/ compa¤era(o) (062)",1149,206,1,480,302,30,64,16,50
"Hijo(a)/ hijastro(a) (063)",1740,224,98,724,560,57,33,22,22
"Yerno/ nuera (064)",31,,,8,15,1,4,1,2
"Nieto(a) (065)",135,26,15,57,30,2,1,3,1
"Padres/ suegros (066)",57,47,,9,1,,,,
"Otro(a) pariente (067)",221,46,5,74,64,6,11,2,13
"Trabajador(a) del hogar (068)",10,1,,6,3,,,,
"Pensionista (069)",1,,,,,,,,1
"Otro(a) no pariente (070)",93,19,,26,23,4,12,3,6
,,,,,,,,,
"RURAL (072)",32109,8225,1192,15655,6495,164,161,64,153
"Jefe o Jefa (073)",8608,2650,10,4089,1618,39,85,25,92
"Esposa(o)/ compa¤era(o) (074)",5578,2340,17,2540,613,13,27,5,23
"Hijo(a)/ hijastro(a) (075)",15504,2556,1039,7936,3790,98,36,30,19
"Yerno/ nuera (076)",207,17,3,82,98,,5,1,1
"Nieto(a) (077)",887,226,89,464,103,3,2,,
"Padres/ suegros (078)",208,172,,31,4,,,1,
"Otro(a) pariente (079)",1027,242,33,490,239,9,3,1,10
"Trabajador(a) del hogar (080)",5,2,,1,2,,,,
"Pensionista (081)",7,1,,1,4,,1,,
"Otro(a) no pariente (082)",78,19,1,21,24,2,2,1,8
"Hombres (084)",15581,2664,593,7991,4000,100,94,41,98
"Jefe o Jefa (085)",6202,1182,8,3381,1443,35,64,19,70
"Esposa(o)/ compa¤era(o) (086)",316,39,1,173,92,1,2,2,6
"Hijo(a)/ hijastro(a) (087)",7911,1188,519,3916,2185,55,20,16,12
"Yerno/ nuera (088)",86,4,1,31,46,,2,1,1
"Nieto(a) (089)",441,112,45,216,65,1,2,,
"Padres/ suegros (090)",50,28,,17,4,,,1,
"Otro(a) pariente (091)",517,101,18,241,140,7,3,1,6
"Trabajador(a) del hogar (092)",3,1,,,2,,,,
"Pensionista (093)",6,,,1,4,,1,,
"Otro(a) no pariente (094)",49,9,1,15,19,1,,1,3
"Mujeres (096)",16528,5561,599,7664,2495,64,67,23,55
"Jefe o Jefa (097)",2406,1468,2,708,175,4,21,6,22
"Esposa(o)/ compa¤era(o) (098)",5262,2301,16,2367,521,12,25,3,17
"Hijo(a)/ hijastro(a) (099)",7593,1368,520,4020,1605,43,16,14,7
"Yerno/ nuera (100)",121,13,2,51,52,,3,,
"Nieto(a) (101)",446,114,44,248,38,2,,,
"Padres/ suegros (102)",158,144,,14,,,,,
"Otro(a) pariente (103)",510,141,15,249,99,2,,,4
"Trabajador(a) del hogar (104)",2,1,,1,,,,,
"Pensionista (105)",1,1,,,,,,,
"Otro(a) no pariente (106)",29,10,,6,5,1,2,,5
