"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",513,494,408,74,10,2,,,,,19,100
"De 20 a 24 años (023)",1296,1114,603,380,110,16,5,,,,182,670
"De 25 a 29 años (024)",1704,1487,455,627,322,74,9,,,,217,1530
"De 30 a 34 años (025)",1617,1541,229,525,539,186,58,3,1,,76,2437
"De 35 a 39 años (026)",1763,1705,161,431,631,304,155,18,3,2,58,3443
"De 40 a 44 años (027)",1481,1463,96,234,450,362,249,63,9,,18,3769
"De 45 a 49 años (028)",1184,1166,69,161,318,286,253,62,14,3,18,3294
"De 50 y más años (029)",2508,2493,141,229,420,422,674,346,172,89,15,9962
"Desocupada (030)",1405,1325,428,365,234,138,112,34,8,6,80,2075
"De 12 a 14 años (031)",6,6,5,1,,,,,,,,1
"De 15 a 19 años (032)",98,94,83,10,1,,,,,,4,12
"De 20 a 24 años (033)",322,297,191,87,15,3,,1,,,25,132
"De 25 a 29 años (034)",286,254,71,112,54,14,3,,,,32,274
"De 30 a 34 años (035)",217,206,37,67,53,38,9,2,,,11,336
"De 35 a 39 años (036)",169,164,20,49,36,31,23,4,1,,5,347
"De 40 a 44 años (037)",123,122,7,20,39,22,28,5,1,,1,323
"De 45 a 49 años (038)",86,85,7,12,24,17,15,7,2,1,1,245
"De 50 y más años (039)",98,97,7,7,12,13,34,15,4,5,1,405
"No PEA (040)",15334,14730,5662,2292,2407,1520,1607,748,337,157,604,28133
"De 12 a 14 años (041)",1909,1892,1889,2,1,,,,,,17,4
"De 15 a 19 años (042)",2484,2442,2257,158,21,4,2,,,,42,220
"De 20 a 24 años (043)",1914,1686,879,610,176,17,2,2,,,228,1035
"De 25 a 29 años (044)",1369,1233,200,531,385,86,30,1,,,136,1687
"De 30 a 34 años (045)",1181,1131,89,316,445,200,73,6,1,1,50,2171
"De 35 a 39 años (046)",1093,1063,59,204,433,209,136,17,4,1,30,2432
"De 40 a 44 años (047)",865,841,55,120,272,198,149,41,5,1,24,2211
"De 45 a 49 años (048)",708,693,30,81,172,163,176,56,14,1,15,2171
"De 50 y más años (049)",3811,3749,204,270,502,643,1039,625,313,153,62,16202
,,,,,,,,,,,,
"URBANA (060)",25291,24115,7408,4765,4771,2907,2624,1042,408,190,1176,46704
"De 12 a 14 años (061)",1773,1756,1749,6,1,,,,,,17,8
"De 15 a 19 años (062)",2788,2724,2474,214,28,6,2,,,,64,296
"De 20 a 24 años (063)",3163,2756,1517,951,253,27,5,3,,,407,1579
"De 25 a 29 años (064)",2978,2628,646,1151,657,143,30,1,,,350,3023
"De 30 a 34 años (065)",2676,2562,321,813,912,385,121,8,1,1,114,4372
"De 35 a 39 años (066)",2691,2606,209,627,978,485,265,34,5,3,85,5471
"De 40 a 44 años (067)",2186,2144,136,344,683,506,367,95,13,,42,5514
"De 45 a 49 años (068)",1723,1690,82,227,449,416,382,105,25,4,33,4951
"De 50 y más años (069)",5313,5249,274,432,810,939,1452,796,364,182,64,21490
"PEA (070)",11826,11216,2381,2695,2683,1567,1246,430,150,64,610,22895
"De 12 a 14 años (071)",78,78,74,4,,,,,,,,4
"De 15 a 19 años (072)",556,533,447,74,10,2,,,,,23,100
"De 20 a 24 años (073)",1434,1244,722,405,100,13,3,1,,,190,663
"De 25 a 29 años (074)",1762,1539,469,661,330,72,7,,,,223,1566
"De 30 a 34 años (075)",1617,1548,242,526,516,204,57,3,,,69,2431
"De 35 a 39 años (076)",1743,1685,164,442,601,302,153,19,2,2,58,3375
"De 40 a 44 años (077)",1437,1419,89,238,448,336,239,61,8,,18,3621
"De 45 a 49 años (078)",1114,1095,63,153,304,268,232,58,14,3,19,3083
"De 50 y más años (079)",2085,2075,111,192,374,370,555,288,126,59,10,8052
"Ocupada (080)",10496,9962,1977,2349,2459,1435,1142,399,143,58,534,20937
"De 12 a 14 años (081)",72,72,69,3,,,,,,,,3
"De 15 a 19 años (082)",463,444,369,64,9,2,,,,,19,88
"De 20 a 24 años (083)",1128,962,538,325,86,10,3,,,,166,540
"De 25 a 29 años (084)",1490,1298,401,554,278,60,5,,,,192,1311
"De 30 a 34 años (085)",1413,1353,208,463,467,166,48,1,,,60,2107
"De 35 a 39 años (086)",1578,1525,145,393,566,271,131,15,2,2,53,3042
"De 40 a 44 años (087)",1324,1307,85,220,411,315,213,56,7,,17,3315
"De 45 a 49 años (088)",1035,1017,57,141,280,254,218,53,12,2,18,2863
"De 50 y más años (089)",1993,1984,105,186,362,357,524,274,122,54,9,7668
"Desocupada (090)",1330,1254,404,346,224,132,104,31,7,6,76,1958
"De 12 a 14 años (091)",6,6,5,1,,,,,,,,1
"De 15 a 19 años (092)",93,89,78,10,1,,,,,,4,12
"De 20 a 24 años (093)",306,282,184,80,14,3,,1,,,24,123
"De 25 a 29 años (094)",272,241,68,107,52,12,2,,,,31,255
"De 30 a 34 años (095)",204,195,34,63,49,38,9,2,,,9,324
"De 35 a 39 años (096)",165,160,19,49,35,31,22,4,,,5,333
"De 40 a 44 años (097)",113,112,4,18,37,21,26,5,1,,1,306
"De 45 a 49 años (098)",79,78,6,12,24,14,14,5,2,1,1,220
"De 50 y más años (099)",92,91,6,6,12,13,31,14,4,5,1,384
"No PEA (100)",13465,12899,5027,2070,2088,1340,1378,612,258,126,566,23809
"De 12 a 14 años (101)",1695,1678,1675,2,1,,,,,,17,4
"De 15 a 19 años (102)",2232,2191,2027,140,18,4,2,,,,41,196
"De 20 a 24 años (103)",1729,1512,795,546,153,14,2,2,,,217,916
"De 25 a 29 años (104)",1216,1089,177,490,327,71,23,1,,,127,1457
"De 30 a 34 años (105)",1059,1014,79,287,396,181,64,5,1,1,45,1941
"De 35 a 39 años (106)",948,921,45,185,377,183,112,15,3,1,27,2096
"De 40 a 44 años (107)",749,725,47,106,235,170,128,34,5,,24,1893
"De 45 a 49 años (108)",609,595,19,74,145,148,150,47,11,1,14,1868
"De 50 y más años (109)",3228,3174,163,240,436,569,897,508,238,123,54,13438
,,,,,,,,,,,,
"RURAL (120)",3594,3483,921,556,670,403,498,232,136,67,111,8712
"De 12 a 14 años (121)",222,222,222,,,,,,,,,
"De 15 a 19 años (122)",307,306,274,28,4,,,,,,1,36
"De 20 a 24 años (123)",369,341,156,126,48,9,2,,,,28,258
"De 25 a 29 años (124)",381,346,80,119,104,31,12,,,,35,468
"De 30 a 34 años (125)",339,316,34,95,125,39,19,3,1,,23,572
"De 35 a 39 años (126)",334,326,31,57,122,59,49,5,3,,8,751
"De 40 a 44 años (127)",283,282,22,30,78,76,59,14,2,1,1,789
"De 45 a 49 años (128)",255,254,24,27,65,50,62,20,5,1,1,759
"De 50 y más años (129)",1104,1090,78,74,124,139,295,190,125,65,14,5079
"PEA (130)",1725,1652,286,334,351,223,269,96,57,36,73,4388
"De 12 a 14 años (131)",8,8,8,,,,,,,,,
"De 15 a 19 años (132)",55,55,44,10,1,,,,,,,12
"De 20 a 24 años (133)",184,167,72,62,25,6,2,,,,17,139
"De 25 a 29 años (134)",228,202,57,78,46,16,5,,,,26,238
"De 30 a 34 años (135)",217,199,24,66,76,20,10,2,1,,18,342
"De 35 a 39 años (136)",189,184,17,38,66,33,25,3,2,,5,415
"De 40 a 44 años (137)",167,166,14,16,41,48,38,7,2,,1,471
"De 45 a 49 años (138)",156,156,13,20,38,35,36,11,2,1,,456
"De 50 y más años (139)",521,515,37,44,58,65,153,73,50,35,6,2315
"Ocupada (140)",1650,1581,262,315,341,217,261,93,56,36,69,4271
"De 12 a 14 años (141)",8,8,8,,,,,,,,,
"De 15 a 19 años (142)",50,50,39,10,1,,,,,,,12
"De 20 a 24 años (143)",168,152,65,55,24,6,2,,,,16,130
"De 25 a 29 años (144)",214,189,54,73,44,14,4,,,,25,219
"De 30 a 34 años (145)",204,188,21,62,72,20,10,2,1,,16,330
"De 35 a 39 años (146)",185,180,16,38,65,33,24,3,1,,5,401
"De 40 a 44 años (147)",157,156,11,14,39,47,36,7,2,,1,454
"De 45 a 49 años (148)",149,149,12,20,38,32,35,9,2,1,,431
"De 50 y más años (149)",515,509,36,43,58,65,150,72,50,35,6,2294
"Desocupada (150)",75,71,24,19,10,6,8,3,1,,4,117
"De 15 a 19 años (152)",5,5,5,,,,,,,,,
"De 20 a 24 años (153)",16,15,7,7,1,,,,,,1,9
"De 25 a 29 años (154)",14,13,3,5,2,2,1,,,,1,19
"De 30 a 34 años (155)",13,11,3,4,4,,,,,,2,12
"De 35 a 39 años (156)",4,4,1,,1,,1,,1,,,14
"De 40 a 44 años (157)",10,10,3,2,2,1,2,,,,,17
"De 45 a 49 años (158)",7,7,1,,,3,1,2,,,,25
"De 50 y más años (159)",6,6,1,1,,,3,1,,,,21
"No PEA (160)",1869,1831,635,222,319,180,229,136,79,31,38,4324
"De 12 a 14 años (161)",214,214,214,,,,,,,,,
"De 15 a 19 años (162)",252,251,230,18,3,,,,,,1,24
"De 20 a 24 años (163)",185,174,84,64,23,3,,,,,11,119
"De 25 a 29 años (164)",153,144,23,41,58,15,7,,,,9,230
"De 30 a 34 años (165)",122,117,10,29,49,19,9,1,,,5,230
"De 35 a 39 años (166)",145,142,14,19,56,26,24,2,1,,3,336
"De 40 a 44 años (167)",116,116,8,14,37,28,21,7,,1,,318
"De 45 a 49 años (168)",99,98,11,7,27,15,26,9,3,,1,303
"De 50 y más años (169)",583,575,41,30,66,74,142,117,75,30,8,2764
