"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",97,65,4,13,15
,,,,,
"URBANA (060)",26327,14263,2467,3286,6311
"Sin nivel (061)",1229,1074,59,52,44
"Educación inicial (062)",29,25,1,3,
"Primaria (063)",3661,2811,284,222,344
"Secundaria (064)",7614,4884,689,734,1307
"Superior no univ. incompleta (065)",2483,1411,255,268,549
"Superior no univ. completa (066)",4549,1766,502,846,1435
"Superior univ. incompleta (067)",1949,955,186,231,577
"Superior univ. completa (068)",4813,1337,491,930,2055
"De 06 a 14 años (070)",252,226,16,9,1
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",5,5,,,
"Primaria (073)",124,112,8,4,
"Secundaria (074)",122,108,8,5,1
"De 15 a 29 años (080)",7388,4066,811,885,1626
"Sin nivel (081)",29,21,3,5,
"Educación inicial (082)",10,7,1,2,
"Primaria (083)",271,192,25,20,34
"Secundaria (084)",2683,1833,269,235,346
"Superior no univ. incompleta (085)",1057,648,114,105,190
"Superior no univ. completa (086)",1440,606,172,237,425
"Superior univ. incompleta (087)",820,444,85,89,202
"Superior univ. completa (088)",1078,315,142,192,429
"De 30 a 44 años (090)",10413,4923,1034,1596,2860
"Sin nivel (091)",279,220,21,19,19
"Educación inicial (092)",14,13,,1,
"Primaria (093)",1060,772,97,83,108
"Secundaria (094)",2811,1708,264,298,541
"Superior no univ. incompleta (095)",967,523,96,114,234
"Superior no univ. completa (096)",2223,804,251,467,701
"Superior univ. incompleta (097)",692,294,70,106,222
"Superior univ. completa (098)",2367,589,235,508,1035
"De 45 a 64 años (100)",6952,3925,555,742,1730
"Sin nivel (101)",559,490,28,23,18
"Primaria (103)",1657,1261,132,101,163
"Secundaria (104)",1824,1100,139,183,402
"Superior no univ. incompleta (105)",412,201,45,45,121
"Superior no univ. completa (106)",819,308,72,138,301
"Superior univ. incompleta (107)",402,189,29,35,149
"Superior univ. completa (108)",1279,376,110,217,576
"De 65 y más años (110)",1322,1123,51,54,94
"Sin nivel (111)",361,342,7,5,7
"Primaria (113)",549,474,22,14,39
"Secundaria (114)",174,135,9,13,17
"Superior no univ. incompleta (115)",47,39,,4,4
"Superior no univ. completa (116)",67,48,7,4,8
"Superior univ. incompleta (117)",35,28,2,1,4
"Superior univ. completa (118)",89,57,4,13,15
,,,,,
"RURAL (120)",5318,3234,208,295,1581
"Sin nivel (121)",618,552,12,8,46
"Educación inicial (122)",4,4,,,
"Primaria (123)",1415,1089,44,53,229
"Secundaria (124)",1816,992,80,123,621
"Superior no univ. incompleta (125)",347,164,14,19,150
"Superior no univ. completa (126)",568,222,32,58,256
"Superior univ. incompleta (127)",187,80,8,13,86
"Superior univ. completa (128)",363,131,18,21,193
"De 06 a 14 años (130)",32,27,5,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",21,17,4,,
"Secundaria (134)",10,9,1,,
"De 15 a 29 años (140)",1372,693,94,81,504
"Sin nivel (141)",18,17,1,,
"Primaria (143)",140,113,5,6,16
"Secundaria (144)",640,331,53,33,223
"Superior no univ. incompleta (145)",163,82,6,9,66
"Superior no univ. completa (146)",237,91,15,24,107
"Superior univ. incompleta (147)",82,31,7,5,39
"Superior univ. completa (148)",92,28,7,4,53
"De 30 a 44 años (150)",1822,950,58,133,681
"Sin nivel (151)",124,98,4,3,19
"Educación inicial (152)",3,3,,,
"Primaria (153)",382,264,15,17,86
"Secundaria (154)",704,364,12,59,269
"Superior no univ. incompleta (155)",123,51,6,4,62
"Superior no univ. completa (156)",244,82,13,33,116
"Superior univ. incompleta (157)",60,26,1,7,26
"Superior univ. completa (158)",182,62,7,10,103
"De 45 a 64 años (160)",1500,1015,44,73,368
"Sin nivel (161)",246,217,6,4,19
"Primaria (163)",598,439,16,27,116
"Secundaria (164)",415,246,13,28,128
"Superior no univ. incompleta (165)",50,24,2,5,19
"Superior no univ. completa (166)",71,37,3,1,30
"Superior univ. incompleta (167)",39,19,,1,19
"Superior univ. completa (168)",81,33,4,7,37
"De 65 y más años (170)",592,549,7,8,28
"Sin nivel (171)",230,220,1,1,8
"Primaria (173)",274,256,4,3,11
"Secundaria (174)",47,42,1,3,1
"Superior no univ. incompleta (175)",11,7,,1,3
"Superior no univ. completa (176)",16,12,1,,3
"Superior univ. incompleta (177)",6,4,,,2
"Superior univ. completa (178)",8,8,,,
