"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",347,303,126,108,53,9,6,1,,,44,271
"De 25 a 29 años (024)",383,345,66,122,94,43,16,4,,,38,530
"De 30 a 34 años (025)",363,335,58,65,89,65,47,10,1,,28,708
"De 35 a 39 años (026)",386,376,26,52,84,72,99,29,11,3,10,1178
"De 40 a 44 años (027)",315,311,15,24,59,57,95,41,14,6,4,1185
"De 45 a 49 años (028)",227,225,11,16,26,31,66,50,14,11,2,1016
"De 50 y más años (029)",814,803,44,44,58,85,216,170,110,76,11,4255
"Desocupada (030)",160,151,83,23,19,10,10,4,2,,9,181
"De 15 a 19 años (032)",31,31,30,1,,,,,,,,1
"De 20 a 24 años (033)",43,42,29,10,3,,,,,,1,16
"De 25 a 29 años (034)",37,33,16,8,7,2,,,,,4,28
"De 30 a 34 años (035)",17,17,6,2,4,3,2,,,,,28
"De 35 a 39 años (036)",15,12,2,2,1,2,5,,,,3,32
"De 40 a 44 años (037)",5,5,,,2,3,,,,,,13
"De 45 a 49 años (038)",6,5,,,1,,,3,1,,1,31
"De 50 y más años (039)",6,6,,,1,,3,1,1,,,32
"No PEA (040)",7748,7572,2345,842,865,770,1207,767,450,326,176,22597
"De 12 a 14 años (041)",959,955,950,5,,,,,,,4,5
"De 15 a 19 años (042)",1055,1037,919,101,14,,3,,,,18,141
"De 20 a 24 años (043)",771,706,238,269,153,39,6,1,,,65,723
"De 25 a 29 años (044)",633,603,63,171,172,114,76,6,1,,30,1229
"De 30 a 34 años (045)",580,560,32,79,132,129,138,41,7,2,20,1669
"De 35 a 39 años (046)",538,529,23,41,101,115,160,66,18,5,9,1911
"De 40 a 44 años (047)",473,465,27,34,46,79,129,96,35,19,8,2040
"De 45 a 49 años (048)",429,424,8,25,44,54,119,87,55,32,5,2170
"De 50 y más años (049)",2310,2293,85,117,203,240,576,470,334,268,17,12709
,,,,,,,,,,,,
"URBANA (060)",7243,7042,2014,918,941,786,1134,668,345,236,201,19993
"De 12 a 14 años (061)",677,675,671,4,,,,,,,2,4
"De 15 a 19 años (062)",844,830,744,72,11,,3,,,,14,106
"De 20 a 24 años (063)",733,661,273,247,112,22,6,1,,,72,568
"De 25 a 29 años (064)",696,655,91,227,196,92,45,3,1,,41,1113
"De 30 a 34 años (065)",664,636,71,112,168,134,123,25,3,,28,1563
"De 35 a 39 años (066)",625,612,40,71,140,131,167,47,15,1,13,1904
"De 40 a 44 años (067)",543,535,31,45,78,107,144,90,25,15,8,2095
"De 45 a 49 años (068)",434,429,13,29,53,66,119,88,35,26,5,1998
"De 50 y más años (069)",2027,2009,80,111,183,234,527,414,266,194,18,10642
"PEA (070)",2179,2091,408,347,366,282,363,193,88,44,88,5977
"De 12 a 14 años (071)",13,13,13,,,,,,,,,
"De 15 a 19 años (072)",125,124,110,10,4,,,,,,1,18
"De 20 a 24 años (073)",243,215,113,69,24,5,4,,,,28,148
"De 25 a 29 años (074)",290,263,53,105,74,25,4,2,,,27,358
"De 30 a 34 años (075)",280,264,52,52,76,49,29,6,,,16,512
"De 35 a 39 años (076)",304,297,21,48,69,63,77,13,5,1,7,843
"De 40 a 44 años (077)",236,233,11,20,52,49,65,27,7,2,3,810
"De 45 a 49 años (078)",162,161,7,11,22,27,48,34,7,5,1,678
"De 50 y más años (079)",526,521,28,32,45,64,136,111,69,36,5,2610
"Ocupada (080)",2066,1986,362,328,351,272,354,189,86,44,80,5813
"De 12 a 14 años (081)",13,13,13,,,,,,,,,
"De 15 a 19 años (082)",109,108,95,9,4,,,,,,1,17
"De 20 a 24 años (083)",214,187,95,62,21,5,4,,,,27,135
"De 25 a 29 años (084)",266,243,46,98,70,23,4,2,,,23,337
"De 30 a 34 años (085)",267,251,48,50,73,46,28,6,,,16,491
"De 35 a 39 años (086)",290,285,19,46,68,61,72,13,5,1,5,811
"De 40 a 44 años (087)",231,228,11,20,50,46,65,27,7,2,3,797
"De 45 a 49 años (088)",156,156,7,11,21,27,48,31,6,5,,647
"De 50 y más años (089)",520,515,28,32,44,64,133,110,68,36,5,2578
"Desocupada (090)",113,105,46,19,15,10,9,4,2,,8,164
"De 15 a 19 años (092)",16,16,15,1,,,,,,,,1
"De 20 a 24 años (093)",29,28,18,7,3,,,,,,1,13
"De 25 a 29 años (094)",24,20,7,7,4,2,,,,,4,21
"De 30 a 34 años (095)",13,13,4,2,3,3,1,,,,,21
"De 35 a 39 años (096)",14,12,2,2,1,2,5,,,,2,32
"De 40 a 44 años (097)",5,5,,,2,3,,,,,,13
"De 45 a 49 años (098)",6,5,,,1,,,3,1,,1,31
"De 50 y más años (099)",6,6,,,1,,3,1,1,,,32
"No PEA (100)",5064,4951,1606,571,575,504,771,475,257,192,113,14016
"De 12 a 14 años (101)",664,662,658,4,,,,,,,2,4
"De 15 a 19 años (102)",719,706,634,62,7,,3,,,,13,88
"De 20 a 24 años (103)",490,446,160,178,88,17,2,1,,,44,420
"De 25 a 29 años (104)",406,392,38,122,122,67,41,1,1,,14,755
"De 30 a 34 años (105)",384,372,19,60,92,85,94,19,3,,12,1051
"De 35 a 39 años (106)",321,315,19,23,71,68,90,34,10,,6,1061
"De 40 a 44 años (107)",307,302,20,25,26,58,79,63,18,13,5,1285
"De 45 a 49 años (108)",272,268,6,18,31,39,71,54,28,21,4,1320
"De 50 y más años (109)",1501,1488,52,79,138,170,391,303,197,158,13,8032
,,,,,,,,,,,,
"RURAL (120)",3699,3577,930,399,413,356,628,408,257,186,122,11963
"De 12 a 14 años (121)",311,309,308,1,,,,,,,2,1
"De 15 a 19 años (122)",412,407,346,51,10,,,,,,5,71
"De 20 a 24 años (123)",428,390,120,140,97,26,6,1,,,38,442
"De 25 a 29 años (124)",357,326,54,74,77,67,47,7,,,31,674
"De 30 a 34 años (125)",296,276,25,34,57,63,64,26,5,2,20,842
"De 35 a 39 años (126)",314,305,11,24,46,58,97,48,14,7,9,1217
"De 40 a 44 años (127)",250,246,11,13,29,32,80,47,24,10,4,1143
"De 45 a 49 años (128)",228,225,6,12,18,19,66,52,35,17,3,1219
"De 50 y más años (129)",1103,1093,49,50,79,91,268,227,179,150,10,6354
"PEA (130)",1015,956,191,128,123,90,192,116,64,52,59,3382
"De 12 a 14 años (131)",16,16,16,,,,,,,,,
"De 15 a 19 años (132)",76,76,61,12,3,,,,,,,18
"De 20 a 24 años (133)",147,130,42,49,32,4,2,1,,,17,139
"De 25 a 29 años (134)",130,115,29,25,27,20,12,2,,,15,200
"De 30 a 34 años (135)",100,88,12,15,17,19,20,4,1,,12,224
"De 35 a 39 años (136)",97,91,7,6,16,11,27,16,6,2,6,367
"De 40 a 44 años (137)",84,83,4,4,9,11,30,14,7,4,1,388
"De 45 a 49 años (138)",71,69,4,5,5,4,18,19,8,6,2,369
"De 50 y más años (139)",294,288,16,12,14,21,83,60,42,40,6,1677
"Ocupada (140)",968,910,154,124,119,90,191,116,64,52,58,3365
"De 12 a 14 años (141)",16,16,16,,,,,,,,,
"De 15 a 19 años (142)",61,61,46,12,3,,,,,,,18
"De 20 a 24 años (143)",133,116,31,46,32,4,2,1,,,17,136
"De 25 a 29 años (144)",117,102,20,24,24,20,12,2,,,15,193
"De 30 a 34 años (145)",96,84,10,15,16,19,19,4,1,,12,217
"De 35 a 39 años (146)",96,91,7,6,16,11,27,16,6,2,5,367
"De 40 a 44 años (147)",84,83,4,4,9,11,30,14,7,4,1,388
"De 45 a 49 años (148)",71,69,4,5,5,4,18,19,8,6,2,369
"De 50 y más años (149)",294,288,16,12,14,21,83,60,42,40,6,1677
"Desocupada (150)",47,46,37,4,4,,1,,,,1,17
"De 15 a 19 años (152)",15,15,15,,,,,,,,,
"De 20 a 24 años (153)",14,14,11,3,,,,,,,,3
"De 25 a 29 años (154)",13,13,9,1,3,,,,,,,7
"De 30 a 34 años (155)",4,4,2,,1,,1,,,,,7
"De 35 a 39 años (156)",1,,,,,,,,,,1,
"No PEA (160)",2684,2621,739,271,290,266,436,292,193,134,63,8581
"De 12 a 14 años (161)",295,293,292,1,,,,,,,2,1
"De 15 a 19 años (162)",336,331,285,39,7,,,,,,5,53
"De 20 a 24 años (163)",281,260,78,91,65,22,4,,,,21,303
"De 25 a 29 años (164)",227,211,25,49,50,47,35,5,,,16,474
"De 30 a 34 años (165)",196,188,13,19,40,44,44,22,4,2,8,618
"De 35 a 39 años (166)",217,214,4,18,30,47,70,32,8,5,3,850
"De 40 a 44 años (167)",166,163,7,9,20,21,50,33,17,6,3,755
"De 45 a 49 años (168)",157,156,2,7,13,15,48,33,27,11,1,850
"De 50 y más años (169)",809,805,33,38,65,70,185,167,137,110,4,4677
