"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",12313,1019,407,4037,4561,646,708,357,578
"Jefe o Jefa (049)",4709,116,,1284,1980,322,449,169,389
"Esposa(o)/ compa¤era(o) (050)",326,8,,46,167,35,41,10,19
"Hijo(a)/ hijastro(a) (051)",5487,740,355,2170,1713,196,123,110,80
"Yerno/ nuera (052)",91,,,2,51,8,19,8,3
"Nieto(a) (053)",274,64,24,111,65,2,3,3,2
"Padres/ suegros (054)",80,18,,47,10,,1,1,3
"Otro(a) pariente (055)",900,54,25,305,385,38,37,33,23
"Trabajador(a) del hogar (056)",11,2,,1,6,,,2,
"Pensionista (057)",21,,,3,6,1,2,2,7
"Otro(a) no pariente (058)",414,17,3,68,178,44,33,19,52
"Mujeres (060)",12888,1835,363,5069,3930,489,539,276,387
"Jefe o Jefa (061)",2708,455,2,1050,768,143,137,52,101
"Esposa(o)/ compa¤era(o) (062)",3245,297,4,1383,1030,110,222,56,143
"Hijo(a)/ hijastro(a) (063)",5067,731,315,2060,1494,170,100,125,72
"Yerno/ nuera (064)",151,2,,14,91,13,17,4,10
"Nieto(a) (065)",248,65,19,104,49,2,4,4,1
"Padres/ suegros (066)",208,161,,35,9,,1,,2
"Otro(a) pariente (067)",817,91,20,321,300,24,18,19,24
"Trabajador(a) del hogar (068)",66,,,21,42,1,,,2
"Pensionista (069)",12,1,,1,4,4,1,,1
"Otro(a) no pariente (070)",366,32,3,80,143,22,39,16,31
,,,,,,,,,
"RURAL (072)",31847,6525,943,16385,7246,342,234,96,76
"Jefe o Jefa (073)",9375,2043,8,5217,1857,87,96,30,37
"Esposa(o)/ compa¤era(o) (074)",5365,1621,9,3110,580,15,22,5,3
"Hijo(a)/ hijastro(a) (075)",14217,2042,789,6783,4213,209,98,54,29
"Yerno/ nuera (076)",252,4,,121,109,7,7,2,2
"Nieto(a) (077)",1027,307,95,465,155,4,,1,
"Padres/ suegros (078)",316,234,,75,6,,,1,
"Otro(a) pariente (079)",1114,227,38,523,291,17,10,3,5
"Trabajador(a) del hogar (080)",25,11,,10,4,,,,
"Pensionista (081)",1,,,1,,,,,
"Otro(a) no pariente (082)",155,36,4,80,31,3,1,,
"Hombres (084)",15669,2064,477,7897,4668,260,173,71,59
"Jefe o Jefa (085)",6600,731,2,3995,1646,77,90,26,33
"Esposa(o)/ compa¤era(o) (086)",335,28,,180,110,5,7,4,1
"Hijo(a)/ hijastro(a) (087)",7419,995,406,3142,2592,157,69,38,20
"Yerno/ nuera (088)",76,,,26,42,4,3,1,
"Nieto(a) (089)",535,167,49,229,86,3,,1,
"Padres/ suegros (090)",94,43,,46,4,,,1,
"Otro(a) pariente (091)",532,84,19,238,171,11,4,,5
"Trabajador(a) del hogar (092)",4,2,,1,1,,,,
"Otro(a) no pariente (094)",74,14,1,40,16,3,,,
"Mujeres (096)",16178,4461,466,8488,2578,82,61,25,17
"Jefe o Jefa (097)",2775,1312,6,1222,211,10,6,4,4
"Esposa(o)/ compa¤era(o) (098)",5030,1593,9,2930,470,10,15,1,2
"Hijo(a)/ hijastro(a) (099)",6798,1047,383,3641,1621,52,29,16,9
"Yerno/ nuera (100)",176,4,,95,67,3,4,1,2
"Nieto(a) (101)",492,140,46,236,69,1,,,
"Padres/ suegros (102)",222,191,,29,2,,,,
"Otro(a) pariente (103)",582,143,19,285,120,6,6,3,
"Trabajador(a) del hogar (104)",21,9,,9,3,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",81,22,3,40,15,,1,,
