"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",126,122,4,,
"Empleado (057)",7,6,1,,
"Obrero (058)",2,2,,,
"Trabajador independiente (059)",24,23,1,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",84,82,2,,
"Trabajador del hogar (062)",8,8,,,
"De 15 a 29 años (064)",1707,1439,131,49,88
"Empleado (065)",267,106,45,36,80
"Obrero (066)",124,97,12,8,7
"Trabajador independiente (067)",914,861,53,,
"Empleador o patrono (068)",23,18,3,1,1
"Trabajador familiar no remunerado (069)",304,282,18,4,
"Trabajador del hogar (070)",75,75,,,
"De 30 a 44 años (072)",2423,1882,234,114,193
"Empleado (073)",499,96,121,102,180
"Obrero (074)",155,124,14,6,11
"Trabajador independiente (075)",1408,1327,81,,
"Empleador o patrono (076)",24,18,2,4,
"Trabajador familiar no remunerado (077)",299,279,16,2,2
"Trabajador del hogar (078)",38,38,,,
"De 45 a 64 años (080)",1843,1516,105,91,131
"Empleado (081)",306,55,44,81,126
"Obrero (082)",149,120,16,8,5
"Trabajador independiente (083)",1093,1058,35,,
"Empleador o patrono (084)",20,17,2,1,
"Trabajador familiar no remunerado (085)",251,242,8,1,
"Trabajador del hogar (086)",24,24,,,
"De 65 y más años (088)",527,501,17,4,5
"Empleado (089)",18,10,3,2,3
"Obrero (090)",32,27,2,1,2
"Trabajador independiente (091)",369,359,10,,
"Empleador o patrono (092)",3,2,1,,
"Trabajador familiar no remunerado (093)",97,95,1,1,
"Trabajador del hogar (094)",8,8,,,
,,,,,
"RURAL (096)",12392,11487,631,88,186
"Empleado (097)",415,140,58,48,169
"Obrero (098)",962,718,194,34,16
"Trabajador independiente (099)",7706,7452,254,,
"Empleador o patrono (100)",62,43,15,3,1
"Trabajador familiar no remunerado (101)",3157,3044,110,3,
"Trabajador del hogar (102)",90,90,,,
"De 06 a 14 años (104)",103,100,2,,1
"Empleado (105)",1,,,,1
"Obrero (106)",4,4,,,
"Trabajador independiente (107)",14,13,1,,
"Trabajador familiar no remunerado (109)",84,83,1,,
"De 15 a 29 años (112)",3003,2701,230,28,44
"Empleado (113)",155,82,21,13,39
"Obrero (114)",316,226,73,12,5
"Trabajador independiente (115)",1491,1406,85,,
"Empleador o patrono (116)",28,19,8,1,
"Trabajador familiar no remunerado (117)",952,907,43,2,
"Trabajador del hogar (118)",61,61,,,
"De 30 a 44 años (120)",3422,3117,197,29,79
"Empleado (121)",156,41,21,20,74
"Obrero (122)",289,219,59,6,5
"Trabajador independiente (123)",2154,2074,80,,
"Empleador o patrono (124)",17,10,5,2,
"Trabajador familiar no remunerado (125)",787,754,32,1,
"Trabajador del hogar (126)",19,19,,,
"De 45 a 64 años (128)",3946,3677,180,29,60
"Empleado (129)",102,17,16,15,54
"Obrero (130)",284,206,59,14,5
"Trabajador independiente (131)",2625,2549,76,,
"Empleador o patrono (132)",12,10,1,,1
"Trabajador familiar no remunerado (133)",916,888,28,,
"Trabajador del hogar (134)",7,7,,,
"De 65 y más años (136)",1918,1892,22,2,2
"Empleado (137)",1,,,,1
"Obrero (138)",69,63,3,2,1
"Trabajador independiente (139)",1422,1410,12,,
"Empleador o patrono (140)",5,4,1,,
"Trabajador familiar no remunerado (141)",418,412,6,,
"Trabajador del hogar (142)",3,3,,,
