"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",28680,,6942,12692,8440,606
"Desocupada (030)",13701,294,7120,3708,2208,371
"Sin nivel (031)",667,25,109,223,219,91
"Educación inicial (032)",10,,8,2,,
"Primaria (033)",3344,182,1246,967,757,192
"Secundaria (034)",4951,87,2962,1236,626,40
"Superior no univ. incompleta (035)",984,,640,232,101,11
"Superior no univ. completa (036)",1599,,868,520,195,16
"Superior univ. incompleta (037)",852,,615,145,85,7
"Superior univ. completa (038)",1294,,672,383,225,14
"No PEA (040)",340373,121924,103524,45826,39924,29175
"Sin nivel (041)",32370,3535,3155,6713,9444,9523
"Educación inicial (042)",9466,9207,177,82,,
"Primaria (043)",144341,86786,18020,14601,13183,11751
"Secundaria (044)",97598,22396,49908,13153,8348,3793
"Superior no univ. incompleta (045)",15112,,10789,2564,1246,513
"Superior no univ. completa (046)",14969,,4221,5075,4028,1645
"Superior univ. incompleta (047)",17218,,14826,1118,899,375
"Superior univ. completa (048)",9299,,2428,2520,2776,1575
,,,,,,
"URBANA (060)",501069,105752,160952,115213,85881,33271
"Sin nivel (061)",31248,2408,2895,7202,10070,8673
"Educación inicial (062)",8528,8163,245,120,,
"Primaria (063)",158797,74307,22662,23319,24082,14427
"Secundaria (064)",157281,20874,73033,36766,21817,4791
"Superior no univ. incompleta (065)",30763,,17797,8407,3884,675
"Superior no univ. completa (066)",45842,,13303,19291,11208,2040
"Superior univ. incompleta (067)",29965,,21169,4772,3519,505
"Superior univ. completa (068)",38645,,9848,15336,11301,2160
"PEA (070)",210218,2617,71503,77134,51441,7523
"Sin nivel (071)",8666,79,884,2739,3474,1490
"Educación inicial (072)",167,39,83,45,,
"Primaria (073)",41570,1596,10435,12776,13136,3627
"Secundaria (074)",69568,903,29113,24713,13749,1090
"Superior no univ. incompleta (075)",16443,,7669,5944,2661,169
"Superior no univ. completa (076)",31269,,9252,14363,7242,412
"Superior univ. incompleta (077)",13043,,6592,3683,2631,137
"Superior univ. completa (078)",29492,,7475,12871,8548,598
"Ocupada (080)",197951,2416,65155,73784,49399,7197
"Sin nivel (081)",8184,64,814,2583,3303,1420
"Educación inicial (082)",159,39,77,43,,
"Primaria (083)",38907,1481,9528,11971,12471,3456
"Secundaria (084)",65047,832,26455,23568,13140,1052
"Superior no univ. incompleta (085)",15506,,7067,5719,2561,159
"Superior no univ. completa (086)",29729,,8418,13861,7054,396
"Superior univ. incompleta (087)",12205,,5985,3544,2546,130
"Superior univ. completa (088)",28214,,6811,12495,8324,584
"Desocupada (090)",12267,201,6348,3350,2042,326
"Sin nivel (091)",482,15,70,156,171,70
"Educación inicial (092)",8,,6,2,,
"Primaria (093)",2663,115,907,805,665,171
"Secundaria (094)",4521,71,2658,1145,609,38
"Superior no univ. incompleta (095)",937,,602,225,100,10
"Superior no univ. completa (096)",1540,,834,502,188,16
"Superior univ. incompleta (097)",838,,607,139,85,7
"Superior univ. completa (098)",1278,,664,376,224,14
"No PEA (100)",290851,103135,89449,38079,34440,25748
"Sin nivel (101)",22582,2329,2011,4463,6596,7183
"Educación inicial (102)",8361,8124,162,75,,
"Primaria (103)",117227,72711,12227,10543,10946,10800
"Secundaria (104)",87713,19971,43920,12053,8068,3701
"Superior no univ. incompleta (105)",14320,,10128,2463,1223,506
"Superior no univ. completa (106)",14573,,4051,4928,3966,1628
"Superior univ. incompleta (107)",16922,,14577,1089,888,368
"Superior univ. completa (108)",9153,,2373,2465,2753,1562
,,,,,,
"RURAL (120)",79143,19479,25495,17010,11787,5372
"Sin nivel (121)",14667,1266,1823,3818,4547,3213
"Educación inicial (122)",1122,1084,27,11,,
"Primaria (123)",41231,14568,10731,8386,5662,1884
"Secundaria (124)",18277,2561,10807,3648,1085,176
"Superior no univ. incompleta (125)",1486,,1054,314,98,20
"Superior no univ. completa (126)",1226,,496,488,207,35
"Superior univ. incompleta (127)",506,,363,86,48,9
"Superior univ. completa (128)",628,,194,259,140,35
"PEA (130)",29621,690,11420,9263,6303,1945
"Sin nivel (131)",4879,60,679,1568,1699,873
"Educación inicial (132)",17,1,12,4,,
"Primaria (133)",14117,493,4938,4328,3425,933
"Secundaria (134)",8392,136,4819,2548,805,84
"Superior no univ. incompleta (135)",694,,393,213,75,13
"Superior no univ. completa (136)",830,,326,341,145,18
"Superior univ. incompleta (137)",210,,114,57,37,2
"Superior univ. completa (138)",482,,139,204,117,22
"Ocupada (140)",28187,597,10648,8905,6137,1900
"Sin nivel (141)",4694,50,640,1501,1651,852
"Educación inicial (142)",15,1,10,4,,
"Primaria (143)",13436,426,4599,4166,3333,912
"Secundaria (144)",7962,120,4515,2457,788,82
"Superior no univ. incompleta (145)",647,,355,206,74,12
"Superior no univ. completa (146)",771,,292,323,138,18
"Superior univ. incompleta (147)",196,,106,51,37,2
"Superior univ. completa (148)",466,,131,197,116,22
"Desocupada (150)",1434,93,772,358,166,45
"Sin nivel (151)",185,10,39,67,48,21
"Educación inicial (152)",2,,2,,,
"Primaria (153)",681,67,339,162,92,21
"Secundaria (154)",430,16,304,91,17,2
"Superior no univ. incompleta (155)",47,,38,7,1,1
"Superior no univ. completa (156)",59,,34,18,7,
"Superior univ. incompleta (157)",14,,8,6,,
"Superior univ. completa (158)",16,,8,7,1,
"No PEA (160)",49522,18789,14075,7747,5484,3427
"Sin nivel (161)",9788,1206,1144,2250,2848,2340
"Educación inicial (162)",1105,1083,15,7,,
"Primaria (163)",27114,14075,5793,4058,2237,951
"Secundaria (164)",9885,2425,5988,1100,280,92
"Superior no univ. incompleta (165)",792,,661,101,23,7
"Superior no univ. completa (166)",396,,170,147,62,17
"Superior univ. incompleta (167)",296,,249,29,11,7
"Superior univ. completa (168)",146,,55,55,23,13
