"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",373,356,6,6,5
"Educación inicial (062)",5,5,,,
"Primaria (063)",1394,1273,71,30,20
"Secundaria (064)",1434,1222,85,56,71
"Superior no univ. incompleta (065)",201,135,21,16,29
"Superior no univ. completa (066)",485,163,54,88,180
"Superior univ. incompleta (067)",154,75,15,13,51
"Superior univ. completa (068)",750,163,141,194,252
"De 06 a 14 años (070)",67,65,2,,
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",40,39,1,,
"Secundaria (074)",25,24,1,,
"De 15 a 29 años (080)",1224,866,113,85,160
"Sin nivel (081)",10,10,,,
"Educación inicial (082)",2,2,,,
"Primaria (083)",172,153,14,3,2
"Secundaria (084)",641,550,40,25,26
"Superior no univ. incompleta (085)",81,60,9,6,6
"Superior no univ. completa (086)",123,39,11,20,53
"Superior univ. incompleta (087)",42,22,6,3,11
"Superior univ. completa (088)",153,30,33,28,62
"De 30 a 44 años (090)",2041,1297,188,215,341
"Sin nivel (091)",66,62,,2,2
"Educación inicial (092)",2,2,,,
"Primaria (093)",532,481,28,14,9
"Secundaria (094)",536,462,31,17,26
"Superior no univ. incompleta (095)",94,62,8,10,14
"Superior no univ. completa (096)",291,98,34,53,106
"Superior univ. incompleta (097)",84,39,4,8,33
"Superior univ. completa (098)",436,91,83,111,151
"De 45 a 64 años (100)",1165,876,84,102,103
"Sin nivel (101)",172,163,4,3,2
"Primaria (103)",510,465,24,13,8
"Secundaria (104)",209,163,13,14,19
"Superior no univ. incompleta (105)",23,11,4,,8
"Superior no univ. completa (106)",69,24,9,15,21
"Superior univ. incompleta (107)",28,14,5,2,7
"Superior univ. completa (108)",154,36,25,55,38
"De 65 y más años (110)",299,288,6,1,4
"Sin nivel (111)",124,120,2,1,1
"Primaria (113)",140,135,4,,1
"Secundaria (114)",23,23,,,
"Superior no univ. incompleta (115)",3,2,,,1
"Superior no univ. completa (116)",2,2,,,
"Superior univ. completa (118)",7,6,,,1
,,,,,
"RURAL (120)",7061,6279,431,213,138
"Sin nivel (121)",1045,996,25,20,4
"Educación inicial (122)",2,2,,,
"Primaria (123)",3281,3001,173,80,27
"Secundaria (124)",2244,2016,143,55,30
"Superior no univ. incompleta (125)",112,86,12,5,9
"Superior no univ. completa (126)",203,108,33,21,41
"Superior univ. incompleta (127)",40,24,8,3,5
"Superior univ. completa (128)",134,46,37,29,22
"De 06 a 14 años (130)",96,83,10,2,1
"Sin nivel (131)",2,2,,,
"Primaria (133)",68,58,8,1,1
"Secundaria (134)",26,23,2,1,
"De 15 a 29 años (140)",2048,1785,147,68,48
"Sin nivel (141)",45,44,,1,
"Educación inicial (142)",1,1,,,
"Primaria (143)",603,529,38,26,10
"Secundaria (144)",1243,1122,78,29,14
"Superior no univ. incompleta (145)",46,37,5,1,3
"Superior no univ. completa (146)",70,38,11,7,14
"Superior univ. incompleta (147)",10,4,4,1,1
"Superior univ. completa (148)",30,10,11,3,6
"De 30 a 44 años (150)",2291,1998,163,68,62
"Sin nivel (151)",192,180,7,1,4
"Educación inicial (152)",1,1,,,
"Primaria (153)",1159,1065,67,21,6
"Secundaria (154)",710,631,50,15,14
"Superior no univ. incompleta (155)",45,34,6,2,3
"Superior no univ. completa (156)",99,52,14,10,23
"Superior univ. incompleta (157)",19,12,2,2,3
"Superior univ. completa (158)",66,23,17,17,9
"De 45 a 64 años (160)",1898,1727,83,61,27
"Sin nivel (161)",442,420,10,12,
"Primaria (163)",1103,1026,42,25,10
"Secundaria (164)",253,229,12,10,2
"Superior no univ. incompleta (165)",21,15,1,2,3
"Superior no univ. completa (166)",34,18,8,4,4
"Superior univ. incompleta (167)",9,6,2,,1
"Superior univ. completa (168)",36,13,8,8,7
"De 65 y más años (170)",728,686,28,14,
"Sin nivel (171)",364,350,8,6,
"Primaria (173)",348,323,18,7,
"Secundaria (174)",12,11,1,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",2,,1,1,
