"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 45 a 49 años (038)",4,33,28,,84.8,,
"De 50 y más años (039)",9,49,31,,63.3,,
"No PEA (040)",8328,32776,27609,387,84.2,1.2,
"De 12 a 14 años (041)",1066,10,10,1,100,10,
"De 15 a 19 años (042)",1026,157,156,37,99.4,23.6,
"De 20 a 24 años (043)",577,681,660,77,96.9,11.3,
"De 25 a 29 años (044)",592,1328,1287,107,96.9,8.1,
"De 30 a 34 años (045)",597,2104,1986,77,94.4,3.7,
"De 35 a 39 años (046)",517,2411,2225,51,92.3,2.1,
"De 40 a 44 años (047)",520,2848,2601,26,91.3,0.9,
"De 45 a 49 años (048)",453,2840,2523,11,88.8,0.4,
"De 50 y más años (049)",2980,20397,16161,,79.2,,
,,,,,,,
"URBANA (060)",4754,16484,14652,200,88.9,1.2,
"De 12 a 14 años (061)",474,4,4,1,100,25,
"De 15 a 19 años (062)",538,80,80,19,100,23.8,
"De 20 a 24 años (063)",363,371,365,35,98.4,9.4,
"De 25 a 29 años (064)",418,782,767,61,98.1,7.8,
"De 30 a 34 años (065)",422,1148,1118,31,97.4,2.7,
"De 35 a 39 años (066)",374,1434,1361,28,94.9,2,
"De 40 a 44 años (067)",367,1684,1593,17,94.6,1,
"De 45 a 49 años (068)",305,1632,1521,8,93.2,0.5,
"De 50 y más años (069)",1493,9349,7843,,83.9,,
"PEA (070)",1330,4636,4267,47,92,1,
"De 12 a 14 años (071)",18,,,,,,
"De 15 a 19 años (072)",53,17,17,2,100,11.8,
"De 20 a 24 años (073)",116,100,98,12,98,12,
"De 25 a 29 años (074)",160,246,243,8,98.8,3.3,
"De 30 a 34 años (075)",175,381,371,8,97.4,2.1,
"De 35 a 39 años (076)",167,558,529,8,94.8,1.4,
"De 40 a 44 años (077)",167,687,652,8,94.9,1.2,
"De 45 a 49 años (078)",118,560,530,1,94.6,0.2,
"De 50 y más años (079)",356,2087,1827,,87.5,,
"Ocupada (080)",1295,4559,4196,44,92,1,
"De 12 a 14 años (081)",16,,,,,,
"De 15 a 19 años (082)",49,15,15,1,100,6.7,
"De 20 a 24 años (083)",106,94,92,11,97.9,11.7,
"De 25 a 29 años (084)",158,242,239,8,98.8,3.3,
"De 30 a 34 años (085)",170,371,361,7,97.3,1.9,
"De 35 a 39 años (086)",164,554,525,8,94.8,1.4,
"De 40 a 44 años (087)",163,669,635,8,94.9,1.2,
"De 45 a 49 años (088)",116,539,514,1,95.4,0.2,
"De 50 y más años (089)",353,2075,1815,,87.5,,
"Desocupada (090)",35,77,71,3,92.2,3.9,
"De 12 a 14 años (091)",2,,,,,,
"De 15 a 19 años (092)",4,2,2,1,100,50,
"De 20 a 24 años (093)",10,6,6,1,100,16.7,
"De 25 a 29 años (094)",2,4,4,,100,,
"De 30 a 34 años (095)",5,10,10,1,100,10,
"De 35 a 39 años (096)",3,4,4,,100,,
"De 40 a 44 años (097)",4,18,17,,94.4,,
"De 45 a 49 años (098)",2,21,16,,76.2,,
"De 50 y más años (099)",3,12,12,,100,,
"No PEA (100)",3424,11848,10385,153,87.7,1.3,
"De 12 a 14 años (101)",456,4,4,1,100,25,
"De 15 a 19 años (102)",485,63,63,17,100,27,
"De 20 a 24 años (103)",247,271,267,23,98.5,8.5,
"De 25 a 29 años (104)",258,536,524,53,97.8,9.9,
"De 30 a 34 años (105)",247,767,747,23,97.4,3,
"De 35 a 39 años (106)",207,876,832,20,95,2.3,
"De 40 a 44 años (107)",200,997,941,9,94.4,0.9,
"De 45 a 49 años (108)",187,1072,991,7,92.4,0.7,
"De 50 y más años (109)",1137,7262,6016,,82.8,,
,,,,,,,
"RURAL (120)",5832,24801,20583,288,83,1.2,
"De 12 a 14 años (121)",619,6,6,,100,,
"De 15 a 19 años (122)",596,116,115,25,99.1,21.6,
"De 20 a 24 años (123)",426,513,494,68,96.3,13.3,
"De 25 a 29 años (124)",449,966,935,64,96.8,6.6,
"De 30 a 34 años (125)",456,1635,1524,66,93.2,4,
"De 35 a 39 años (126)",400,1887,1731,36,91.7,1.9,
"De 40 a 44 años (127)",406,2305,2061,23,89.4,1,
"De 45 a 49 años (128)",341,2215,1934,6,87.3,0.3,
"De 50 y más años (129)",2139,15158,11783,,77.7,,
"PEA (130)",928,3873,3359,55,86.7,1.4,
"De 12 a 14 años (131)",9,,,,,,
"De 15 a 19 años (132)",55,22,22,5,100,22.7,
"De 20 a 24 años (133)",96,103,101,15,98.1,14.6,
"De 25 a 29 años (134)",115,174,172,10,98.9,5.7,
"De 30 a 34 años (135)",106,298,285,12,95.6,4,
"De 35 a 39 años (136)",90,352,338,5,96,1.4,
"De 40 a 44 años (137)",86,454,401,6,88.3,1.3,
"De 45 a 49 años (138)",75,447,402,2,89.9,0.4,
"De 50 y más años (139)",296,2023,1638,,81,,
"Ocupada (140)",902,3806,3310,53,87,1.4,
"De 12 a 14 años (141)",7,,,,,,
"De 15 a 19 años (142)",48,21,21,5,100,23.8,
"De 20 a 24 años (143)",91,99,97,13,98,13.1,
"De 25 a 29 años (144)",114,174,172,10,98.9,5.7,
"De 30 a 34 años (145)",104,292,279,12,95.5,4.1,
"De 35 a 39 años (146)",90,352,338,5,96,1.4,
"De 40 a 44 años (147)",85,447,394,6,88.1,1.3,
"De 45 a 49 años (148)",73,435,390,2,89.7,0.5,
"De 50 y más años (149)",290,1986,1619,,81.5,,
"Desocupada (150)",26,67,49,2,73.1,3,
"De 12 a 14 años (151)",2,,,,,,
"De 15 a 19 años (152)",7,1,1,,100,,
"De 20 a 24 años (153)",5,4,4,2,100,50,
"De 25 a 29 años (154)",1,,,,,,
"De 30 a 34 años (155)",2,6,6,,100,,
"De 40 a 44 años (157)",1,7,7,,100,,
"De 45 a 49 años (158)",2,12,12,,100,,
"De 50 y más años (159)",6,37,19,,51.4,,
"No PEA (160)",4904,20928,17224,233,82.3,1.1,
"De 12 a 14 años (161)",610,6,6,,100,,
"De 15 a 19 años (162)",541,94,93,20,98.9,21.3,
"De 20 a 24 años (163)",330,410,393,53,95.9,12.9,
"De 25 a 29 años (164)",334,792,763,54,96.3,6.8,
"De 30 a 34 años (165)",350,1337,1239,54,92.7,4,
"De 35 a 39 años (166)",310,1535,1393,31,90.7,2,
"De 40 a 44 años (167)",320,1851,1660,17,89.7,0.9,
"De 45 a 49 años (168)",266,1768,1532,4,86.7,0.2,
"De 50 y más años (169)",1843,13135,10145,,77.2,,
