"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Yerno/ nuera (052)",12,,,1,4,,4,,3
"Nieto(a) (053)",67,11,9,32,14,,,1,
"Padres/ suegros (054)",13,2,,10,1,,,,
"Otro(a) pariente (055)",40,5,1,11,14,2,6,,1
"Trabajador(a) del hogar (056)",1,,,,1,,,,
"Pensionista (057)",3,,,,,,2,,1
"Otro(a) no pariente (058)",13,1,,3,4,,4,,1
"Mujeres (060)",1185,100,41,469,362,59,87,22,45
"Jefe o Jefa (061)",223,16,,107,55,10,18,2,15
"Esposa(o)/ compa¤era(o) (062)",400,19,,159,125,31,43,7,16
"Hijo(a)/ hijastro(a) (063)",399,33,32,137,143,14,21,10,9
"Yerno/ nuera (064)",15,,,2,6,2,2,1,2
"Nieto(a) (065)",53,10,5,23,14,,,,1
"Padres/ suegros (066)",26,15,,11,,,,,
"Otro(a) pariente (067)",56,6,1,25,17,2,2,1,2
"Trabajador(a) del hogar (068)",2,,,1,1,,,,
"Otro(a) no pariente (070)",11,1,3,4,1,,1,1,
,,,,,,,,,
"RURAL (072)",5069,845,184,2296,1270,211,168,51,44
"Jefe o Jefa (073)",1408,207,,649,364,68,82,15,23
"Esposa(o)/ compa¤era(o) (074)",923,220,,452,187,42,16,1,5
"Hijo(a)/ hijastro(a) (075)",2087,302,138,904,574,81,52,26,10
"Yerno/ nuera (076)",55,5,,21,18,5,4,,2
"Nieto(a) (077)",310,46,36,158,60,6,2,2,
"Padres/ suegros (078)",55,34,,18,,,,,3
"Otro(a) pariente (079)",201,30,10,87,52,7,9,5,1
"Trabajador(a) del hogar (080)",3,,,1,2,,,,
"Pensionista (081)",7,,,,4,1,2,,
"Otro(a) no pariente (082)",20,1,,6,9,1,1,2,
"Hombres (084)",2543,268,86,1142,730,135,115,37,30
"Jefe o Jefa (085)",1071,69,,509,316,67,74,15,21
"Esposa(o)/ compa¤era(o) (086)",29,4,,10,10,1,2,1,1
"Hijo(a)/ hijastro(a) (087)",1091,144,65,459,323,54,27,17,2
"Yerno/ nuera (088)",26,4,,7,6,4,3,,2
"Nieto(a) (089)",180,28,18,94,35,2,1,2,
"Padres/ suegros (090)",14,2,,9,,,,,3
"Otro(a) pariente (091)",112,16,3,51,29,5,5,2,1
"Trabajador(a) del hogar (092)",2,,,1,1,,,,
"Pensionista (093)",7,,,,4,1,2,,
"Otro(a) no pariente (094)",11,1,,2,6,1,1,,
"Mujeres (096)",2526,577,98,1154,540,76,53,14,14
"Jefe o Jefa (097)",337,138,,140,48,1,8,,2
"Esposa(o)/ compa¤era(o) (098)",894,216,,442,177,41,14,,4
"Hijo(a)/ hijastro(a) (099)",996,158,73,445,251,27,25,9,8
"Yerno/ nuera (100)",29,1,,14,12,1,1,,
"Nieto(a) (101)",130,18,18,64,25,4,1,,
"Padres/ suegros (102)",41,32,,9,,,,,
"Otro(a) pariente (103)",89,14,7,36,23,2,4,3,
"Trabajador(a) del hogar (104)",1,,,,1,,,,
"Otro(a) no pariente (106)",9,,,4,3,,,2,
