"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Activid.inmobil., empres. y alquileres (037)",3863,3,1291,1742,765,62
"Admin.pub. y defensa; p. segur.soc afil (038)",4349,,955,1964,1372,58
"Enseñanza (039)",2948,,452,1437,1004,55
"Servicios sociales y de salud (040)",999,1,187,434,342,35
"Otras activ. serv.comun.soc y personales (041)",1697,29,633,606,352,77
"Hogares privados con servicio doméstico (042)",127,9,67,26,22,3
"Organiz. y organos extraterritoriales (043)",2,,,1,1,
"Actividad economica no especificada (044)",1778,7,603,669,439,60
"Desocupado (045)",4650,27,2162,1474,862,125
"Mujeres (046)",51677,339,17940,20875,11190,1333
"Agric., ganadería, caza y silvicultura (047)",4065,49,1078,1388,1199,351
"Pesca (048)",56,,18,24,13,1
"Explotación de minas y canteras (049)",21,,7,9,4,1
"Industrias manufactureras (050)",2036,6,746,855,387,42
"Suministro de electricidad, gas y agua (051)",58,2,23,21,12,
"Construcción (052)",258,,99,120,37,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",17951,121,5592,7367,4311,560
"Venta, mant.y rep. veh.autom.y motoc. (054)",474,2,206,198,63,5
"Comercio al por mayor (055)",737,2,270,329,129,7
"Comercio al por menor (056)",16740,117,5116,6840,4119,548
"Hoteles y restaurantes (057)",5223,47,1659,1991,1380,146
"Trans., almac. y comunicaciones (058)",1183,9,594,406,165,9
"Intermediación financiera (059)",379,,183,160,33,3
"Activid.inmobil., empres. y alquileres (060)",1830,1,771,809,233,16
"Admin.pub. y defensa; p. segur.soc afil (061)",1854,,702,786,361,5
"Enseñanza (062)",4985,,1121,2790,1040,34
"Servicios sociales y de salud (063)",1999,,520,940,524,15
"Otras activ. serv.comun.soc y personales (064)",1522,19,576,593,308,26
"Hogares privados con servicio doméstico (065)",3284,61,1836,900,454,33
"Organiz. y organos extraterritoriales (066)",2,,,1,1,
"Actividad economica no especificada (067)",1945,4,733,771,386,51
"Desocupado (068)",3026,20,1682,944,342,38
,,,,,,
"URBANA (069)",112458,734,37804,44805,25885,3230
"Agric., ganadería, caza y silvicultura (070)",6103,66,1629,2032,1832,544
"Pesca (071)",452,1,149,179,112,11
"Explotación de minas y canteras (072)",276,,75,106,92,3
"Industrias manufactureras (073)",7051,50,2795,2601,1377,228
"Suministro de electricidad, gas y agua (074)",340,2,81,149,104,4
"Construcción (075)",7799,21,2273,3285,1990,230
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",31852,261,10575,12682,7267,1067
"Venta, mant.y rep. veh.autom.y motoc. (077)",4414,31,1948,1710,651,74
"Comercio al por mayor (078)",1565,4,577,673,293,18
"Comercio al por menor (079)",25873,226,8050,10299,6323,975
"Hoteles y restaurantes (080)",7451,98,2658,2603,1866,226
"Trans., almac. y comunicaciones (081)",10731,59,3485,4366,2570,251
"Intermediación financiera (082)",772,,298,356,113,5
"Activid.inmobil., empres. y alquileres (083)",5585,4,2018,2504,983,76
"Admin.pub. y defensa; p. segur.soc afil (084)",5920,,1539,2636,1684,61
"Enseñanza (085)",7794,,1536,4160,2009,89
"Servicios sociales y de salud (086)",2942,1,687,1352,852,50
"Otras activ. serv.comun.soc y personales (087)",3169,48,1196,1179,647,99
"Hogares privados con servicio doméstico (088)",3356,70,1870,910,470,36
"Organiz. y organos extraterritoriales (089)",4,,,2,2,
"Actividad economica no especificada (090)",3620,11,1298,1409,800,102
"Desocupado (091)",7241,42,3642,2294,1115,148
"Hombres (092)",63745,433,20815,24914,15462,2121
"Agric., ganadería, caza y silvicultura (093)",3982,50,1109,1258,1178,387
"Pesca (094)",402,1,133,158,100,10
"Explotación de minas y canteras (095)",255,,68,97,88,2
"Industrias manufactureras (096)",5063,44,2074,1766,993,186
"Suministro de electricidad, gas y agua (097)",283,,59,128,92,4
"Construcción (098)",7573,21,2189,3175,1959,229
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",14224,141,5065,5440,3061,517
"Venta, mant.y rep. veh.autom.y motoc. (100)",3947,29,1747,1512,590,69
"Comercio al por mayor (101)",836,2,307,349,167,11
"Comercio al por menor (102)",9441,110,3011,3579,2304,437
"Hoteles y restaurantes (103)",2352,52,1040,653,520,87
"Trans., almac. y comunicaciones (104)",9570,50,2902,3967,2409,242
"Intermediación financiera (105)",396,,117,197,80,2
"Activid.inmobil., empres. y alquileres (106)",3783,3,1261,1708,750,61
"Admin.pub. y defensa; p. segur.soc afil (107)",4136,,869,1880,1330,57
"Enseñanza (108)",2887,,444,1406,982,55
"Servicios sociales y de salud (109)",982,1,181,429,336,35
"Otras activ. serv.comun.soc y personales (110)",1668,29,626,594,345,74
"Hogares privados con servicio doméstico (111)",121,9,63,25,21,3
"Organiz. y organos extraterritoriales (112)",2,,,1,1,
"Actividad economica no especificada (113)",1722,7,581,652,425,57
"Desocupado (114)",4344,25,2034,1380,792,113
"Mujeres (115)",48713,301,16989,19891,10423,1109
"Agric., ganadería, caza y silvicultura (116)",2121,16,520,774,654,157
"Pesca (117)",50,,16,21,12,1
"Explotación de minas y canteras (118)",21,,7,9,4,1
"Industrias manufactureras (119)",1988,6,721,835,384,42
"Suministro de electricidad, gas y agua (120)",57,2,22,21,12,
"Construcción (121)",226,,84,110,31,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",17628,120,5510,7242,4206,550
"Venta, mant.y rep. veh.autom.y motoc. (123)",467,2,201,198,61,5
"Comercio al por mayor (124)",729,2,270,324,126,7
"Comercio al por menor (125)",16432,116,5039,6720,4019,538
"Hoteles y restaurantes (126)",5099,46,1618,1950,1346,139
"Trans., almac. y comunicaciones (127)",1161,9,583,399,161,9
"Intermediación financiera (128)",376,,181,159,33,3
"Activid.inmobil., empres. y alquileres (129)",1802,1,757,796,233,15
"Admin.pub. y defensa; p. segur.soc afil (130)",1784,,670,756,354,4
"Enseñanza (131)",4907,,1092,2754,1027,34
"Servicios sociales y de salud (132)",1960,,506,923,516,15
"Otras activ. serv.comun.soc y personales (133)",1501,19,570,585,302,25
"Hogares privados con servicio doméstico (134)",3235,61,1807,885,449,33
"Organiz. y organos extraterritoriales (135)",2,,,1,1,
"Actividad economica no especificada (136)",1898,4,717,757,375,45
"Desocupado (137)",2897,17,1608,914,323,35
,,,,,,
"RURAL (138)",8847,93,2792,2896,2320,746
"Agric., ganadería, caza y silvicultura (139)",5895,80,1730,1808,1623,654
"Pesca (140)",106,,37,32,29,8
"Explotación de minas y canteras (141)",15,,5,5,5,
"Industrias manufactureras (142)",171,2,80,57,28,4
"Suministro de electricidad, gas y agua (143)",9,,3,5,,1
"Construcción (144)",386,1,130,164,85,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",591,2,156,219,190,24
"Venta, mant.y rep. veh.autom.y motoc. (146)",68,,22,23,22,1
"Comercio al por mayor (147)",20,,4,9,7,
"Comercio al por menor (148)",503,2,130,187,161,23
"Hoteles y restaurantes (149)",199,2,69,65,50,13
"Trans., almac. y comunicaciones (150)",238,1,75,94,64,4
"Intermediación financiera (151)",8,,2,6,,
"Activid.inmobil., empres. y alquileres (152)",108,,44,47,15,2
"Admin.pub. y defensa; p. segur.soc afil (153)",283,,118,114,49,2
"Enseñanza (154)",139,,37,67,35,
"Servicios sociales y de salud (155)",56,,20,22,14,
"Otras activ. serv.comun.soc y personales (156)",50,,13,20,13,4
"Hogares privados con servicio doméstico (157)",55,,33,16,6,
"Actividad economica no especificada (159)",103,,38,31,25,9
"Desocupado (160)",435,5,202,124,89,15
"Hombres (161)",5883,55,1841,1912,1553,522
"Agric., ganadería, caza y silvicultura (162)",3951,47,1172,1194,1078,460
"Pesca (163)",100,,35,29,28,8
"Explotación de minas y canteras (164)",15,,5,5,5,
"Industrias manufactureras (165)",123,2,55,37,25,4
"Suministro de electricidad, gas y agua (166)",8,,2,5,,1
"Construcción (167)",354,1,115,154,79,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",268,1,74,94,85,14
"Venta, mant.y rep. veh.autom.y motoc. (169)",61,,17,23,20,1
"Comercio al por mayor (170)",12,,4,4,4,
"Comercio al por menor (171)",195,1,53,67,61,13
"Hoteles y restaurantes (172)",75,1,28,24,16,6
"Trans., almac. y comunicaciones (173)",216,1,64,87,60,4
"Intermediación financiera (174)",5,,,5,,
"Activid.inmobil., empres. y alquileres (175)",80,,30,34,15,1
"Admin.pub. y defensa; p. segur.soc afil (176)",213,,86,84,42,1
"Enseñanza (177)",61,,8,31,22,
"Servicios sociales y de salud (178)",17,,6,5,6,
"Otras activ. serv.comun.soc y personales (179)",29,,7,12,7,3
"Hogares privados con servicio doméstico (180)",6,,4,1,1,
"Actividad economica no especificada (182)",56,,22,17,14,3
"Desocupado (183)",306,2,128,94,70,12
"Mujeres (184)",2964,38,951,984,767,224
"Agric., ganadería, caza y silvicultura (185)",1944,33,558,614,545,194
"Pesca (186)",6,,2,3,1,
"Industrias manufactureras (188)",48,,25,20,3,
"Suministro de electricidad, gas y agua (189)",1,,1,,,
"Construcción (190)",32,,15,10,6,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",323,1,82,125,105,10
"Venta, mant.y rep. veh.autom.y motoc. (192)",7,,5,,2,
"Comercio al por mayor (193)",8,,,5,3,
"Comercio al por menor (194)",308,1,77,120,100,10
"Hoteles y restaurantes (195)",124,1,41,41,34,7
"Trans., almac. y comunicaciones (196)",22,,11,7,4,
"Intermediación financiera (197)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (198)",28,,14,13,,1
"Admin.pub. y defensa; p. segur.soc afil (199)",70,,32,30,7,1
"Enseñanza (200)",78,,29,36,13,
"Servicios sociales y de salud (201)",39,,14,17,8,
"Otras activ. serv.comun.soc y personales (202)",21,,6,8,6,1
"Hogares privados con servicio doméstico (203)",49,,29,15,5,
"Actividad economica no especificada (205)",47,,16,14,11,6
"Desocupado (206)",129,3,74,30,19,3
