"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Construcción (050)",2,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",160,157,3,,
"Venta, mant.y rep. veh.autom y motoc. (052)",2,2,,,
"Comercio al por mayor (053)",3,3,,,
"Comercio al por menor (054)",155,152,3,,
"Hoteles y restaurantes (055)",39,39,,,
"Trans., almac. y comunicaciones (056)",2,1,,,1
"Activid.inmobil., empres. y alquileres (058)",5,4,1,,
"Admin.pub. y defensa; p. segur soc.afil (059)",34,,,,34
"Enseñanza (060)",203,81,73,46,3
"Servicios sociales y de salud (061)",25,8,,,17
"Otras activ. serv.comun.soc y personales (062)",4,3,,,1
"Hogares privados con servicio doméstico (063)",20,20,,,
"Actividad economica no especificada (065)",61,47,10,2,2
,,,,,
"URBANA (066)",2428,1660,399,188,181
"Agric., ganadería, caza y silvicultura (067)",1241,1089,140,10,2
"Explotación de minas y canteras (069)",9,4,5,,
"Industrias manufactureras (070)",52,47,4,1,
"Suministro de electricidad, gas y agua (071)",5,1,1,3,
"Construcción (072)",84,55,23,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",192,186,6,,
"Venta, mant.y rep. veh.autom y motoc. (074)",6,6,,,
"Comercio al por mayor (075)",6,5,1,,
"Comercio al por menor (076)",180,175,5,,
"Hoteles y restaurantes (077)",41,40,,1,
"Trans., almac. y comunicaciones (078)",27,20,4,1,2
"Intermediación financiera (079)",1,,,,1
"Activid.inmobil., empres. y alquileres (080)",18,6,3,9,
"Admin.pub. y defensa; p. segur soc.afil (081)",133,,,,133
"Enseñanza (082)",430,101,179,141,9
"Servicios sociales y de salud (083)",50,16,2,1,31
"Otras activ. serv.comun.soc y personales (084)",10,8,2,,
"Hogares privados con servicio doméstico (085)",17,17,,,
"Actividad economica no especificada (087)",118,70,30,15,3
"Hombres (088)",1574,1034,273,136,131
"Agric., ganadería, caza y silvicultura (089)",865,759,98,6,2
"Explotación de minas y canteras (091)",9,4,5,,
"Industrias manufactureras (092)",39,37,2,,
"Suministro de electricidad, gas y agua (093)",5,1,1,3,
"Construcción (094)",82,54,22,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",54,51,3,,
"Venta, mant.y rep. veh.autom y motoc. (096)",4,4,,,
"Comercio al por mayor (097)",3,2,1,,
"Comercio al por menor (098)",47,45,2,,
"Hoteles y restaurantes (099)",7,6,,1,
"Trans., almac. y comunicaciones (100)",26,19,4,1,2
"Intermediación financiera (101)",1,,,,1
"Activid.inmobil., empres. y alquileres (102)",13,2,2,9,
"Admin.pub. y defensa; p. segur soc.afil (103)",104,,,,104
"Enseñanza (104)",257,44,111,96,6
"Servicios sociales y de salud (105)",26,8,2,1,15
"Otras activ. serv.comun.soc y personales (106)",7,5,2,,
"Actividad economica no especificada (109)",79,44,21,13,1
"Mujeres (110)",854,626,126,52,50
"Agric., ganadería, caza y silvicultura (111)",376,330,42,4,
"Industrias manufactureras (114)",13,10,2,1,
"Construcción (116)",2,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",138,135,3,,
"Venta, mant.y rep. veh.autom y motoc. (118)",2,2,,,
"Comercio al por mayor (119)",3,3,,,
"Comercio al por menor (120)",133,130,3,,
"Hoteles y restaurantes (121)",34,34,,,
"Trans., almac. y comunicaciones (122)",1,1,,,
"Activid.inmobil., empres. y alquileres (124)",5,4,1,,
"Admin.pub. y defensa; p. segur soc.afil (125)",29,,,,29
"Enseñanza (126)",173,57,68,45,3
"Servicios sociales y de salud (127)",24,8,,,16
"Otras activ. serv.comun.soc y personales (128)",3,3,,,
"Hogares privados con servicio doméstico (129)",17,17,,,
"Actividad economica no especificada (131)",39,26,9,2,2
,,,,,
"RURAL (132)",1286,1141,83,34,28
"Agric., ganadería, caza y silvicultura (133)",925,889,30,6,
"Explotación de minas y canteras (135)",42,20,8,14,
"Industrias manufactureras (136)",16,12,4,,
"Suministro de electricidad, gas y agua (137)",7,,4,3,
"Construcción (138)",36,29,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",50,47,3,,
"Venta, mant.y rep. veh.autom y motoc. (140)",1,,1,,
"Comercio al por mayor (141)",3,2,1,,
"Comercio al por menor (142)",46,45,1,,
"Hoteles y restaurantes (143)",6,6,,,
"Trans., almac. y comunicaciones (144)",11,7,2,,2
"Activid.inmobil., empres. y alquileres (146)",2,1,,1,
"Admin.pub. y defensa; p. segur soc.afil (147)",20,,,,20
"Enseñanza (148)",76,49,18,9,
"Servicios sociales y de salud (149)",10,5,,,5
"Otras activ. serv.comun.soc y personales (150)",7,6,,,1
"Hogares privados con servicio doméstico (151)",3,3,,,
"Actividad economica no especificada (153)",75,67,7,1,
"Hombres (154)",1007,880,75,32,20
"Agric., ganadería, caza y silvicultura (155)",737,703,28,6,
"Explotación de minas y canteras (157)",42,20,8,14,
"Industrias manufactureras (158)",16,12,4,,
"Suministro de electricidad, gas y agua (159)",6,,4,2,
"Construcción (160)",36,29,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",28,25,3,,
"Venta, mant.y rep. veh.autom y motoc. (162)",1,,1,,
"Comercio al por mayor (163)",3,2,1,,
"Comercio al por menor (164)",24,23,1,,
"Hoteles y restaurantes (165)",1,1,,,
"Trans., almac. y comunicaciones (166)",10,7,2,,1
"Activid.inmobil., empres. y alquileres (168)",2,1,,1,
"Admin.pub. y defensa; p. segur soc.afil (169)",15,,,,15
"Enseñanza (170)",46,25,13,8,
"Servicios sociales y de salud (171)",9,5,,,4
"Otras activ. serv.comun.soc y personales (172)",6,6,,,
"Actividad economica no especificada (175)",53,46,6,1,
"Mujeres (176)",279,261,8,2,8
"Agric., ganadería, caza y silvicultura (177)",188,186,2,,
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",22,22,,,
"Comercio al por menor (186)",22,22,,,
"Hoteles y restaurantes (187)",5,5,,,
"Trans., almac. y comunicaciones (188)",1,,,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",5,,,,5
"Enseñanza (192)",30,24,5,1,
"Servicios sociales y de salud (193)",1,,,,1
"Otras activ. serv.comun.soc y personales (194)",1,,,,1
"Hogares privados con servicio doméstico (195)",3,3,,,
"Actividad economica no especificada (197)",22,21,1,,
