"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",66,3,,25,25,5,3,1,4
"Hijo(a)/ hijastro(a) (051)",766,89,43,330,267,11,16,6,4
"Yerno/ nuera (052)",12,,,3,8,,,,1
"Nieto(a) (053)",45,14,4,18,8,,1,,
"Padres/ suegros (054)",16,2,,12,,,1,1,
"Otro(a) pariente (055)",112,7,1,44,49,5,3,1,2
"Trabajador(a) del hogar (056)",5,,,3,1,,1,,
"Pensionista (057)",1,,,,,,1,,
"Otro(a) no pariente (058)",47,3,2,15,16,,6,,5
"Mujeres (060)",1717,294,68,715,462,44,79,10,45
"Jefe o Jefa (061)",260,38,,100,60,12,25,2,23
"Esposa(o)/ compa¤era(o) (062)",497,75,,217,133,20,31,5,16
"Hijo(a)/ hijastro(a) (063)",714,114,54,304,217,11,12,1,1
"Yerno/ nuera (064)",18,2,,5,9,,1,,1
"Nieto(a) (065)",48,17,6,21,4,,,,
"Padres/ suegros (066)",36,23,,11,2,,,,
"Otro(a) pariente (067)",85,18,6,29,23,1,7,1,
"Trabajador(a) del hogar (068)",12,,,6,6,,,,
"Otro(a) no pariente (070)",47,7,2,22,8,,3,1,4
,,,,,,,,,
"RURAL (072)",15436,3937,583,8045,2579,70,116,30,76
"Jefe o Jefa (073)",3610,817,,1989,661,27,54,12,50
"Esposa(o)/ compa¤era(o) (074)",2508,995,3,1182,284,8,20,3,13
"Hijo(a)/ hijastro(a) (075)",7490,1523,490,4050,1370,25,21,8,3
"Yerno/ nuera (076)",170,20,1,87,54,2,5,1,
"Nieto(a) (077)",619,184,73,308,54,,,,
"Padres/ suegros (078)",224,174,,43,7,,,,
"Otro(a) pariente (079)",698,202,15,340,128,5,4,2,2
"Trabajador(a) del hogar (080)",17,5,,9,3,,,,
"Pensionista (081)",4,,,,2,,2,,
"Otro(a) no pariente (082)",96,17,1,37,16,3,10,4,8
"Hombres (084)",7690,1349,295,4290,1559,50,74,19,54
"Jefe o Jefa (085)",2736,367,,1672,581,25,40,10,41
"Esposa(o)/ compa¤era(o) (086)",131,11,,81,30,1,4,,4
"Hijo(a)/ hijastro(a) (087)",3955,761,250,2102,802,17,16,5,2
"Yerno/ nuera (088)",81,6,,37,31,1,5,1,
"Nieto(a) (089)",299,90,37,151,21,,,,
"Padres/ suegros (090)",43,20,,20,3,,,,
"Otro(a) pariente (091)",369,80,8,194,77,3,3,2,2
"Trabajador(a) del hogar (092)",9,3,,4,2,,,,
"Pensionista (093)",2,,,,1,,1,,
"Otro(a) no pariente (094)",65,11,,29,11,3,5,1,5
"Mujeres (096)",7746,2588,288,3755,1020,20,42,11,22
"Jefe o Jefa (097)",874,450,,317,80,2,14,2,9
"Esposa(o)/ compa¤era(o) (098)",2377,984,3,1101,254,7,16,3,9
"Hijo(a)/ hijastro(a) (099)",3535,762,240,1948,568,8,5,3,1
"Yerno/ nuera (100)",89,14,1,50,23,1,,,
"Nieto(a) (101)",320,94,36,157,33,,,,
"Padres/ suegros (102)",181,154,,23,4,,,,
"Otro(a) pariente (103)",329,122,7,146,51,2,1,,
"Trabajador(a) del hogar (104)",8,2,,5,1,,,,
"Pensionista (105)",2,,,,1,,1,,
"Otro(a) no pariente (106)",31,6,1,8,5,,5,3,3
