"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",33,4,,11,13,2,1,1,1
"Construcción (050)",4,2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",218,14,,49,107,19,19,8,2
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,,1,,,,
"Comercio al por mayor (053)",6,,,1,1,2,,1,1
"Comercio al por menor (054)",211,14,,48,105,17,19,7,1
"Hoteles y restaurantes (055)",78,7,,20,46,2,2,,1
"Trans., almac. y comunicaciones (056)",8,,,,1,2,5,,
"Intermediación financiera (057)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (058)",15,,,,3,3,5,,4
"Admin.pub. y defensa; p. segur.soc.afil (059)",38,,,1,13,4,15,,5
"Enseñanza (060)",248,,,1,21,20,128,7,71
"Servicios sociales y de salud (061)",36,,,,1,2,15,1,17
"Otras activ. serv.comun.soc y personales (062)",25,,,6,10,3,3,,3
"Hogares privados con servicio doméstico (063)",50,4,,17,26,1,2,,
"Actividad economica no especificada (065)",71,10,1,21,24,9,6,,
,,,,,,,,,
"URBANA (066)",2857,150,3,643,1184,195,388,61,233
"Agric., ganadería, caza y silvicultura (067)",1090,108,1,396,496,38,35,8,8
"Pesca (068)",3,,,,1,1,,1,
"Explotación de minas y canteras (069)",191,2,1,24,133,13,11,4,3
"Industrias manufactureras (070)",96,6,,32,48,3,3,2,2
"Suministro de electricidad, gas y agua (071)",2,,,,2,,,,
"Construcción (072)",158,5,,37,85,16,6,2,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",317,13,,66,151,40,35,8,4
"Venta, mant.y rep. veh.autom.y motoc. (074)",16,,,3,8,2,3,,
"Comercio al por mayor (075)",14,,,4,3,4,1,1,1
"Comercio al por menor (076)",287,13,,59,140,34,31,7,3
"Hoteles y restaurantes (077)",87,4,,22,52,5,3,,1
"Trans., almac. y comunicaciones (078)",69,1,,5,39,8,13,2,1
"Intermediación financiera (079)",2,,,,,,2,,
"Activid.inmobil., empres. y de alquiler (080)",38,,,2,7,4,10,1,14
"Admin.pub. y defensa; p. segur.soc.afil (081)",120,,,3,45,9,35,10,18
"Enseñanza (082)",420,,,2,29,36,190,19,144
"Servicios sociales y de salud (083)",55,,,,1,3,27,1,23
"Otras activ. serv.comun.soc y personales (084)",40,,,8,18,4,3,1,6
"Hogares privados con servicio doméstico (085)",48,4,,20,21,1,2,,
"Actividad economica no especificada (087)",121,7,1,26,56,14,13,2,2
"Hombres (088)",1853,52,1,427,871,124,193,45,140
"Agric., ganadería, caza y silvicultura (089)",820,41,,286,421,30,28,7,7
"Pesca (090)",3,,,,1,1,,1,
"Explotación de minas y canteras (091)",178,1,1,22,123,13,11,4,3
"Industrias manufactureras (092)",66,2,,21,38,1,2,1,1
"Suministro de electricidad, gas y agua (093)",2,,,,2,,,,
"Construcción (094)",156,4,,36,85,16,6,2,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",127,1,,26,58,22,17,1,2
"Venta, mant.y rep. veh.autom.y motoc. (096)",15,,,3,7,2,3,,
"Comercio al por mayor (097)",8,,,3,2,2,1,,
"Comercio al por menor (098)",104,1,,20,49,18,13,1,2
"Hoteles y restaurantes (099)",18,,,2,12,3,1,,
"Trans., almac. y comunicaciones (100)",61,1,,5,38,6,8,2,1
"Intermediación financiera (101)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (102)",23,,,2,4,1,5,1,10
"Admin.pub. y defensa; p. segur.soc.afil (103)",87,,,3,33,6,21,10,14
"Enseñanza (104)",197,,,1,12,16,72,13,83
"Servicios sociales y de salud (105)",21,,,,,1,13,,7
"Otras activ. serv.comun.soc y personales (106)",18,,,2,9,2,1,1,3
"Hogares privados con servicio doméstico (107)",4,,,4,,,,,
"Actividad economica no especificada (109)",71,2,,17,35,6,7,2,2
"Mujeres (110)",1004,98,2,216,313,71,195,16,93
"Agric., ganadería, caza y silvicultura (111)",270,67,1,110,75,8,7,1,1
"Explotación de minas y canteras (113)",13,1,,2,10,,,,
"Industrias manufactureras (114)",30,4,,11,10,2,1,1,1
"Construcción (116)",2,1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",190,12,,40,93,18,18,7,2
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,1,,,,
"Comercio al por mayor (119)",6,,,1,1,2,,1,1
"Comercio al por menor (120)",183,12,,39,91,16,18,6,1
"Hoteles y restaurantes (121)",69,4,,20,40,2,2,,1
"Trans., almac. y comunicaciones (122)",8,,,,1,2,5,,
"Intermediación financiera (123)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (124)",15,,,,3,3,5,,4
"Admin.pub. y defensa; p. segur.soc.afil (125)",33,,,,12,3,14,,4
"Enseñanza (126)",223,,,1,17,20,118,6,61
"Servicios sociales y de salud (127)",34,,,,1,2,14,1,16
"Otras activ. serv.comun.soc y personales (128)",22,,,6,9,2,2,,3
"Hogares privados con servicio doméstico (129)",44,4,,16,21,1,2,,
"Actividad economica no especificada (131)",50,5,1,9,21,8,6,,
,,,,,,,,,
"RURAL (132)",1012,154,3,383,352,22,49,13,36
"Agric., ganadería, caza y silvicultura (133)",706,134,3,306,231,8,13,6,5
"Explotación de minas y canteras (135)",28,1,,7,16,,4,,
"Industrias manufactureras (136)",17,2,,6,8,,,1,
"Construcción (138)",38,3,,15,16,,,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",56,3,,19,28,3,2,1,
"Venta, mant.y rep. veh.autom.y motoc. (140)",2,,,,1,1,,,
"Comercio al por mayor (141)",1,,,1,,,,,
"Comercio al por menor (142)",53,3,,18,27,2,2,1,
"Hoteles y restaurantes (143)",11,3,,,7,1,,,
"Trans., almac. y comunicaciones (144)",7,,,1,4,,1,1,
"Activid.inmobil., empres. y de alquiler (146)",3,,,1,,1,,,1
"Admin.pub. y defensa; p. segur.soc.afil (147)",17,,,4,8,1,1,1,2
"Enseñanza (148)",55,,,,6,4,23,2,20
"Servicios sociales y de salud (149)",6,,,,,,1,,5
"Otras activ. serv.comun.soc y personales (150)",6,1,,,3,1,1,,
"Hogares privados con servicio doméstico (151)",6,,,1,5,,,,
"Actividad economica no especificada (153)",56,7,,23,20,3,3,,
"Hombres (154)",762,96,2,291,290,17,32,10,24
"Agric., ganadería, caza y silvicultura (155)",560,87,2,238,206,7,10,5,5
"Explotación de minas y canteras (157)",28,1,,7,16,,4,,
"Industrias manufactureras (158)",14,2,,6,5,,,1,
"Construcción (160)",36,2,,14,16,,,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",28,1,,10,14,2,1,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,,1,1,,,
"Comercio al por mayor (163)",1,,,1,,,,,
"Comercio al por menor (164)",25,1,,9,13,1,1,,
"Hoteles y restaurantes (165)",2,,,,1,1,,,
"Trans., almac. y comunicaciones (166)",7,,,1,4,,1,1,
"Activid.inmobil., empres. y de alquiler (168)",3,,,1,,1,,,1
"Admin.pub. y defensa; p. segur.soc.afil (169)",12,,,3,7,,,1,1
"Enseñanza (170)",30,,,,2,4,13,1,10
"Servicios sociales y de salud (171)",4,,,,,,,,4
"Otras activ. serv.comun.soc y personales (172)",3,1,,,2,,,,
"Actividad economica no especificada (175)",35,2,,11,17,2,3,,
"Mujeres (176)",250,58,1,92,62,5,17,3,12
"Agric., ganadería, caza y silvicultura (177)",146,47,1,68,25,1,3,1,
"Industrias manufactureras (180)",3,,,,3,,,,
"Construcción (182)",2,1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",28,2,,9,14,1,1,1,
"Comercio al por menor (186)",28,2,,9,14,1,1,1,
"Hoteles y restaurantes (187)",9,3,,,6,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,,,1,1,1,1,,1
"Enseñanza (192)",25,,,,4,,10,1,10
"Servicios sociales y de salud (193)",2,,,,,,1,,1
"Otras activ. serv.comun.soc y personales (194)",3,,,,1,1,1,,
"Hogares privados con servicio doméstico (195)",6,,,1,5,,,,
"Actividad economica no especificada (197)",21,5,,12,3,1,,,
