"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",7283,683,199,2426,2904,265,262,142,402
"Jefe o Jefa (049)",2947,180,,917,1170,131,181,73,295
"Esposa(o)/ compa¤era(o) (050)",160,13,1,39,77,5,10,2,13
"Hijo(a)/ hijastro(a) (051)",3253,384,165,1163,1321,87,43,53,37
"Yerno/ nuera (052)",62,,,5,39,4,2,5,7
"Nieto(a) (053)",199,49,20,83,41,3,,1,2
"Padres/ suegros (054)",44,14,,25,3,,,1,1
"Otro(a) pariente (055)",428,32,12,162,178,22,8,3,11
"Trabajador(a) del hogar (056)",8,,,1,4,2,,,1
"Pensionista (057)",2,,,1,,,,,1
"Otro(a) no pariente (058)",180,11,1,30,71,11,18,4,34
"Mujeres (060)",7581,1157,209,2954,2541,195,239,76,210
"Jefe o Jefa (061)",1622,369,,595,458,29,62,16,93
"Esposa(o)/ compa¤era(o) (062)",1999,272,2,779,703,58,102,14,69
"Hijo(a)/ hijastro(a) (063)",3109,386,178,1270,1088,83,43,40,21
"Yerno/ nuera (064)",84,,,14,61,1,1,3,4
"Nieto(a) (065)",172,46,18,77,31,,,,
"Padres/ suegros (066)",61,41,,16,2,,1,,1
"Otro(a) pariente (067)",384,31,11,160,140,21,14,2,5
"Trabajador(a) del hogar (068)",22,1,,2,18,1,,,
"Pensionista (069)",1,,,,,,1,,
"Otro(a) no pariente (070)",127,11,,41,40,2,15,1,17
,,,,,,,,,
"RURAL (072)",42623,6508,1016,19295,14333,529,368,264,310
"Jefe o Jefa (073)",14713,2071,6,6928,4994,195,199,118,202
"Esposa(o)/ compa¤era(o) (074)",6649,1328,6,3411,1793,38,37,9,27
"Hijo(a)/ hijastro(a) (075)",17111,2448,886,7391,5931,235,78,104,38
"Yerno/ nuera (076)",395,7,,113,249,9,11,2,4
"Nieto(a) (077)",1033,281,81,492,174,3,,2,
"Padres/ suegros (078)",201,133,,56,10,2,,,
"Otro(a) pariente (079)",1648,190,32,666,691,28,19,11,11
"Trabajador(a) del hogar (080)",41,,,16,23,1,1,,
"Pensionista (081)",10,1,,,6,1,,2,
"Otro(a) no pariente (082)",822,49,5,222,462,17,23,16,28
"Hombres (084)",23416,2479,519,10335,9053,349,247,210,224
"Jefe o Jefa (085)",11416,934,4,5511,4352,169,167,111,168
"Esposa(o)/ compa¤era(o) (086)",232,21,,90,111,4,1,2,3
"Hijo(a)/ hijastro(a) (087)",9283,1219,451,3860,3495,131,37,69,21
"Yerno/ nuera (088)",163,1,,33,109,7,7,2,4
"Nieto(a) (089)",557,151,45,246,112,2,,1,
"Padres/ suegros (090)",74,30,,39,4,1,,,
"Otro(a) pariente (091)",1022,90,17,379,481,19,15,11,10
"Trabajador(a) del hogar (092)",23,,,7,15,,1,,
"Pensionista (093)",8,,,,6,1,,1,
"Otro(a) no pariente (094)",638,33,2,170,368,15,19,13,18
"Mujeres (096)",19207,4029,497,8960,5280,180,121,54,86
"Jefe o Jefa (097)",3297,1137,2,1417,642,26,32,7,34
"Esposa(o)/ compa¤era(o) (098)",6417,1307,6,3321,1682,34,36,7,24
"Hijo(a)/ hijastro(a) (099)",7828,1229,435,3531,2436,104,41,35,17
"Yerno/ nuera (100)",232,6,,80,140,2,4,,
"Nieto(a) (101)",476,130,36,246,62,1,,1,
"Padres/ suegros (102)",127,103,,17,6,1,,,
"Otro(a) pariente (103)",626,100,15,287,210,9,4,,1
"Trabajador(a) del hogar (104)",18,,,9,8,1,,,
"Pensionista (105)",2,1,,,,,,1,
"Otro(a) no pariente (106)",184,16,3,52,94,2,4,3,10
