"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. incompleta (057)",38,31,1,3,3
"Superior univ. completa (058)",134,82,18,12,22
,,,,,
"URBANA (060)",40458,26330,4484,3935,5709
"Sin nivel (061)",1224,994,101,56,73
"Educación inicial (062)",49,39,2,5,3
"Primaria (063)",8746,6820,949,542,435
"Secundaria (064)",14871,10495,1634,1153,1589
"Superior no univ. incompleta (065)",2899,1979,303,243,374
"Superior no univ. completa (066)",5401,2736,567,685,1413
"Superior univ. incompleta (067)",2113,1262,297,213,341
"Superior univ. completa (068)",5155,2005,631,1038,1481
"De 06 a 14 años (070)",578,489,61,24,4
"Sin nivel (071)",16,13,2,1,
"Educación inicial (072)",10,10,,,
"Primaria (073)",350,300,39,9,2
"Secundaria (074)",202,166,20,14,2
"De 15 a 29 años (080)",12901,8248,1796,1299,1558
"Sin nivel (081)",131,95,20,9,7
"Educación inicial (082)",22,17,,3,2
"Primaria (083)",1776,1208,301,161,106
"Secundaria (084)",5746,3957,759,491,539
"Superior no univ. incompleta (085)",1306,909,149,105,143
"Superior no univ. completa (086)",1575,849,208,198,320
"Superior univ. incompleta (087)",1165,719,174,116,156
"Superior univ. completa (088)",1180,494,185,216,285
"De 30 a 44 años (090)",14356,8886,1569,1547,2354
"Sin nivel (091)",334,257,35,19,23
"Educación inicial (092)",17,12,2,2,1
"Primaria (093)",2495,1881,271,187,156
"Secundaria (094)",5306,3700,576,413,617
"Superior no univ. incompleta (095)",1061,711,99,96,155
"Superior no univ. completa (096)",2414,1186,249,300,679
"Superior univ. incompleta (097)",547,308,80,62,97
"Superior univ. completa (098)",2182,831,257,468,626
"De 45 a 64 años (100)",10722,7108,928,998,1688
"Sin nivel (101)",493,416,32,19,26
"Primaria (103)",3025,2465,267,158,135
"Secundaria (104)",3354,2459,264,223,408
"Superior no univ. incompleta (105)",480,321,48,40,71
"Superior no univ. completa (106)",1336,640,102,183,411
"Superior univ. incompleta (107)",363,204,42,32,85
"Superior univ. completa (108)",1671,603,173,343,552
"De 65 y más años (110)",1901,1599,130,67,105
"Sin nivel (111)",250,213,12,8,17
"Primaria (113)",1100,966,71,27,36
"Secundaria (114)",263,213,15,12,23
"Superior no univ. incompleta (115)",52,38,7,2,5
"Superior no univ. completa (116)",76,61,8,4,3
"Superior univ. incompleta (117)",38,31,1,3,3
"Superior univ. completa (118)",122,77,16,11,18
,,,,,
"RURAL (120)",37995,30366,2830,2129,2670
"Sin nivel (121)",3019,2558,182,127,152
"Educación inicial (122)",33,28,1,1,3
"Primaria (123)",20386,16832,1419,1061,1074
"Secundaria (124)",12608,9731,1040,759,1078
"Superior no univ. incompleta (125)",526,394,41,35,56
"Superior no univ. completa (126)",896,526,87,88,195
"Superior univ. incompleta (127)",158,118,11,8,21
"Superior univ. completa (128)",369,179,49,50,91
"De 06 a 14 años (130)",952,782,66,49,55
"Sin nivel (131)",86,75,6,3,2
"Educación inicial (132)",9,9,,,
"Primaria (133)",738,606,50,39,43
"Secundaria (134)",119,92,10,7,10
"De 15 a 29 años (140)",13800,10470,1177,918,1235
"Sin nivel (141)",387,282,39,19,47
"Educación inicial (142)",13,11,,1,1
"Primaria (143)",5965,4665,481,376,443
"Secundaria (144)",6540,4946,572,436,586
"Superior no univ. incompleta (145)",261,189,23,24,25
"Superior no univ. completa (146)",430,255,40,43,92
"Superior univ. incompleta (147)",85,59,8,4,14
"Superior univ. completa (148)",119,63,14,15,27
"De 30 a 44 años (150)",11725,9164,936,700,925
"Sin nivel (151)",629,509,37,35,48
"Educación inicial (152)",11,8,1,,2
"Primaria (153)",6006,4815,472,367,352
"Secundaria (154)",4359,3385,352,241,381
"Superior no univ. incompleta (155)",188,146,13,5,24
"Superior no univ. completa (156)",342,200,36,30,76
"Superior univ. incompleta (157)",39,34,2,,3
"Superior univ. completa (158)",151,67,23,22,39
"De 45 a 64 años (160)",8764,7374,554,411,425
"Sin nivel (161)",1103,932,66,60,45
"Primaria (163)",5854,5029,359,242,224
"Secundaria (164)",1502,1228,103,73,98
"Superior no univ. incompleta (165)",69,52,4,6,7
"Superior no univ. completa (166)",115,64,11,14,26
"Superior univ. incompleta (167)",34,25,1,4,4
"Superior univ. completa (168)",87,44,10,12,21
"De 65 y más años (170)",2754,2576,97,51,30
"Sin nivel (171)",814,760,34,10,10
"Primaria (173)",1823,1717,57,37,12
"Secundaria (174)",88,80,3,2,3
"Superior no univ. incompleta (175)",8,7,1,,
"Superior no univ. completa (176)",9,7,,1,1
"Superior univ. completa (178)",12,5,2,1,4
