"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",12,11,1,,
"Trabajador independiente (059)",4,3,1,,
"Trabajador familiar no remunerado (061)",19,18,1,,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",898,503,113,101,181
"Empleado (065)",222,85,24,30,83
"Obrero (066)",358,142,53,67,96
"Trabajador independiente (067)",215,189,26,,
"Empleador o patrono (068)",5,4,,,1
"Trabajador familiar no remunerado (069)",78,63,10,4,1
"Trabajador del hogar (070)",20,20,,,
"De 30 a 44 años (072)",1168,621,113,184,250
"Empleado (073)",318,59,29,112,118
"Obrero (074)",404,154,48,71,131
"Trabajador independiente (075)",352,330,22,,
"Empleador o patrono (076)",8,5,2,,1
"Trabajador familiar no remunerado (077)",76,63,12,1,
"Trabajador del hogar (078)",10,10,,,
"De 45 a 64 años (080)",901,579,67,119,136
"Empleado (081)",209,40,17,78,74
"Obrero (082)",262,135,25,40,62
"Trabajador independiente (083)",337,317,20,,
"Empleador o patrono (084)",12,12,,,
"Trabajador familiar no remunerado (085)",77,71,5,1,
"Trabajador del hogar (086)",4,4,,,
"De 65 y más años (088)",212,192,16,3,1
"Empleado (089)",7,5,1,,1
"Obrero (090)",33,29,3,1,
"Trabajador independiente (091)",135,128,7,,
"Empleador o patrono (092)",7,7,,,
"Trabajador familiar no remunerado (093)",29,22,5,2,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",5189,3034,449,231,1475
"Empleado (097)",455,92,41,39,283
"Obrero (098)",2047,540,134,182,1191
"Trabajador independiente (099)",2142,1906,236,,
"Empleador o patrono (100)",50,32,8,10,
"Trabajador familiar no remunerado (101)",481,450,30,,1
"Trabajador del hogar (102)",14,14,,,
"De 06 a 14 años (104)",30,28,1,,1
"Obrero (106)",3,2,,,1
"Trabajador independiente (107)",4,4,,,
"Trabajador familiar no remunerado (109)",21,20,1,,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",1775,904,167,119,585
"Empleado (113)",165,34,8,21,102
"Obrero (114)",858,218,62,95,483
"Trabajador independiente (115)",600,512,88,,
"Empleador o patrono (116)",7,3,1,3,
"Trabajador familiar no remunerado (117)",140,132,8,,
"Trabajador del hogar (118)",5,5,,,
"De 30 a 44 años (120)",1938,968,167,72,731
"Empleado (121)",201,36,23,13,129
"Obrero (122)",863,163,45,54,601
"Trabajador independiente (123)",724,636,88,,
"Empleador o patrono (124)",20,11,4,5,
"Trabajador familiar no remunerado (125)",124,116,7,,1
"Trabajador del hogar (126)",6,6,,,
"De 45 a 64 años (128)",1061,783,84,38,156
"Empleado (129)",86,20,10,5,51
"Obrero (130)",281,123,22,31,105
"Trabajador independiente (131)",546,504,42,,
"Empleador o patrono (132)",12,8,2,2,
"Trabajador familiar no remunerado (133)",135,127,8,,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",385,351,30,2,2
"Empleado (137)",3,2,,,1
"Obrero (138)",42,34,5,2,1
"Trabajador independiente (139)",268,250,18,,
"Empleador o patrono (140)",11,10,1,,
"Trabajador familiar no remunerado (141)",61,55,6,,
