"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",17990,1373,419,8908,5685,414,552,224,415
"Jefe o Jefa (049)",7299,251,4,4173,2021,160,339,99,252
"Esposa(o)/ compa¤era(o) (050)",242,10,,107,95,6,12,8,4
"Hijo(a)/ hijastro(a) (051)",7569,726,302,3336,2722,178,124,89,92
"Yerno/ nuera (052)",268,6,1,88,125,10,19,6,13
"Nieto(a) (053)",922,205,78,401,203,15,5,8,7
"Padres/ suegros (054)",182,45,,116,17,,1,,3
"Otro(a) pariente (055)",1132,105,31,556,348,36,24,9,23
"Trabajador(a) del hogar (056)",7,2,,3,2,,,,
"Pensionista (057)",34,,,6,18,3,3,,4
"Otro(a) no pariente (058)",335,23,3,122,134,6,25,5,17
"Mujeres (060)",17279,2405,424,8607,4510,331,523,186,293
"Jefe o Jefa (061)",1736,261,3,944,353,30,88,16,41
"Esposa(o)/ compa¤era(o) (062)",6253,731,13,3570,1427,79,251,41,141
"Hijo(a)/ hijastro(a) (063)",6330,774,293,2774,2024,157,128,100,80
"Yerno/ nuera (064)",497,27,4,228,193,17,18,3,7
"Nieto(a) (065)",824,208,86,352,149,16,3,6,4
"Padres/ suegros (066)",418,198,,200,18,1,1,,
"Otro(a) pariente (067)",926,178,20,419,250,20,22,10,7
"Trabajador(a) del hogar (068)",78,7,,40,26,5,,,
"Pensionista (069)",19,,,6,9,,,1,3
"Otro(a) no pariente (070)",198,21,5,74,61,6,12,9,10
,,,,,,,,,
"RURAL (072)",37842,6932,766,24306,5444,141,132,52,69
"Jefe o Jefa (073)",9421,1118,9,6718,1422,44,61,18,31
"Esposa(o)/ compa¤era(o) (074)",7419,1679,9,4878,808,17,14,5,9
"Hijo(a)/ hijastro(a) (075)",16110,2995,636,9910,2453,56,28,18,14
"Yerno/ nuera (076)",629,37,,428,149,6,4,1,4
"Nieto(a) (077)",1189,322,78,677,105,2,,4,1
"Padres/ suegros (078)",422,283,,130,8,,,,1
"Otro(a) pariente (079)",2088,436,30,1273,325,8,8,3,5
"Trabajador(a) del hogar (080)",41,5,,21,13,1,,1,
"Pensionista (081)",16,,,4,7,3,2,,
"Otro(a) no pariente (082)",507,57,4,267,154,4,15,2,4
"Hombres (084)",20381,2656,385,13555,3538,82,80,39,46
"Jefe o Jefa (085)",8332,740,8,6132,1336,36,42,17,21
"Esposa(o)/ compa¤era(o) (086)",218,15,,154,42,1,1,,5
"Hijo(a)/ hijastro(a) (087)",9174,1471,328,5667,1635,32,17,13,11
"Yerno/ nuera (088)",191,4,,114,65,1,3,1,3
"Nieto(a) (089)",650,155,34,380,76,2,,3,
"Padres/ suegros (090)",128,53,,69,6,,,,
"Otro(a) pariente (091)",1252,185,11,797,240,6,6,3,4
"Trabajador(a) del hogar (092)",11,1,,6,3,,,1,
"Pensionista (093)",10,,,4,5,1,,,
"Otro(a) no pariente (094)",415,32,4,232,130,3,11,1,2
"Mujeres (096)",17461,4276,381,10751,1906,59,52,13,23
"Jefe o Jefa (097)",1089,378,1,586,86,8,19,1,10
"Esposa(o)/ compa¤era(o) (098)",7201,1664,9,4724,766,16,13,5,4
"Hijo(a)/ hijastro(a) (099)",6936,1524,308,4243,818,24,11,5,3
"Yerno/ nuera (100)",438,33,,314,84,5,1,,1
"Nieto(a) (101)",539,167,44,297,29,,,1,1
"Padres/ suegros (102)",294,230,,61,2,,,,1
"Otro(a) pariente (103)",836,251,19,476,85,2,2,,1
"Trabajador(a) del hogar (104)",30,4,,15,10,1,,,
"Pensionista (105)",6,,,,2,2,2,,
"Otro(a) no pariente (106)",92,25,,35,24,1,4,1,2
