"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",4,4,,,
"Trabajador familiar no remunerado (061)",13,11,2,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",283,205,24,17,37
"Empleado (065)",64,23,3,12,26
"Obrero (066)",77,49,12,5,11
"Trabajador independiente (067)",103,98,5,,
"Trabajador familiar no remunerado (069)",30,26,4,,
"Trabajador del hogar (070)",9,9,,,
"De 30 a 44 años (072)",511,246,47,35,183
"Empleado (073)",262,34,31,22,175
"Obrero (074)",80,50,9,13,8
"Trabajador independiente (075)",145,140,5,,
"Empleador o patrono (076)",3,2,1,,
"Trabajador familiar no remunerado (077)",15,14,1,,
"Trabajador del hogar (078)",6,6,,,
"De 45 a 64 años (080)",305,184,20,17,84
"Empleado (081)",117,15,9,14,79
"Obrero (082)",53,42,3,3,5
"Trabajador independiente (083)",113,107,6,,
"Empleador o patrono (084)",2,2,,,
"Trabajador familiar no remunerado (085)",12,10,2,,
"Trabajador del hogar (086)",8,8,,,
"De 65 y más años (088)",65,59,1,3,2
"Empleado (089)",3,,,1,2
"Obrero (090)",17,14,1,2,
"Trabajador independiente (091)",34,34,,,
"Empleador o patrono (092)",3,3,,,
"Trabajador familiar no remunerado (093)",7,7,,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",4739,4372,245,39,83
"Empleado (097)",232,103,47,15,67
"Obrero (098)",941,814,91,20,16
"Trabajador independiente (099)",2433,2365,68,,
"Empleador o patrono (100)",16,12,3,1,
"Trabajador familiar no remunerado (101)",1067,1028,36,3,
"Trabajador del hogar (102)",50,50,,,
"De 06 a 14 años (104)",152,149,3,,
"Empleado (105)",1,1,,,
"Obrero (106)",5,5,,,
"Trabajador independiente (107)",15,14,1,,
"Trabajador familiar no remunerado (109)",128,126,2,,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",1542,1420,86,16,20
"Empleado (113)",71,39,12,5,15
"Obrero (114)",335,279,41,10,5
"Trabajador independiente (115)",598,578,20,,
"Empleador o patrono (116)",5,4,1,,
"Trabajador familiar no remunerado (117)",507,494,12,1,
"Trabajador del hogar (118)",26,26,,,
"De 30 a 44 años (120)",1470,1323,90,14,43
"Empleado (121)",101,35,24,7,35
"Obrero (122)",311,269,29,5,8
"Trabajador independiente (123)",814,792,22,,
"Empleador o patrono (124)",3,2,,1,
"Trabajador familiar no remunerado (125)",229,213,15,1,
"Trabajador del hogar (126)",12,12,,,
"De 45 a 64 años (128)",1150,1067,56,8,19
"Empleado (129)",55,25,11,2,17
"Obrero (130)",212,188,17,5,2
"Trabajador independiente (131)",742,722,20,,
"Empleador o patrono (132)",4,3,1,,
"Trabajador familiar no remunerado (133)",131,123,7,1,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",425,413,10,1,1
"Empleado (137)",4,3,,1,
"Obrero (138)",78,73,4,,1
"Trabajador independiente (139)",264,259,5,,
"Empleador o patrono (140)",4,3,1,,
"Trabajador familiar no remunerado (141)",72,72,,,
"Trabajador del hogar (142)",3,3,,,
