"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",8321,826,190,3367,2874,271,232,248,313
"Jefe o Jefa (049)",3220,214,4,1442,1053,103,141,74,189
"Esposa(o)/ compa¤era(o) (050)",101,6,,28,49,3,2,8,5
"Hijo(a)/ hijastro(a) (051)",3769,441,142,1436,1361,119,62,131,77
"Yerno/ nuera (052)",99,2,,14,46,6,8,7,16
"Nieto(a) (053)",422,92,32,187,83,11,1,12,4
"Padres/ suegros (054)",79,14,,46,10,1,1,1,6
"Otro(a) pariente (055)",483,43,11,175,203,22,10,10,9
"Trabajador(a) del hogar (056)",9,2,,1,5,,1,,
"Pensionista (057)",7,,,1,3,,,1,2
"Otro(a) no pariente (058)",132,12,1,37,61,6,6,4,5
"Mujeres (060)",8779,1589,165,3523,2457,276,275,217,277
"Jefe o Jefa (061)",1312,351,,528,289,32,54,18,40
"Esposa(o)/ compa¤era(o) (062)",2594,552,2,1132,635,66,88,35,84
"Hijo(a)/ hijastro(a) (063)",3589,411,126,1386,1174,140,104,133,115
"Yerno/ nuera (064)",114,4,,14,60,12,8,3,13
"Nieto(a) (065)",379,89,26,161,87,5,4,6,1
"Padres/ suegros (066)",162,92,,57,12,1,,,
"Otro(a) pariente (067)",501,75,11,206,152,15,12,17,13
"Trabajador(a) del hogar (068)",13,,,9,4,,,,
"Pensionista (069)",1,,,,1,,,,
"Otro(a) no pariente (070)",114,15,,30,43,5,5,5,11
,,,,,,,,,
"RURAL (072)",34628,8145,732,19298,5742,250,204,125,132
"Jefe o Jefa (073)",8860,1965,4,5458,1224,47,67,29,66
"Esposa(o)/ compa¤era(o) (074)",6199,2416,7,3114,580,28,32,6,16
"Hijo(a)/ hijastro(a) (075)",15931,2763,611,8922,3308,139,79,74,35
"Yerno/ nuera (076)",292,29,,151,89,9,7,4,3
"Nieto(a) (077)",1385,333,72,761,208,6,3,2,
"Padres/ suegros (078)",375,276,,94,4,,,,1
"Otro(a) pariente (079)",1464,336,37,747,293,18,14,9,10
"Trabajador(a) del hogar (080)",23,5,,8,10,,,,
"Pensionista (081)",4,,,1,3,,,,
"Otro(a) no pariente (082)",95,22,1,42,23,3,2,1,1
"Hombres (084)",17493,2842,379,10423,3466,123,111,65,84
"Jefe o Jefa (085)",7127,1061,3,4801,1089,41,55,21,56
"Esposa(o)/ compa¤era(o) (086)",193,27,,111,49,3,2,,1
"Hijo(a)/ hijastro(a) (087)",8396,1372,321,4593,1959,62,37,34,18
"Yerno/ nuera (088)",132,12,,63,41,6,5,3,2
"Nieto(a) (089)",714,167,35,375,132,2,3,,
"Padres/ suegros (090)",99,48,,48,2,,,,1
"Otro(a) pariente (091)",760,140,20,402,172,7,7,6,6
"Trabajador(a) del hogar (092)",11,2,,4,5,,,,
"Pensionista (093)",1,,,1,,,,,
"Otro(a) no pariente (094)",60,13,,25,17,2,2,1,
"Mujeres (096)",17135,5303,353,8875,2276,127,93,60,48
"Jefe o Jefa (097)",1733,904,1,657,135,6,12,8,10
"Esposa(o)/ compa¤era(o) (098)",6006,2389,7,3003,531,25,30,6,15
"Hijo(a)/ hijastro(a) (099)",7535,1391,290,4329,1349,77,42,40,17
"Yerno/ nuera (100)",160,17,,88,48,3,2,1,1
"Nieto(a) (101)",671,166,37,386,76,4,,2,
"Padres/ suegros (102)",276,228,,46,2,,,,
"Otro(a) pariente (103)",704,196,17,345,121,11,7,3,4
"Trabajador(a) del hogar (104)",12,3,,4,5,,,,
"Pensionista (105)",3,,,,3,,,,
"Otro(a) no pariente (106)",35,9,1,17,6,1,,,1
