"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",2295,2127,122,34,12
"Trabajador del hogar (054)",918,918,,,
"De 06 a 14 años (056)",606,553,41,12,
"Empleado (057)",79,68,8,3,
"Obrero (058)",73,54,13,6,
"Trabajador independiente (059)",137,132,5,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",273,255,15,3,
"Trabajador del hogar (062)",42,42,,,
"De 15 a 29 años (064)",12562,9828,1180,673,881
"Empleado (065)",3456,1919,481,385,671
"Obrero (066)",2622,1800,365,258,199
"Trabajador independiente (067)",4786,4552,234,,
"Empleador o patrono (068)",282,214,42,20,6
"Trabajador familiar no remunerado (069)",956,883,58,10,5
"Trabajador del hogar (070)",460,460,,,
"De 30 a 44 años (072)",13482,10073,1038,962,1409
"Empleado (073)",3632,1334,440,711,1147
"Obrero (074)",2119,1364,275,228,252
"Trabajador independiente (075)",6328,6098,230,,
"Empleador o patrono (076)",505,426,62,11,6
"Trabajador familiar no remunerado (077)",636,589,31,12,4
"Trabajador del hogar (078)",262,262,,,
"De 45 a 64 años (080)",7926,6289,573,411,653
"Empleado (081)",1577,591,189,283,514
"Obrero (082)",1171,770,160,110,131
"Trabajador independiente (083)",4282,4115,167,,
"Empleador o patrono (084)",386,328,43,10,5
"Trabajador familiar no remunerado (085)",366,341,14,8,3
"Trabajador del hogar (086)",144,144,,,
"De 65 y más años (088)",1225,1115,64,20,26
"Empleado (089)",108,70,15,10,13
"Obrero (090)",184,152,10,9,13
"Trabajador independiente (091)",785,759,26,,
"Empleador o patrono (092)",74,65,9,,
"Trabajador familiar no remunerado (093)",64,59,4,1,
"Trabajador del hogar (094)",10,10,,,
,,,,,
"RURAL (096)",28432,26531,921,462,518
"Empleado (097)",1243,679,158,179,227
"Obrero (098)",7291,6285,447,270,289
"Trabajador independiente (099)",13413,13223,190,,
"Empleador o patrono (100)",1568,1506,50,11,1
"Trabajador familiar no remunerado (101)",4605,4526,76,2,1
"Trabajador del hogar (102)",312,312,,,
"De 06 a 14 años (104)",865,831,31,2,1
"Empleado (105)",8,8,,,
"Obrero (106)",149,138,8,2,1
"Trabajador independiente (107)",86,77,9,,
"Empleador o patrono (108)",2,2,,,
"Trabajador familiar no remunerado (109)",608,594,14,,
"Trabajador del hogar (110)",12,12,,,
"De 15 a 29 años (112)",10692,9886,401,204,201
"Empleado (113)",459,263,58,62,76
"Obrero (114)",3537,3065,211,137,124
"Trabajador independiente (115)",3718,3640,78,,
"Empleador o patrono (116)",309,292,14,3,
"Trabajador familiar no remunerado (117)",2467,2424,40,2,1
"Trabajador del hogar (118)",202,202,,,
"De 30 a 44 años (120)",8800,8084,314,184,218
"Empleado (121)",557,298,75,83,101
"Obrero (122)",2138,1769,152,100,117
"Trabajador independiente (123)",4625,4568,57,,
"Empleador o patrono (124)",510,493,16,1,
"Trabajador familiar no remunerado (125)",910,896,14,,
"Trabajador del hogar (126)",60,60,,,
"De 45 a 64 años (128)",6200,5887,153,65,95
"Empleado (129)",205,99,25,32,49
"Obrero (130)",1203,1057,74,27,45
"Trabajador independiente (131)",3740,3705,35,,
"Empleador o patrono (132)",526,506,13,6,1
"Trabajador familiar no remunerado (133)",495,489,6,,
"Trabajador del hogar (134)",31,31,,,
"De 65 y más años (136)",1875,1843,22,7,3
"Empleado (137)",14,11,,2,1
"Obrero (138)",264,256,2,4,2
"Trabajador independiente (139)",1244,1233,11,,
"Empleador o patrono (140)",221,213,7,1,
"Trabajador familiar no remunerado (141)",125,123,2,,
"Trabajador del hogar (142)",7,7,,,
