"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",1251,,,3,143,590,353,162
"De 50 y más años (049)",5426,118,451,991,1546,1034,84,1202
,,,,,,,,
"URBANA (060)",5163,36,124,315,610,1032,1672,1374
"De 12 a 14 años (061)",9,,,,,,,9
"De 15 a 19 años (062)",118,,,,,,69,49
"De 20 a 24 años (063)",491,,,,,1,269,221
"De 25 a 29 años (064)",623,,,,,31,371,221
"De 30 a 34 años (065)",592,,,,,105,337,150
"De 35 a 39 años (066)",631,,,,4,186,312,129
"De 40 a 44 años (067)",600,,,1,30,239,222,108
"De 45 a 49 años (068)",458,,,2,83,219,73,81
"De 50 y más años (069)",1641,36,124,312,493,251,19,406
"PEA (070)",1867,5,14,66,212,447,605,518
"De 12 a 14 años (071)",2,,,,,,,2
"De 15 a 19 años (072)",12,,,,,,9,3
"De 20 a 24 años (073)",145,,,,,,65,80
"De 25 a 29 años (074)",218,,,,,14,110,94
"De 30 a 34 años (075)",279,,,,,46,146,87
"De 35 a 39 años (076)",302,,,,3,95,128,76
"De 40 a 44 años (077)",286,,,,20,114,103,49
"De 45 a 49 años (078)",222,,,1,43,99,36,43
"De 50 y más años (079)",401,5,14,65,146,79,8,84
"Ocupada (080)",1817,5,14,64,210,439,591,494
"De 12 a 14 años (081)",2,,,,,,,2
"De 15 a 19 años (082)",12,,,,,,9,3
"De 20 a 24 años (083)",132,,,,,,62,70
"De 25 a 29 años (084)",210,,,,,14,107,89
"De 30 a 34 años (085)",270,,,,,45,142,83
"De 35 a 39 años (086)",295,,,,3,92,126,74
"De 40 a 44 años (087)",281,,,,20,112,101,48
"De 45 a 49 años (088)",217,,,1,42,97,36,41
"De 50 y más años (089)",398,5,14,63,145,79,8,84
"Desocupada (090)",50,,,2,2,8,14,24
"De 20 a 24 años (093)",13,,,,,,3,10
"De 25 a 29 años (094)",8,,,,,,3,5
"De 30 a 34 años (095)",9,,,,,1,4,4
"De 35 a 39 años (096)",7,,,,,3,2,2
"De 40 a 44 años (097)",5,,,,,2,2,1
"De 45 a 49 años (098)",5,,,,1,2,,2
"De 50 y más años (099)",3,,,2,1,,,
"No PEA (100)",3296,31,110,249,398,585,1067,856
"De 12 a 14 años (101)",7,,,,,,,7
"De 15 a 19 años (102)",106,,,,,,60,46
"De 20 a 24 años (103)",346,,,,,1,204,141
"De 25 a 29 años (104)",405,,,,,17,261,127
"De 30 a 34 años (105)",313,,,,,59,191,63
"De 35 a 39 años (106)",329,,,,1,91,184,53
"De 40 a 44 años (107)",314,,,1,10,125,119,59
"De 45 a 49 años (108)",236,,,1,40,120,37,38
"De 50 y más años (109)",1240,31,110,247,347,172,11,322
,,,,,,,,
"RURAL (120)",13895,88,350,799,1479,2554,5902,2723
"De 12 a 14 años (121)",21,,,,,,1,20
"De 15 a 19 años (122)",538,,,,,,354,184
"De 20 a 24 años (123)",1579,,,,,,1117,462
"De 25 a 29 años (124)",1680,,,,,60,1269,351
"De 30 a 34 años (125)",1554,,,,,187,1135,232
"De 35 a 39 años (126)",1554,,,,11,361,979,203
"De 40 a 44 años (127)",1289,,,,45,459,629,156
"De 45 a 49 años (128)",1152,,,3,122,535,340,152
"De 50 y más años (129)",4528,88,350,796,1301,952,78,963
"PEA (130)",1404,1,9,53,128,299,558,356
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",53,,,,,,30,23
"De 20 a 24 años (133)",187,,,,,,123,64
"De 25 a 29 años (134)",192,,,,,8,128,56
"De 30 a 34 años (135)",163,,,,,27,93,43
"De 35 a 39 años (136)",185,,,,,45,104,36
"De 40 a 44 años (137)",144,,,,7,64,51,22
"De 45 a 49 años (138)",137,,,1,19,65,24,28
"De 50 y más años (139)",342,1,9,52,102,90,5,83
"Ocupada (140)",1371,1,9,52,128,296,544,341
"De 15 a 19 años (142)",50,,,,,,29,21
"De 20 a 24 años (143)",174,,,,,,115,59
"De 25 a 29 años (144)",185,,,,,8,126,51
"De 30 a 34 años (145)",161,,,,,27,91,43
"De 35 a 39 años (146)",184,,,,,45,104,35
"De 40 a 44 años (147)",142,,,,7,62,51,22
"De 45 a 49 años (148)",136,,,1,19,65,24,27
"De 50 y más años (149)",339,1,9,51,102,89,4,83
"Desocupada (150)",33,,,1,,3,14,15
"De 12 a 14 años (151)",1,,,,,,,1
"De 15 a 19 años (152)",3,,,,,,1,2
"De 20 a 24 años (153)",13,,,,,,8,5
"De 25 a 29 años (154)",7,,,,,,2,5
"De 30 a 34 años (155)",2,,,,,,2,
"De 35 a 39 años (156)",1,,,,,,,1
"De 40 a 44 años (157)",2,,,,,2,,
"De 45 a 49 años (158)",1,,,,,,,1
"De 50 y más años (159)",3,,,1,,1,1,
"No PEA (160)",12491,87,341,746,1351,2255,5344,2367
"De 12 a 14 años (161)",20,,,,,,1,19
"De 15 a 19 años (162)",485,,,,,,324,161
"De 20 a 24 años (163)",1392,,,,,,994,398
"De 25 a 29 años (164)",1488,,,,,52,1141,295
"De 30 a 34 años (165)",1391,,,,,160,1042,189
"De 35 a 39 años (166)",1369,,,,11,316,875,167
"De 40 a 44 años (167)",1145,,,,38,395,578,134
"De 45 a 49 años (168)",1015,,,2,103,470,316,124
"De 50 y más años (169)",4186,87,341,744,1199,862,73,880
