"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (051)",865,90,61,271,360,29,25,15,14
"Yerno/ nuera (052)",20,,,,15,,2,2,1
"Nieto(a) (053)",95,25,8,22,32,3,2,1,2
"Padres/ suegros (054)",19,10,,9,,,,,
"Otro(a) pariente (055)",87,4,2,18,52,3,5,1,2
"Trabajador(a) del hogar (056)",2,,,1,,,,1,
"Pensionista (057)",3,,,,,,1,,2
"Otro(a) no pariente (058)",87,2,,12,36,6,10,9,12
"Mujeres (060)",2478,456,45,942,801,47,72,29,86
"Jefe o Jefa (061)",514,159,,184,109,8,17,6,31
"Esposa(o)/ compa¤era(o) (062)",970,150,,444,319,11,19,6,21
"Hijo(a)/ hijastro(a) (063)",758,86,41,262,308,20,19,8,14
"Yerno/ nuera (064)",33,,,1,23,1,6,,2
"Nieto(a) (065)",56,15,4,17,14,4,,2,
"Padres/ suegros (066)",45,36,,9,,,,,
"Otro(a) pariente (067)",62,8,,19,21,2,6,3,3
"Otro(a) no pariente (070)",40,2,,6,7,1,5,4,15
,,,,,,,,,
"RURAL (072)",2791,445,64,1137,972,58,46,17,52
"Jefe o Jefa (073)",1057,171,,455,346,22,32,6,25
"Esposa(o)/ compa¤era(o) (074)",527,100,2,245,164,9,2,2,3
"Hijo(a)/ hijastro(a) (075)",877,110,50,342,335,20,5,6,9
"Yerno/ nuera (076)",26,,,5,17,,,,4
"Nieto(a) (077)",64,14,5,29,15,1,,,
"Padres/ suegros (078)",29,22,,6,1,,,,
"Otro(a) pariente (079)",139,23,6,36,66,5,1,1,1
"Trabajador(a) del hogar (080)",3,1,,,2,,,,
"Pensionista (081)",1,,,,1,,,,
"Otro(a) no pariente (082)",68,4,1,19,25,1,6,2,10
"Hombres (084)",1507,148,38,583,610,37,39,14,38
"Jefe o Jefa (085)",822,82,,362,302,20,30,6,20
"Esposa(o)/ compa¤era(o) (086)",34,2,,15,14,2,,,1
"Hijo(a)/ hijastro(a) (087)",460,45,30,156,202,10,4,5,8
"Yerno/ nuera (088)",10,,,1,7,,,,2
"Nieto(a) (089)",37,6,4,17,10,,,,
"Padres/ suegros (090)",9,4,,4,1,,,,
"Otro(a) pariente (091)",83,7,3,16,51,4,,1,1
"Trabajador(a) del hogar (092)",1,,,,1,,,,
"Pensionista (093)",1,,,,1,,,,
"Otro(a) no pariente (094)",50,2,1,12,21,1,5,2,6
"Mujeres (096)",1284,297,26,554,362,21,7,3,14
"Jefe o Jefa (097)",235,89,,93,44,2,2,,5
"Esposa(o)/ compa¤era(o) (098)",493,98,2,230,150,7,2,2,2
"Hijo(a)/ hijastro(a) (099)",417,65,20,186,133,10,1,1,1
"Yerno/ nuera (100)",16,,,4,10,,,,2
"Nieto(a) (101)",27,8,1,12,5,1,,,
"Padres/ suegros (102)",20,18,,2,,,,,
"Otro(a) pariente (103)",56,16,3,20,15,1,1,,
"Trabajador(a) del hogar (104)",2,1,,,1,,,,
"Otro(a) no pariente (106)",18,2,,7,4,,1,,4
