"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",64,59,2,2,1
"Educación inicial (062)",5,4,1,,
"Primaria (063)",779,648,62,52,17
"Secundaria (064)",737,553,77,59,48
"Superior no univ. incompleta (065)",133,99,13,13,8
"Superior no univ. completa (066)",296,159,45,41,51
"Superior univ. incompleta (067)",61,39,5,6,11
"Superior univ. completa (068)",268,123,53,53,39
"De 06 a 14 años (070)",50,44,4,2,
"Sin nivel (071)",3,3,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",23,22,1,,
"Secundaria (074)",23,18,3,2,
"De 15 a 29 años (080)",675,470,91,65,49
"Sin nivel (081)",13,11,2,,
"Educación inicial (082)",2,1,1,,
"Primaria (083)",184,132,29,20,3
"Secundaria (084)",297,212,33,31,21
"Superior no univ. incompleta (085)",58,45,6,5,2
"Superior no univ. completa (086)",61,38,9,3,11
"Superior univ. incompleta (087)",22,12,3,3,4
"Superior univ. completa (088)",38,19,8,3,8
"De 30 a 44 años (090)",847,554,112,107,74
"Sin nivel (091)",15,15,,,
"Educación inicial (092)",2,2,,,
"Primaria (093)",214,164,21,22,7
"Secundaria (094)",258,198,29,18,13
"Superior no univ. incompleta (095)",45,32,3,7,3
"Superior no univ. completa (096)",155,71,26,29,29
"Superior univ. incompleta (097)",25,16,2,2,5
"Superior univ. completa (098)",133,56,31,29,17
"De 45 a 64 años (100)",609,468,44,47,50
"Sin nivel (101)",21,19,,1,1
"Primaria (103)",251,230,7,8,6
"Secundaria (104)",151,118,12,7,14
"Superior no univ. incompleta (105)",27,20,3,1,3
"Superior no univ. completa (106)",68,39,10,8,11
"Superior univ. incompleta (107)",12,9,,1,2
"Superior univ. completa (108)",79,33,12,21,13
"De 65 y más años (110)",162,148,7,5,2
"Sin nivel (111)",12,11,,1,
"Primaria (113)",107,100,4,2,1
"Secundaria (114)",8,7,,1,
"Superior no univ. incompleta (115)",3,2,1,,
"Superior no univ. completa (116)",12,11,,1,
"Superior univ. incompleta (117)",2,2,,,
"Superior univ. completa (118)",18,15,2,,1
,,,,,
"RURAL (120)",7871,6389,268,222,992
"Sin nivel (121)",748,716,16,7,9
"Educación inicial (122)",42,35,4,3,
"Primaria (123)",4361,3962,109,100,190
"Secundaria (124)",1954,1405,55,58,436
"Superior no univ. incompleta (125)",127,60,7,3,57
"Superior no univ. completa (126)",252,114,29,20,89
"Superior univ. incompleta (127)",68,27,6,1,34
"Superior univ. completa (128)",319,70,42,30,177
"De 06 a 14 años (130)",141,131,5,3,2
"Sin nivel (131)",7,6,,1,
"Educación inicial (132)",3,3,,,
"Primaria (133)",115,107,4,2,2
"Secundaria (134)",16,15,1,,
"De 15 a 29 años (140)",2590,2003,87,102,398
"Sin nivel (141)",123,114,5,3,1
"Educación inicial (142)",29,22,4,3,
"Primaria (143)",1235,1095,31,44,65
"Secundaria (144)",991,706,35,39,211
"Superior no univ. incompleta (145)",46,16,1,1,28
"Superior no univ. completa (146)",71,28,3,8,32
"Superior univ. incompleta (147)",20,6,2,1,11
"Superior univ. completa (148)",75,16,6,3,50
"De 30 a 44 años (150)",2570,1936,114,86,434
"Sin nivel (151)",207,196,7,2,2
"Educación inicial (152)",10,10,,,
"Primaria (153)",1348,1177,44,39,88
"Secundaria (154)",624,421,11,13,179
"Superior no univ. incompleta (155)",60,32,4,1,23
"Superior no univ. completa (156)",123,54,20,10,39
"Superior univ. incompleta (157)",28,11,2,,15
"Superior univ. completa (158)",170,35,26,21,88
"De 45 a 64 años (160)",1894,1655,56,28,155
"Sin nivel (161)",213,204,2,1,6
"Primaria (163)",1232,1158,27,13,34
"Secundaria (164)",290,232,7,6,45
"Superior no univ. incompleta (165)",18,9,2,1,6
"Superior no univ. completa (166)",53,27,6,2,18
"Superior univ. incompleta (167)",17,7,2,,8
"Superior univ. completa (168)",71,18,10,5,38
"De 65 y más años (170)",676,664,6,3,3
"Sin nivel (171)",198,196,2,,
"Primaria (173)",431,425,3,2,1
"Secundaria (174)",33,31,1,,1
"Superior no univ. incompleta (175)",3,3,,,
"Superior no univ. completa (176)",5,5,,,
"Superior univ. incompleta (177)",3,3,,,
"Superior univ. completa (178)",3,1,,1,1
