"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",17570,1074,387,3211,7713,1359,1155,1350,1321
"Trabajador(a) del hogar (044)",653,18,,129,405,51,28,15,7
"Pensionista (045)",473,4,,34,243,48,39,63,42
"Otro(a) no pariente (046)",4937,193,49,642,2009,484,474,437,649
"Hombres (048)",112134,6741,3453,23162,41198,7509,8195,9516,12360
"Jefe o Jefa (049)",46002,797,19,7040,18413,3406,4961,3767,7599
"Esposa(o)/ compa¤era(o) (050)",3696,65,1,549,1688,282,331,324,456
"Hijo(a)/ hijastro(a) (051)",44178,4378,2787,11831,14034,2532,1759,4044,2813
"Yerno/ nuera (052)",1782,11,2,53,717,168,294,195,342
"Nieto(a) (053)",3786,795,424,1351,844,104,39,173,56
"Padres/ suegros (054)",969,144,,468,228,12,30,24,63
"Otro(a) pariente (055)",8994,462,201,1556,4110,707,548,733,677
"Trabajador(a) del hogar (056)",39,1,,5,22,4,4,1,2
"Pensionista (057)",264,,,12,135,31,21,38,27
"Otro(a) no pariente (058)",2424,88,19,297,1007,263,208,217,325
"Mujeres (060)",117814,10313,3342,28319,38884,6941,9617,8163,12235
"Jefe o Jefa (061)",24268,2180,33,5935,7873,1517,2455,1397,2878
"Esposa(o)/ compa¤era(o) (062)",31817,1740,30,6909,11582,1817,3677,1695,4367
"Hijo(a)/ hijastro(a) (063)",42264,4091,2600,11119,12496,2331,2145,3882,3600
"Yerno/ nuera (064)",1745,12,2,102,739,215,287,145,243
"Nieto(a) (065)",3722,785,461,1353,741,105,56,148,73
"Padres/ suegros (066)",2086,767,,755,357,19,82,20,86
"Otro(a) pariente (067)",8576,612,186,1655,3603,652,607,617,644
"Trabajador(a) del hogar (068)",614,17,,124,383,47,24,14,5
"Pensionista (069)",209,4,,22,108,17,18,25,15
"Otro(a) no pariente (070)",2513,105,30,345,1002,221,266,220,324
,,,,,,,,,
"RURAL (072)",15704,1993,469,4762,5550,862,724,628,716
"Jefe o Jefa (073)",5519,576,5,1799,1960,295,337,203,344
"Esposa(o)/ compa¤era(o) (074)",2767,477,1,920,992,119,128,42,88
"Hijo(a)/ hijastro(a) (075)",5312,635,371,1518,1793,294,194,301,206
"Yerno/ nuera (076)",171,1,,11,108,13,16,10,12
"Nieto(a) (077)",433,92,56,163,95,12,2,9,4
"Padres/ suegros (078)",152,86,,59,5,1,,1,
"Otro(a) pariente (079)",878,78,31,210,371,91,27,43,27
"Trabajador(a) del hogar (080)",14,,,6,5,,,1,2
"Pensionista (081)",21,3,,3,9,2,1,1,2
"Otro(a) no pariente (082)",437,45,5,73,212,35,19,17,31
"Hombres (084)",8622,748,249,2472,3292,541,451,398,471
"Jefe o Jefa (085)",4272,272,1,1341,1661,254,282,171,290
"Esposa(o)/ compa¤era(o) (086)",148,7,,45,63,13,6,3,11
"Hijo(a)/ hijastro(a) (087)",2892,316,203,765,1046,158,117,165,122
"Yerno/ nuera (088)",83,,,4,48,10,6,7,8
"Nieto(a) (089)",261,55,37,91,61,9,1,5,2
"Padres/ suegros (090)",63,25,,34,3,,,1,
"Otro(a) pariente (091)",546,33,7,136,239,67,24,30,10
"Trabajador(a) del hogar (092)",5,,,1,2,,,,2
"Pensionista (093)",16,3,,3,4,2,1,1,2
"Otro(a) no pariente (094)",336,37,1,52,165,28,14,15,24
"Mujeres (096)",7082,1245,220,2290,2258,321,273,230,245
"Jefe o Jefa (097)",1247,304,4,458,299,41,55,32,54
"Esposa(o)/ compa¤era(o) (098)",2619,470,1,875,929,106,122,39,77
"Hijo(a)/ hijastro(a) (099)",2420,319,168,753,747,136,77,136,84
"Yerno/ nuera (100)",88,1,,7,60,3,10,3,4
"Nieto(a) (101)",172,37,19,72,34,3,1,4,2
"Padres/ suegros (102)",89,61,,25,2,1,,,
"Otro(a) pariente (103)",332,45,24,74,132,24,3,13,17
"Trabajador(a) del hogar (104)",9,,,5,3,,,1,
"Pensionista (105)",5,,,,5,,,,
"Otro(a) no pariente (106)",101,8,4,21,47,7,5,2,7
