"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",350,32,10,92,121,18,31,14,32
"Hombres (048)",13558,912,384,4081,5236,749,803,573,820
"Jefe o Jefa (049)",5018,100,2,1433,2084,281,424,194,500
"Esposa(o)/ compa¤era(o) (050)",351,10,,86,163,27,25,17,23
"Hijo(a)/ hijastro(a) (051)",6103,531,284,1896,2309,343,255,283,202
"Yerno/ nuera (052)",212,1,,11,99,20,40,14,27
"Nieto(a) (053)",805,153,75,301,194,22,19,33,8
"Padres/ suegros (054)",131,22,,86,17,2,2,,2
"Otro(a) pariente (055)",749,85,17,219,294,45,27,24,38
"Trabajador(a) del hogar (056)",6,,,1,3,,1,,1
"Pensionista (057)",7,,,1,2,,1,1,2
"Otro(a) no pariente (058)",176,10,6,47,71,9,9,7,17
"Mujeres (060)",15074,1737,382,5055,4794,821,974,523,788
"Jefe o Jefa (061)",2667,388,3,1046,718,112,161,68,171
"Esposa(o)/ compa¤era(o) (062)",4075,370,4,1460,1418,187,319,92,225
"Hijo(a)/ hijastro(a) (063)",6059,554,283,1798,2062,412,365,282,303
"Yerno/ nuera (064)",255,8,,36,117,24,45,7,18
"Nieto(a) (065)",740,139,72,284,160,30,14,30,11
"Padres/ suegros (066)",348,168,,144,24,,3,2,7
"Otro(a) pariente (067)",725,81,16,233,233,46,44,34,38
"Trabajador(a) del hogar (068)",28,6,,9,11,1,,1,
"Pensionista (069)",3,1,,,1,,1,,
"Otro(a) no pariente (070)",174,22,4,45,50,9,22,7,15
,,,,,,,,,
"RURAL (072)",26799,4606,798,12853,7215,487,401,185,254
"Jefe o Jefa (073)",7055,1134,5,3525,1972,99,156,44,120
"Esposa(o)/ compa¤era(o) (074)",4512,998,10,2462,899,47,50,14,32
"Hijo(a)/ hijastro(a) (075)",12244,1712,641,5592,3677,284,153,108,77
"Yerno/ nuera (076)",283,13,1,92,139,15,16,6,1
"Nieto(a) (077)",1224,285,116,583,208,15,3,7,7
"Padres/ suegros (078)",368,221,,133,10,,1,,3
"Otro(a) pariente (079)",1006,223,25,426,273,26,17,5,11
"Trabajador(a) del hogar (080)",11,1,,3,7,,,,
"Pensionista (081)",7,,,,3,,2,,2
"Otro(a) no pariente (082)",89,19,,37,27,1,3,1,1
"Hombres (084)",12958,1536,384,6020,4260,265,231,115,147
"Jefe o Jefa (085)",4935,398,1,2525,1669,82,135,36,89
"Esposa(o)/ compa¤era(o) (086)",375,29,,195,135,7,3,3,3
"Hijo(a)/ hijastro(a) (087)",6236,822,317,2704,2077,141,73,66,36
"Yerno/ nuera (088)",119,6,,26,67,9,6,5,
"Nieto(a) (089)",612,141,55,287,112,7,2,2,6
"Padres/ suegros (090)",91,25,,59,5,,1,,1
"Otro(a) pariente (091)",530,106,11,204,171,18,8,3,9
"Trabajador(a) del hogar (092)",3,1,,,2,,,,
"Pensionista (093)",6,,,,2,,2,,2
"Otro(a) no pariente (094)",51,8,,20,20,1,1,,1
"Mujeres (096)",13841,3070,414,6833,2955,222,170,70,107
"Jefe o Jefa (097)",2120,736,4,1000,303,17,21,8,31
"Esposa(o)/ compa¤era(o) (098)",4137,969,10,2267,764,40,47,11,29
"Hijo(a)/ hijastro(a) (099)",6008,890,324,2888,1600,143,80,42,41
"Yerno/ nuera (100)",164,7,1,66,72,6,10,1,1
"Nieto(a) (101)",612,144,61,296,96,8,1,5,1
"Padres/ suegros (102)",277,196,,74,5,,,,2
"Otro(a) pariente (103)",476,117,14,222,102,8,9,2,2
"Trabajador(a) del hogar (104)",8,,,3,5,,,,
"Pensionista (105)",1,,,,1,,,,
"Otro(a) no pariente (106)",38,11,,17,7,,2,1,
