"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",1195,960,129,86,20
"Trabajador familiar no remunerado (053)",2861,2654,154,38,15
"Trabajador del hogar (054)",2283,2283,,,
"De 06 a 14 años (056)",864,788,61,15,
"Empleado (057)",119,97,16,6,
"Obrero (058)",118,102,12,4,
"Trabajador independiente (059)",165,154,11,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",341,314,22,5,
"Trabajador del hogar (062)",119,119,,,
"De 15 a 29 años (064)",18907,13472,2247,1658,1530
"Empleado (065)",6924,3012,1233,1366,1313
"Obrero (066)",2649,1731,466,249,203
"Trabajador independiente (067)",6692,6253,439,,
"Empleador o patrono (068)",287,219,35,27,6
"Trabajador familiar no remunerado (069)",1111,1013,74,16,8
"Trabajador del hogar (070)",1244,1244,,,
"De 30 a 44 años (072)",21511,13985,2019,2393,3114
"Empleado (073)",8157,2060,1210,2096,2791
"Obrero (074)",2194,1301,319,262,312
"Trabajador independiente (075)",9392,8984,408,,
"Empleador o patrono (076)",468,382,52,27,7
"Trabajador familiar no remunerado (077)",750,708,30,8,4
"Trabajador del hogar (078)",550,550,,,
"De 45 a 64 años (080)",14473,9949,1088,1321,2115
"Empleado (081)",4615,981,569,1134,1931
"Obrero (082)",1496,974,193,154,175
"Trabajador independiente (083)",7181,6912,269,,
"Empleador o patrono (084)",345,279,34,25,7
"Trabajador familiar no remunerado (085)",516,483,23,8,2
"Trabajador del hogar (086)",320,320,,,
"De 65 y más años (088)",2357,2082,111,73,91
"Empleado (089)",245,101,35,49,60
"Obrero (090)",255,192,17,16,30
"Trabajador independiente (091)",1571,1525,46,,
"Empleador o patrono (092)",93,78,8,7,
"Trabajador familiar no remunerado (093)",143,136,5,1,1
"Trabajador del hogar (094)",50,50,,,
,,,,,
"RURAL (096)",32373,30515,1247,328,283
"Empleado (097)",768,345,109,105,209
"Obrero (098)",5858,5062,523,199,74
"Trabajador independiente (099)",18647,18232,415,,
"Empleador o patrono (100)",631,607,19,5,
"Trabajador familiar no remunerado (101)",6018,5818,181,19,
"Trabajador del hogar (102)",451,451,,,
"De 06 a 14 años (104)",873,835,33,4,1
"Empleado (105)",5,4,1,,
"Obrero (106)",143,129,9,4,1
"Trabajador independiente (107)",17,17,,,
"Trabajador familiar no remunerado (109)",681,658,23,,
"Trabajador del hogar (110)",27,27,,,
"De 15 a 29 años (112)",11692,10938,519,142,93
"Empleado (113)",308,161,47,29,71
"Obrero (114)",2682,2332,229,99,22
"Trabajador independiente (115)",4833,4702,131,,
"Empleador o patrono (116)",127,122,4,1,
"Trabajador familiar no remunerado (117)",3517,3396,108,13,
"Trabajador del hogar (118)",225,225,,,
"De 30 a 44 años (120)",9906,9257,409,104,136
"Empleado (121)",306,117,42,48,99
"Obrero (122)",1764,1491,186,50,37
"Trabajador independiente (123)",6423,6275,148,,
"Empleador o patrono (124)",235,228,5,2,
"Trabajador familiar no remunerado (125)",1065,1033,28,4,
"Trabajador del hogar (126)",113,113,,,
"De 45 a 64 años (128)",7406,7050,233,73,50
"Empleado (129)",137,56,16,28,37
"Obrero (130)",1055,914,85,43,13
"Trabajador independiente (131)",5403,5293,110,,
"Empleador o patrono (132)",197,187,9,1,
"Trabajador familiar no remunerado (133)",548,534,13,1,
"Trabajador del hogar (134)",66,66,,,
"De 65 y más años (136)",2496,2435,53,5,3
"Empleado (137)",12,7,3,,2
"Obrero (138)",214,196,14,3,1
"Trabajador independiente (139)",1971,1945,26,,
"Empleador o patrono (140)",72,70,1,1,
"Trabajador familiar no remunerado (141)",207,197,9,1,
"Trabajador del hogar (142)",20,20,,,
