"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",26297,2429,1100,11840,7844,917,1036,577,554
"Jefe o Jefa (049)",11001,211,17,5754,3518,401,562,205,333
"Esposa(o)/ compa¤era(o) (050)",300,11,1,143,112,13,10,5,5
"Hijo(a)/ hijastro(a) (051)",12512,1888,973,5016,3414,412,356,299,154
"Yerno/ nuera (052)",320,1,1,113,125,25,26,14,15
"Nieto(a) (053)",744,204,73,262,160,16,14,12,3
"Padres/ suegros (054)",149,25,,103,17,3,1,,
"Otro(a) pariente (055)",1058,81,35,398,388,38,52,33,33
"Trabajador(a) del hogar (056)",4,1,,1,2,,,,
"Pensionista (057)",53,1,,10,25,4,1,6,6
"Otro(a) no pariente (058)",156,6,,40,83,5,14,3,5
"Mujeres (060)",26677,3330,1101,13257,5900,980,1241,453,415
"Jefe o Jefa (061)",2753,366,17,1542,503,101,136,23,65
"Esposa(o)/ compa¤era(o) (062)",9547,616,35,5417,2268,350,578,118,165
"Hijo(a)/ hijastro(a) (063)",11632,1926,925,5127,2416,416,432,253,137
"Yerno/ nuera (064)",522,11,2,207,201,35,35,20,11
"Nieto(a) (065)",740,183,85,299,123,16,13,15,6
"Padres/ suegros (066)",307,123,,168,15,,1,,
"Otro(a) pariente (067)",853,94,35,364,237,49,29,19,26
"Trabajador(a) del hogar (068)",88,5,,44,38,,1,,
"Pensionista (069)",31,,,10,17,,1,2,1
"Otro(a) no pariente (070)",204,6,2,79,82,13,15,3,4
,,,,,,,,,
"RURAL (072)",3509,483,117,2102,617,72,82,20,16
"Jefe o Jefa (073)",898,82,,607,169,13,18,5,4
"Esposa(o)/ compa¤era(o) (074)",630,76,1,430,95,12,11,,5
"Hijo(a)/ hijastro(a) (075)",1651,263,101,901,279,38,48,14,7
"Yerno/ nuera (076)",47,1,,25,14,3,4,,
"Nieto(a) (077)",114,27,11,52,20,3,,1,
"Padres/ suegros (078)",19,13,,6,,,,,
"Otro(a) pariente (079)",124,19,4,69,30,2,,,
"Pensionista (081)",1,1,,,,,,,
"Otro(a) no pariente (082)",25,1,,12,10,1,1,,
"Hombres (084)",1846,210,51,1117,369,35,42,14,8
"Jefe o Jefa (085)",761,49,,525,155,12,15,3,2
"Esposa(o)/ compa¤era(o) (086)",17,2,,9,5,,,,1
"Hijo(a)/ hijastro(a) (087)",883,133,44,482,164,20,24,11,5
"Yerno/ nuera (088)",16,,,10,3,1,2,,
"Nieto(a) (089)",57,10,6,32,9,,,,
"Padres/ suegros (090)",5,2,,3,,,,,
"Otro(a) pariente (091)",90,13,1,50,25,1,,,
"Pensionista (093)",1,1,,,,,,,
"Otro(a) no pariente (094)",16,,,6,8,1,1,,
"Mujeres (096)",1663,273,66,985,248,37,40,6,8
"Jefe o Jefa (097)",137,33,,82,14,1,3,2,2
"Esposa(o)/ compa¤era(o) (098)",613,74,1,421,90,12,11,,4
"Hijo(a)/ hijastro(a) (099)",768,130,57,419,115,18,24,3,2
"Yerno/ nuera (100)",31,1,,15,11,2,2,,
"Nieto(a) (101)",57,17,5,20,11,3,,1,
"Padres/ suegros (102)",14,11,,3,,,,,
"Otro(a) pariente (103)",34,6,3,19,5,1,,,
"Otro(a) no pariente (106)",9,1,,6,2,,,,
