"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",24,62,62,,100,,
"De 45 a 49 años (038)",19,51,46,,90.2,,
"De 50 y más años (039)",25,97,90,,92.8,,
"No PEA (040)",21386,52257,47774,967,91.4,1.9,
"De 12 a 14 años (041)",2380,10,10,,100,,
"De 15 a 19 años (042)",3029,455,447,142,98.2,31.2,
"De 20 a 24 años (043)",2223,1845,1825,255,98.9,13.8,
"De 25 a 29 años (044)",1945,3078,3021,241,98.1,7.8,
"De 30 a 34 años (045)",1871,4055,3955,191,97.5,4.7,
"De 35 a 39 años (046)",1655,4441,4285,90,96.5,2,
"De 40 a 44 años (047)",1497,4796,4611,42,96.1,0.9,
"De 45 a 49 años (048)",1231,4467,4217,6,94.4,0.1,
"De 50 y más años (049)",5555,29110,25403,,87.3,,
,,,,,,,
"URBANA (060)",24639,56516,52258,924,92.5,1.6,
"De 12 a 14 años (061)",2054,6,6,,100,,
"De 15 a 19 años (062)",2995,415,410,128,98.8,30.8,
"De 20 a 24 años (063)",2578,1833,1813,232,98.9,12.7,
"De 25 a 29 años (064)",2395,3156,3094,226,98,7.2,
"De 30 a 34 años (065)",2445,4693,4578,190,97.5,4,
"De 35 a 39 años (066)",2413,5966,5786,103,97,1.7,
"De 40 a 44 años (067)",2105,6020,5801,39,96.4,0.6,
"De 45 a 49 años (068)",1739,5750,5455,6,94.9,0.1,
"De 50 y más años (069)",5915,28677,25315,,88.3,,
"PEA (070)",7328,15807,14902,165,94.3,1,
"De 12 a 14 años (071)",92,,,,,,
"De 15 a 19 años (072)",518,73,73,13,100,17.8,
"De 20 a 24 años (073)",826,467,460,28,98.5,6,
"De 25 a 29 años (074)",865,854,840,35,98.4,4.1,
"De 30 a 34 años (075)",970,1644,1597,48,97.1,2.9,
"De 35 a 39 años (076)",1084,2479,2417,28,97.5,1.1,
"De 40 a 44 años (077)",901,2376,2274,12,95.7,0.5,
"De 45 a 49 años (078)",758,2411,2280,1,94.6,,
"De 50 y más años (079)",1314,5503,4961,,90.2,,
"Ocupada (080)",6925,15452,14564,152,94.3,1,
"De 12 a 14 años (081)",85,,,,,,
"De 15 a 19 años (082)",432,64,64,11,100,17.2,
"De 20 a 24 años (083)",726,441,434,24,98.4,5.4,
"De 25 a 29 años (084)",800,821,810,31,98.7,3.8,
"De 30 a 34 años (085)",921,1592,1545,46,97,2.9,
"De 35 a 39 años (086)",1044,2415,2355,27,97.5,1.1,
"De 40 a 44 años (087)",882,2333,2231,12,95.6,0.5,
"De 45 a 49 años (088)",742,2372,2246,1,94.7,,
"De 50 y más años (089)",1293,5414,4879,,90.1,,
"Desocupada (090)",403,355,338,13,95.2,3.7,
"De 12 a 14 años (091)",7,,,,,,
"De 15 a 19 años (092)",86,9,9,2,100,22.2,
"De 20 a 24 años (093)",100,26,26,4,100,15.4,
"De 25 a 29 años (094)",65,33,30,4,90.9,12.1,
"De 30 a 34 años (095)",49,52,52,2,100,3.8,
"De 35 a 39 años (096)",40,64,62,1,96.9,1.6,
"De 40 a 44 años (097)",19,43,43,,100,,
"De 45 a 49 años (098)",16,39,34,,87.2,,
"De 50 y más años (099)",21,89,82,,92.1,,
"No PEA (100)",17311,40709,37356,759,91.8,1.9,
"De 12 a 14 años (101)",1962,6,6,,100,,
"De 15 a 19 años (102)",2477,342,337,115,98.5,33.6,
"De 20 a 24 años (103)",1752,1366,1353,204,99,14.9,
"De 25 a 29 años (104)",1530,2302,2254,191,97.9,8.3,
"De 30 a 34 años (105)",1475,3049,2981,142,97.8,4.7,
"De 35 a 39 años (106)",1329,3487,3369,75,96.6,2.2,
"De 40 a 44 años (107)",1204,3644,3527,27,96.8,0.7,
"De 45 a 49 años (108)",981,3339,3175,5,95.1,0.1,
"De 50 y más años (109)",4601,23174,20354,,87.8,,
,,,,,,,
"RURAL (120)",4817,13503,12235,221,90.6,1.6,
"De 12 a 14 años (121)",435,5,5,,100,,
"De 15 a 19 años (122)",631,126,123,28,97.6,22.2,
"De 20 a 24 años (123)",584,560,553,54,98.8,9.6,
"De 25 a 29 años (124)",517,928,917,55,98.8,5.9,
"De 30 a 34 años (125)",470,1170,1134,50,96.9,4.3,
"De 35 a 39 años (126)",417,1249,1195,16,95.7,1.3,
"De 40 a 44 años (127)",386,1494,1408,17,94.2,1.1,
"De 45 a 49 años (128)",312,1414,1312,1,92.8,0.1,
"De 50 y más años (129)",1065,6557,5588,,85.2,,
"PEA (130)",742,1955,1817,12,92.9,0.6,
"De 12 a 14 años (131)",17,1,1,,100,,
"De 15 a 19 años (132)",79,13,13,1,100,7.7,
"De 20 a 24 años (133)",113,81,81,2,100,2.5,
"De 25 a 29 años (134)",102,152,150,5,98.7,3.3,
"De 30 a 34 años (135)",74,164,160,1,97.6,0.6,
"De 35 a 39 años (136)",91,295,279,1,94.6,0.3,
"De 40 a 44 años (137)",93,342,324,2,94.7,0.6,
"De 45 a 49 años (138)",62,286,270,,94.4,,
"De 50 y más años (139)",111,621,539,,86.8,,
"Ocupada (140)",697,1897,1760,11,92.8,0.6,
"De 12 a 14 años (141)",16,1,1,,100,,
"De 15 a 19 años (142)",69,13,13,1,100,7.7,
"De 20 a 24 años (143)",104,79,79,2,100,2.5,
"De 25 a 29 años (144)",96,150,148,5,98.7,3.3,
"De 30 a 34 años (145)",68,154,150,,97.4,,
"De 35 a 39 años (146)",90,290,275,1,94.8,0.3,
"De 40 a 44 años (147)",88,323,305,2,94.4,0.6,
"De 45 a 49 años (148)",59,274,258,,94.2,,
"De 50 y más años (149)",107,613,531,,86.6,,
"Desocupada (150)",45,58,57,1,98.3,1.7,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",10,,,,,,
"De 20 a 24 años (153)",9,2,2,,100,,
"De 25 a 29 años (154)",6,2,2,,100,,
"De 30 a 34 años (155)",6,10,10,1,100,10,
"De 35 a 39 años (156)",1,5,4,,80,,
"De 40 a 44 años (157)",5,19,19,,100,,
"De 45 a 49 años (158)",3,12,12,,100,,
"De 50 y más años (159)",4,8,8,,100,,
"No PEA (160)",4075,11548,10418,209,90.2,1.8,
"De 12 a 14 años (161)",418,4,4,,100,,
"De 15 a 19 años (162)",552,113,110,27,97.3,23.9,
"De 20 a 24 años (163)",471,479,472,52,98.5,10.9,
"De 25 a 29 años (164)",415,776,767,50,98.8,6.4,
"De 30 a 34 años (165)",396,1006,974,49,96.8,4.9,
"De 35 a 39 años (166)",326,954,916,15,96,1.6,
"De 40 a 44 años (167)",293,1152,1084,15,94.1,1.3,
"De 45 a 49 años (168)",250,1128,1042,1,92.4,0.1,
"De 50 y más años (169)",954,5936,5049,,85.1,,
