"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hijo(a)/ hijastro(a) (051)",952,104,59,375,367,14,12,8,13
"Yerno/ nuera (052)",18,,,3,9,,3,1,2
"Nieto(a) (053)",117,24,4,61,27,,1,,
"Padres/ suegros (054)",24,7,,15,2,,,,
"Otro(a) pariente (055)",95,12,3,35,31,4,2,1,7
"Pensionista (057)",2,,,,2,,,,
"Otro(a) no pariente (058)",49,2,,6,19,2,8,3,9
"Mujeres (060)",2374,409,60,1038,586,57,73,21,130
"Jefe o Jefa (061)",509,139,,214,77,11,12,6,50
"Esposa(o)/ compa¤era(o) (062)",725,114,,320,174,23,43,4,47
"Hijo(a)/ hijastro(a) (063)",861,104,48,390,278,19,3,7,12
"Yerno/ nuera (064)",33,,,8,18,,4,1,2
"Nieto(a) (065)",103,22,10,48,21,,1,,1
"Padres/ suegros (066)",38,19,,17,,,,,2
"Otro(a) pariente (067)",74,11,2,36,14,2,3,1,5
"Trabajador(a) del hogar (068)",2,,,2,,,,,
"Pensionista (069)",5,,,1,,,,,4
"Otro(a) no pariente (070)",24,,,2,4,2,7,2,7
,,,,,,,,,
"RURAL (072)",2950,445,71,1514,721,34,37,31,97
"Jefe o Jefa (073)",993,95,,546,249,20,20,12,51
"Esposa(o)/ compa¤era(o) (074)",492,95,,259,108,3,7,4,16
"Hijo(a)/ hijastro(a) (075)",1129,188,58,563,280,7,7,12,14
"Yerno/ nuera (076)",17,1,,4,10,1,,,1
"Nieto(a) (077)",128,29,11,59,26,,1,,2
"Padres/ suegros (078)",28,9,,17,2,,,,
"Otro(a) pariente (079)",120,25,,53,36,2,1,1,2
"Trabajador(a) del hogar (080)",3,,,1,2,,,,
"Pensionista (081)",10,,,,1,1,1,1,6
"Otro(a) no pariente (082)",30,3,2,12,7,,,1,5
"Hombres (084)",1514,145,32,790,432,24,22,21,48
"Jefe o Jefa (085)",734,24,,427,207,19,16,10,31
"Esposa(o)/ compa¤era(o) (086)",17,,,10,5,,,,2
"Hijo(a)/ hijastro(a) (087)",576,88,30,267,164,4,5,9,9
"Yerno/ nuera (088)",8,,,2,6,,,,
"Nieto(a) (089)",74,17,2,36,19,,,,
"Padres/ suegros (090)",12,1,,9,2,,,,
"Otro(a) pariente (091)",67,12,,30,22,,1,1,1
"Trabajador(a) del hogar (092)",1,,,,1,,,,
"Pensionista (093)",5,,,,1,1,,1,2
"Otro(a) no pariente (094)",20,3,,9,5,,,,3
"Mujeres (096)",1436,300,39,724,289,10,15,10,49
"Jefe o Jefa (097)",259,71,,119,42,1,4,2,20
"Esposa(o)/ compa¤era(o) (098)",475,95,,249,103,3,7,4,14
"Hijo(a)/ hijastro(a) (099)",553,100,28,296,116,3,2,3,5
"Yerno/ nuera (100)",9,1,,2,4,1,,,1
"Nieto(a) (101)",54,12,9,23,7,,1,,2
"Padres/ suegros (102)",16,8,,8,,,,,
"Otro(a) pariente (103)",53,13,,23,14,2,,,1
"Trabajador(a) del hogar (104)",2,,,1,1,,,,
"Pensionista (105)",5,,,,,,1,,4
"Otro(a) no pariente (106)",10,,2,3,2,,,1,2
