"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Servicios sociales y de salud (040)",205,,49,100,47,9
"Otras activ. serv.comun.soc y personales (041)",163,5,43,65,38,12
"Hogares privados con servicio doméstico (042)",170,9,109,17,30,5
"Organiz. y organos extraterritoriales (043)",1,,,,1,
"Actividad economica no especificada (044)",352,8,119,139,66,20
"Desocupado (045)",425,29,212,108,59,17
"Mujeres (046)",8889,340,3196,3295,1782,276
"Agric., ganadería, caza y silvicultura (047)",3383,220,1209,1055,751,148
"Pesca (048)",3,,1,1,1,
"Explotación de minas y canteras (049)",10,,7,2,1,
"Industrias manufactureras (050)",176,6,43,66,52,9
"Suministro de electricidad, gas y agua (051)",4,,3,1,,
"Construcción (052)",42,,18,18,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1568,30,483,673,335,47
"Venta, mant.y rep. veh.autom.y motoc. (054)",38,,14,15,8,1
"Comercio al por mayor (055)",56,1,20,24,8,3
"Comercio al por menor (056)",1474,29,449,634,319,43
"Hoteles y restaurantes (057)",722,25,215,278,182,22
"Trans., almac. y comunicaciones (058)",90,3,58,20,9,
"Intermediación financiera (059)",13,,7,6,,
"Activid.inmobil., empres. y alquileres (060)",149,,83,54,12,
"Admin.pub. y defensa; p. segur.soc afil (061)",214,,89,102,23,
"Enseñanza (062)",845,,236,469,138,2
"Servicios sociales y de salud (063)",278,,62,154,59,3
"Otras activ. serv.comun.soc y personales (064)",184,5,57,77,42,3
"Hogares privados con servicio doméstico (065)",619,33,336,156,77,17
"Actividad economica no especificada (067)",424,2,179,132,87,24
"Desocupado (068)",165,16,110,31,7,1
,,,,,,
"URBANA (069)",13524,252,4564,5140,3015,553
"Agric., ganadería, caza y silvicultura (070)",3619,104,1212,1174,881,248
"Pesca (071)",14,,5,4,4,1
"Explotación de minas y canteras (072)",469,1,182,214,72,
"Industrias manufactureras (073)",707,10,240,238,179,40
"Suministro de electricidad, gas y agua (074)",26,,10,11,4,1
"Construcción (075)",680,4,249,248,157,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",2391,52,730,932,574,103
"Venta, mant.y rep. veh.autom.y motoc. (077)",316,5,129,100,75,7
"Comercio al por mayor (078)",110,2,35,47,21,5
"Comercio al por menor (079)",1965,45,566,785,478,91
"Hoteles y restaurantes (080)",768,25,245,271,194,33
"Trans., almac. y comunicaciones (081)",1035,12,424,391,186,22
"Intermediación financiera (082)",25,,12,11,2,
"Activid.inmobil., empres. y alquileres (083)",439,,174,171,89,5
"Admin.pub. y defensa; p. segur.soc afil (084)",567,,171,266,113,17
"Enseñanza (085)",1002,,201,569,226,6
"Servicios sociales y de salud (086)",367,,73,204,81,9
"Otras activ. serv.comun.soc y personales (087)",279,8,75,117,65,14
"Hogares privados con servicio doméstico (088)",473,23,255,113,68,14
"Organiz. y organos extraterritoriales (089)",1,,,,1,
"Actividad economica no especificada (090)",346,9,133,118,76,10
"Desocupado (091)",316,4,173,88,43,8
"Hombres (092)",8966,152,3016,3245,2110,443
"Agric., ganadería, caza y silvicultura (093)",3092,75,1040,988,761,228
"Pesca (094)",11,,4,3,3,1
"Explotación de minas y canteras (095)",459,1,175,212,71,
"Industrias manufactureras (096)",581,7,213,187,141,33
"Suministro de electricidad, gas y agua (097)",22,,7,10,4,1
"Construcción (098)",648,4,236,234,152,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1172,31,364,399,314,64
"Venta, mant.y rep. veh.autom.y motoc. (100)",284,5,118,87,68,6
"Comercio al por mayor (101)",59,1,17,25,14,2
"Comercio al por menor (102)",829,25,229,287,232,56
"Hoteles y restaurantes (103)",189,9,73,46,46,15
"Trans., almac. y comunicaciones (104)",960,9,377,374,178,22
"Intermediación financiera (105)",12,,5,5,2,
"Activid.inmobil., empres. y alquileres (106)",302,,97,123,77,5
"Admin.pub. y defensa; p. segur.soc afil (107)",386,,94,181,94,17
"Enseñanza (108)",418,,71,226,117,4
"Servicios sociales y de salud (109)",151,,30,79,36,6
"Otras activ. serv.comun.soc y personales (110)",138,5,34,56,32,11
"Hogares privados con servicio doméstico (111)",62,2,39,7,12,2
"Organiz. y organos extraterritoriales (112)",1,,,,1,
"Actividad economica no especificada (113)",152,7,57,53,31,4
"Desocupado (114)",210,2,100,62,38,8
"Mujeres (115)",4558,100,1548,1895,905,110
"Agric., ganadería, caza y silvicultura (116)",527,29,172,186,120,20
"Pesca (117)",3,,1,1,1,
"Explotación de minas y canteras (118)",10,,7,2,1,
"Industrias manufactureras (119)",126,3,27,51,38,7
"Suministro de electricidad, gas y agua (120)",4,,3,1,,
"Construcción (121)",32,,13,14,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",1219,21,366,533,260,39
"Venta, mant.y rep. veh.autom.y motoc. (123)",32,,11,13,7,1
"Comercio al por mayor (124)",51,1,18,22,7,3
"Comercio al por menor (125)",1136,20,337,498,246,35
"Hoteles y restaurantes (126)",579,16,172,225,148,18
"Trans., almac. y comunicaciones (127)",75,3,47,17,8,
"Intermediación financiera (128)",13,,7,6,,
"Activid.inmobil., empres. y alquileres (129)",137,,77,48,12,
"Admin.pub. y defensa; p. segur.soc afil (130)",181,,77,85,19,
"Enseñanza (131)",584,,130,343,109,2
"Servicios sociales y de salud (132)",216,,43,125,45,3
"Otras activ. serv.comun.soc y personales (133)",141,3,41,61,33,3
"Hogares privados con servicio doméstico (134)",411,21,216,106,56,12
"Actividad economica no especificada (136)",194,2,76,65,45,6
"Desocupado (137)",106,2,73,26,5,
,,,,,,
"RURAL (138)",19486,884,7446,5978,3989,1189
"Agric., ganadería, caza y silvicultura (139)",15977,783,6072,4691,3348,1083
"Pesca (140)",7,,3,1,3,
"Explotación de minas y canteras (141)",20,,11,6,3,
"Industrias manufactureras (142)",300,8,115,111,60,6
"Suministro de electricidad, gas y agua (143)",4,,2,2,,
"Construcción (144)",261,3,113,95,43,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",598,12,190,239,135,22
"Venta, mant.y rep. veh.autom.y motoc. (146)",38,,24,8,6,
"Comercio al por mayor (147)",19,,8,6,5,
"Comercio al por menor (148)",541,12,158,225,124,22
"Hoteles y restaurantes (149)",168,12,50,62,40,4
"Trans., almac. y comunicaciones (150)",248,3,97,95,48,5
"Intermediación financiera (151)",1,,,,1,
"Activid.inmobil., empres. y alquileres (152)",65,,26,27,11,1
"Admin.pub. y defensa; p. segur.soc afil (153)",129,,40,58,30,1
"Enseñanza (154)",504,,160,252,88,4
"Servicios sociales y de salud (155)",116,,38,50,25,3
"Otras activ. serv.comun.soc y personales (156)",68,2,25,25,15,1
"Hogares privados con servicio doméstico (157)",316,19,190,60,39,8
"Actividad economica no especificada (159)",430,1,165,153,77,34
"Desocupado (160)",274,41,149,51,23,10
"Hombres (161)",15155,644,5798,4578,3112,1023
"Agric., ganadería, caza y silvicultura (162)",13121,592,5035,3822,2717,955
"Pesca (163)",7,,3,1,3,
"Explotación de minas y canteras (164)",20,,11,6,3,
"Industrias manufactureras (165)",250,5,99,96,46,4
"Suministro de electricidad, gas y agua (166)",4,,2,2,,
"Construcción (167)",251,3,108,91,42,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",249,3,73,99,60,14
"Venta, mant.y rep. veh.autom.y motoc. (169)",32,,21,6,5,
"Comercio al por mayor (170)",14,,6,4,4,
"Comercio al por menor (171)",203,3,46,89,51,14
"Hoteles y restaurantes (172)",25,3,7,9,6,
"Trans., almac. y comunicaciones (173)",233,3,86,92,47,5
"Intermediación financiera (174)",1,,,,1,
"Activid.inmobil., empres. y alquileres (175)",53,,20,21,11,1
"Admin.pub. y defensa; p. segur.soc afil (176)",96,,28,41,26,1
"Enseñanza (177)",243,,54,126,59,4
"Servicios sociales y de salud (178)",54,,19,21,11,3
"Otras activ. serv.comun.soc y personales (179)",25,,9,9,6,1
"Hogares privados con servicio doméstico (180)",108,7,70,10,18,3
"Actividad economica no especificada (182)",200,1,62,86,35,16
"Desocupado (183)",215,27,112,46,21,9
"Mujeres (184)",4331,240,1648,1400,877,166
"Agric., ganadería, caza y silvicultura (185)",2856,191,1037,869,631,128
"Industrias manufactureras (188)",50,3,16,15,14,2
"Construcción (190)",10,,5,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",349,9,117,140,75,8
"Venta, mant.y rep. veh.autom.y motoc. (192)",6,,3,2,1,
"Comercio al por mayor (193)",5,,2,2,1,
"Comercio al por menor (194)",338,9,112,136,73,8
"Hoteles y restaurantes (195)",143,9,43,53,34,4
"Trans., almac. y comunicaciones (196)",15,,11,3,1,
"Activid.inmobil., empres. y alquileres (198)",12,,6,6,,
"Admin.pub. y defensa; p. segur.soc afil (199)",33,,12,17,4,
"Enseñanza (200)",261,,106,126,29,
"Servicios sociales y de salud (201)",62,,19,29,14,
"Otras activ. serv.comun.soc y personales (202)",43,2,16,16,9,
"Hogares privados con servicio doméstico (203)",208,12,120,50,21,5
"Actividad economica no especificada (205)",230,,103,67,42,18
"Desocupado (206)",59,14,37,5,2,1
