"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",448,395,44,5,4
"Empleado (057)",17,17,,,
"Obrero (058)",44,34,6,2,2
"Trabajador independiente (059)",60,56,4,,
"Empleador o patrono (060)",3,3,,,
"Trabajador familiar no remunerado (061)",315,276,34,3,2
"Trabajador del hogar (062)",9,9,,,
"De 15 a 29 años (064)",4267,3592,359,126,190
"Empleado (065)",616,290,94,75,157
"Obrero (066)",844,640,127,44,33
"Trabajador independiente (067)",1796,1716,80,,
"Empleador o patrono (068)",83,76,5,2,
"Trabajador familiar no remunerado (069)",858,800,53,5,
"Trabajador del hogar (070)",70,70,,,
"De 30 a 44 años (072)",4413,3567,339,192,315
"Empleado (073)",752,160,135,163,294
"Obrero (074)",552,435,72,26,19
"Trabajador independiente (075)",2470,2375,95,,
"Empleador o patrono (076)",131,119,10,1,1
"Trabajador familiar no remunerado (077)",498,468,27,2,1
"Trabajador del hogar (078)",10,10,,,
"De 45 a 64 años (080)",2542,2216,147,58,121
"Empleado (081)",281,74,57,45,105
"Obrero (082)",257,200,32,10,15
"Trabajador independiente (083)",1643,1598,45,,
"Empleador o patrono (084)",69,60,6,2,1
"Trabajador familiar no remunerado (085)",284,276,7,1,
"Trabajador del hogar (086)",8,8,,,
"De 65 y más años (088)",534,509,16,1,8
"Empleado (089)",15,6,2,1,6
"Obrero (090)",49,41,6,,2
"Trabajador independiente (091)",401,395,6,,
"Empleador o patrono (092)",22,20,2,,
"Trabajador familiar no remunerado (093)",44,44,,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",14354,13329,530,116,379
"Empleado (097)",560,212,84,38,226
"Obrero (098)",1799,1394,187,67,151
"Trabajador independiente (099)",8962,8799,163,,
"Empleador o patrono (100)",188,156,26,5,1
"Trabajador familiar no remunerado (101)",2790,2713,70,6,1
"Trabajador del hogar (102)",55,55,,,
"De 06 a 14 años (104)",423,412,10,1,
"Empleado (105)",2,2,,,
"Obrero (106)",30,27,2,1,
"Trabajador independiente (107)",41,41,,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",347,339,8,,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",5073,4683,219,41,130
"Empleado (113)",209,91,22,10,86
"Obrero (114)",863,691,105,24,43
"Trabajador independiente (115)",2491,2441,50,,
"Empleador o patrono (116)",54,45,7,2,
"Trabajador familiar no remunerado (117)",1421,1380,35,5,1
"Trabajador del hogar (118)",35,35,,,
"De 30 a 44 años (120)",4710,4298,181,47,184
"Empleado (121)",251,91,42,16,102
"Obrero (122)",565,403,53,28,81
"Trabajador independiente (123)",3238,3182,56,,
"Empleador o patrono (124)",65,50,12,2,1
"Trabajador familiar no remunerado (125)",580,561,18,1,
"Trabajador del hogar (126)",11,11,,,
"De 45 a 64 años (128)",3135,2948,99,26,62
"Empleado (129)",94,25,20,12,37
"Obrero (130)",288,227,23,13,25
"Trabajador independiente (131)",2340,2297,43,,
"Empleador o patrono (132)",52,47,4,1,
"Trabajador familiar no remunerado (133)",357,348,9,,
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",1013,988,21,1,3
"Empleado (137)",4,3,,,1
"Obrero (138)",53,46,4,1,2
"Trabajador independiente (139)",852,838,14,,
"Empleador o patrono (140)",16,13,3,,
"Trabajador familiar no remunerado (141)",85,85,,,
"Trabajador del hogar (142)",3,3,,,
