"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",191,191,,,
"De 06 a 14 años (056)",122,112,10,,
"Empleado (057)",7,6,1,,
"Obrero (058)",7,6,1,,
"Trabajador independiente (059)",37,32,5,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",64,61,3,,
"Trabajador del hogar (062)",6,6,,,
"De 15 a 29 años (064)",2719,1894,288,162,375
"Empleado (065)",625,175,87,69,294
"Obrero (066)",510,254,87,88,81
"Trabajador independiente (067)",1099,1012,87,,
"Empleador o patrono (068)",27,22,5,,
"Trabajador familiar no remunerado (069)",353,326,22,5,
"Trabajador del hogar (070)",105,105,,,
"De 30 a 44 años (072)",3840,2476,422,452,490
"Empleado (073)",1263,267,236,356,404
"Obrero (074)",553,307,71,91,84
"Trabajador independiente (075)",1666,1571,95,,
"Empleador o patrono (076)",19,12,2,4,1
"Trabajador familiar no remunerado (077)",293,273,18,1,1
"Trabajador del hogar (078)",46,46,,,
"De 45 a 64 años (080)",2593,1686,262,311,334
"Empleado (081)",888,173,139,279,297
"Obrero (082)",276,169,40,31,36
"Trabajador independiente (083)",1168,1094,74,,
"Empleador o patrono (084)",9,8,1,,
"Trabajador familiar no remunerado (085)",223,213,8,1,1
"Trabajador del hogar (086)",29,29,,,
"De 65 y más años (088)",464,428,14,11,11
"Empleado (089)",30,12,4,6,8
"Obrero (090)",49,39,3,5,2
"Trabajador independiente (091)",295,288,7,,
"Empleador o patrono (092)",4,4,,,
"Trabajador familiar no remunerado (093)",81,80,,,1
"Trabajador del hogar (094)",5,5,,,
,,,,,
"RURAL (096)",29292,27227,1238,392,435
"Empleado (097)",987,342,230,132,283
"Obrero (098)",2412,1688,362,222,140
"Trabajador independiente (099)",14837,14452,385,,
"Empleador o patrono (100)",145,122,14,7,2
"Trabajador familiar no remunerado (101)",10695,10407,247,31,10
"Trabajador del hogar (102)",216,216,,,
"De 06 a 14 años (104)",462,443,19,,
"Empleado (105)",3,3,,,
"Obrero (106)",19,18,1,,
"Trabajador independiente (107)",35,34,1,,
"Trabajador familiar no remunerado (109)",400,383,17,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",8112,7343,447,158,164
"Empleado (113)",315,152,44,27,92
"Obrero (114)",1038,689,168,116,65
"Trabajador independiente (115)",3039,2914,125,,
"Empleador o patrono (116)",61,54,4,2,1
"Trabajador familiar no remunerado (117)",3530,3405,106,13,6
"Trabajador del hogar (118)",129,129,,,
"De 30 a 44 años (120)",8788,8055,448,123,162
"Empleado (121)",346,91,102,44,109
"Obrero (122)",761,527,119,66,49
"Trabajador independiente (123)",4635,4493,142,,
"Empleador o patrono (124)",43,33,7,2,1
"Trabajador familiar no remunerado (125)",2959,2867,78,11,3
"Trabajador del hogar (126)",44,44,,,
"De 45 a 64 años (128)",8316,7822,290,99,105
"Empleado (129)",310,91,82,57,80
"Obrero (130)",454,328,67,35,24
"Trabajador independiente (131)",4868,4769,99,,
"Empleador o patrono (132)",24,21,2,1,
"Trabajador familiar no remunerado (133)",2630,2583,40,6,1
"Trabajador del hogar (134)",30,30,,,
"De 65 y más años (136)",3614,3564,34,12,4
"Empleado (137)",13,5,2,4,2
"Obrero (138)",140,126,7,5,2
"Trabajador independiente (139)",2260,2242,18,,
"Empleador o patrono (140)",17,14,1,2,
"Trabajador familiar no remunerado (141)",1176,1169,6,1,
"Trabajador del hogar (142)",8,8,,,
