"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",7,1,2,2,2,
"Actividad economica no especificada (044)",93,,41,25,19,8
"Desocupado (045)",713,17,343,212,119,22
"Mujeres (046)",3531,77,1242,1134,812,266
"Agric., ganadería, caza y silvicultura (047)",1224,53,402,326,313,130
"Explotación de minas y canteras (049)",6,,2,4,,
"Industrias manufactureras (050)",100,4,37,28,22,9
"Suministro de electricidad, gas y agua (051)",1,,1,,,
"Construcción (052)",19,,9,6,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",683,4,162,264,197,56
"Venta, mant.y rep. veh.autom.y motoc. (054)",9,,4,3,2,
"Comercio al por mayor (055)",21,,8,8,4,1
"Comercio al por menor (056)",653,4,150,253,191,55
"Hoteles y restaurantes (057)",247,6,82,80,65,14
"Trans., almac. y comunicaciones (058)",29,,24,5,,
"Intermediación financiera (059)",1,,,,1,
"Activid.inmobil., empres. y alquileres (060)",47,,24,21,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",101,,42,39,19,1
"Enseñanza (062)",237,,64,129,42,2
"Servicios sociales y de salud (063)",68,,17,37,13,1
"Otras activ. serv.comun.soc y personales (064)",82,2,36,23,20,1
"Hogares privados con servicio doméstico (065)",305,2,167,64,52,20
"Actividad economica no especificada (067)",206,,66,63,50,27
"Desocupado (068)",175,6,107,45,14,3
,,,,,,
"URBANA (069)",5545,75,1795,1908,1346,421
"Agric., ganadería, caza y silvicultura (070)",1813,39,514,542,491,227
"Explotación de minas y canteras (072)",56,,18,27,10,1
"Industrias manufactureras (073)",295,10,116,87,59,23
"Suministro de electricidad, gas y agua (074)",3,,1,2,,
"Construcción (075)",256,3,102,79,64,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",879,9,239,328,227,76
"Venta, mant.y rep. veh.autom.y motoc. (077)",62,1,33,19,9,
"Comercio al por mayor (078)",31,,13,11,6,1
"Comercio al por menor (079)",786,8,193,298,212,75
"Hoteles y restaurantes (080)",267,8,89,88,67,15
"Trans., almac. y comunicaciones (081)",358,,160,122,69,7
"Intermediación financiera (082)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (083)",143,,55,54,30,4
"Admin.pub. y defensa; p. segur.soc afil (084)",248,,68,108,68,4
"Enseñanza (085)",381,,73,200,103,5
"Servicios sociales y de salud (086)",86,,20,47,15,4
"Otras activ. serv.comun.soc y personales (087)",154,4,62,53,28,7
"Hogares privados con servicio doméstico (088)",149,1,88,32,20,8
"Actividad economica no especificada (090)",159,,53,44,42,20
"Desocupado (091)",295,1,136,94,52,12
"Hombres (092)",3671,46,1187,1250,907,281
"Agric., ganadería, caza y silvicultura (093)",1438,23,403,438,394,180
"Explotación de minas y canteras (095)",53,,17,25,10,1
"Industrias manufactureras (096)",224,7,91,69,42,15
"Suministro de electricidad, gas y agua (097)",2,,,2,,
"Construcción (098)",250,3,99,76,64,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",386,5,124,139,85,33
"Venta, mant.y rep. veh.autom.y motoc. (100)",54,1,29,17,7,
"Comercio al por mayor (101)",21,,10,7,4,
"Comercio al por menor (102)",311,4,85,115,74,33
"Hoteles y restaurantes (103)",80,3,31,28,15,3
"Trans., almac. y comunicaciones (104)",338,,143,119,69,7
"Intermediación financiera (105)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (106)",107,,40,35,28,4
"Admin.pub. y defensa; p. segur.soc afil (107)",170,,38,77,52,3
"Enseñanza (108)",195,,30,96,66,3
"Servicios sociales y de salud (109)",36,,10,17,6,3
"Otras activ. serv.comun.soc y personales (110)",98,4,36,38,14,6
"Hogares privados con servicio doméstico (111)",5,,2,2,1,
"Actividad economica no especificada (113)",56,,23,16,12,5
"Desocupado (114)",231,1,99,72,49,10
"Mujeres (115)",1874,29,608,658,439,140
"Agric., ganadería, caza y silvicultura (116)",375,16,111,104,97,47
"Explotación de minas y canteras (118)",3,,1,2,,
"Industrias manufactureras (119)",71,3,25,18,17,8
"Suministro de electricidad, gas y agua (120)",1,,1,,,
"Construcción (121)",6,,3,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",493,4,115,189,142,43
"Venta, mant.y rep. veh.autom.y motoc. (123)",8,,4,2,2,
"Comercio al por mayor (124)",10,,3,4,2,1
"Comercio al por menor (125)",475,4,108,183,138,42
"Hoteles y restaurantes (126)",187,5,58,60,52,12
"Trans., almac. y comunicaciones (127)",20,,17,3,,
"Intermediación financiera (128)",1,,,,1,
"Activid.inmobil., empres. y alquileres (129)",36,,15,19,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",78,,30,31,16,1
"Enseñanza (131)",186,,43,104,37,2
"Servicios sociales y de salud (132)",50,,10,30,9,1
"Otras activ. serv.comun.soc y personales (133)",56,,26,15,14,1
"Hogares privados con servicio doméstico (134)",144,1,86,30,19,8
"Actividad economica no especificada (136)",103,,30,28,30,15
"Desocupado (137)",64,,37,22,3,2
,,,,,,
"RURAL (138)",8232,137,2893,2628,1915,659
"Agric., ganadería, caza y silvicultura (139)",5624,104,1742,1752,1449,577
"Pesca (140)",4,,2,2,,
"Explotación de minas y canteras (141)",90,1,40,40,7,2
"Industrias manufactureras (142)",168,2,85,43,35,3
"Suministro de electricidad, gas y agua (143)",8,,,5,3,
"Construcción (144)",284,1,117,103,54,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",362,2,121,131,90,18
"Venta, mant.y rep. veh.autom.y motoc. (146)",24,1,15,5,3,
"Comercio al por mayor (147)",22,,8,10,4,
"Comercio al por menor (148)",316,1,98,116,83,18
"Hoteles y restaurantes (149)",91,1,41,29,16,4
"Trans., almac. y comunicaciones (150)",237,,121,89,26,1
"Intermediación financiera (151)",1,,1,,,
"Activid.inmobil., empres. y alquileres (152)",59,,26,24,9,
"Admin.pub. y defensa; p. segur.soc afil (153)",148,,50,57,38,3
"Enseñanza (154)",127,,40,63,23,1
"Servicios sociales y de salud (155)",38,,16,15,7,
"Otras activ. serv.comun.soc y personales (156)",95,2,42,34,16,1
"Hogares privados con servicio doméstico (157)",163,2,81,34,34,12
"Actividad economica no especificada (159)",140,,54,44,27,15
"Desocupado (160)",593,22,314,163,81,13
"Hombres (161)",6575,89,2259,2152,1542,533
"Agric., ganadería, caza y silvicultura (162)",4775,67,1451,1530,1233,494
"Pesca (163)",4,,2,2,,
"Explotación de minas y canteras (164)",87,1,39,38,7,2
"Industrias manufactureras (165)",139,1,73,33,30,2
"Suministro de electricidad, gas y agua (166)",8,,,5,3,
"Construcción (167)",271,1,111,100,52,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",172,2,74,56,35,5
"Venta, mant.y rep. veh.autom.y motoc. (169)",23,1,15,4,3,
"Comercio al por mayor (170)",11,,3,6,2,
"Comercio al por menor (171)",138,1,56,46,30,5
"Hoteles y restaurantes (172)",31,,17,9,3,2
"Trans., almac. y comunicaciones (173)",228,,114,87,26,1
"Intermediación financiera (174)",1,,1,,,
"Activid.inmobil., empres. y alquileres (175)",48,,17,22,9,
"Admin.pub. y defensa; p. segur.soc afil (176)",125,,38,49,35,3
"Enseñanza (177)",76,,19,38,18,1
"Servicios sociales y de salud (178)",20,,9,8,3,
"Otras activ. serv.comun.soc y personales (179)",69,,32,26,10,1
"Hogares privados con servicio doméstico (180)",2,1,,,1,
"Actividad economica no especificada (182)",37,,18,9,7,3
"Desocupado (183)",482,16,244,140,70,12
"Mujeres (184)",1657,48,634,476,373,126
"Agric., ganadería, caza y silvicultura (185)",849,37,291,222,216,83
"Explotación de minas y canteras (187)",3,,1,2,,
"Industrias manufactureras (188)",29,1,12,10,5,1
"Construcción (190)",13,,6,3,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",190,,47,75,55,13
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,,1,,
"Comercio al por mayor (193)",11,,5,4,2,
"Comercio al por menor (194)",178,,42,70,53,13
"Hoteles y restaurantes (195)",60,1,24,20,13,2
"Trans., almac. y comunicaciones (196)",9,,7,2,,
"Activid.inmobil., empres. y alquileres (198)",11,,9,2,,
"Admin.pub. y defensa; p. segur.soc afil (199)",23,,12,8,3,
"Enseñanza (200)",51,,21,25,5,
"Servicios sociales y de salud (201)",18,,7,7,4,
"Otras activ. serv.comun.soc y personales (202)",26,2,10,8,6,
"Hogares privados con servicio doméstico (203)",161,1,81,34,33,12
"Actividad economica no especificada (205)",103,,36,35,20,12
"Desocupado (206)",111,6,70,23,11,1
