"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",148,,,39,57,11,17,10,14
"Otro(a) no pariente (046)",930,41,14,313,375,40,41,32,74
"Hombres (048)",28333,2369,894,11419,9767,1031,1048,657,1148
"Jefe o Jefa (049)",10018,156,8,4023,3601,460,658,302,810
"Esposa(o)/ compa¤era(o) (050)",479,16,,148,223,23,18,18,33
"Hijo(a)/ hijastro(a) (051)",12618,1510,670,5194,4259,390,216,232,147
"Yerno/ nuera (052)",514,8,2,90,289,38,36,17,34
"Nieto(a) (053)",1634,421,153,697,321,18,8,7,9
"Padres/ suegros (054)",290,28,,232,19,,5,1,5
"Otro(a) pariente (055)",2144,209,54,850,788,68,73,48,54
"Trabajador(a) del hogar (056)",22,1,,12,9,,,,
"Pensionista (057)",92,,,20,38,8,10,8,8
"Otro(a) no pariente (058)",522,20,7,153,220,26,24,24,48
"Mujeres (060)",28670,2969,839,12963,8837,791,1003,454,814
"Jefe o Jefa (061)",3182,192,,1495,981,108,211,56,139
"Esposa(o)/ compa¤era(o) (062)",8576,490,4,4242,2596,222,449,136,437
"Hijo(a)/ hijastro(a) (063)",11253,1433,633,4727,3563,343,217,193,144
"Yerno/ nuera (064)",722,14,,248,364,26,32,17,21
"Nieto(a) (065)",1425,377,140,619,259,16,4,8,2
"Padres/ suegros (066)",674,223,,393,47,,8,,3
"Otro(a) pariente (067)",2050,213,55,902,700,55,57,32,36
"Trabajador(a) del hogar (068)",324,6,,158,153,4,1,2,
"Pensionista (069)",56,,,19,19,3,7,2,6
"Otro(a) no pariente (070)",408,21,7,160,155,14,17,8,26
,,,,,,,,,
"RURAL (072)",37242,9203,927,22421,4212,142,156,63,118
"Jefe o Jefa (073)",8278,1324,1,5265,1398,72,96,41,81
"Esposa(o)/ compa¤era(o) (074)",6595,1869,13,4078,583,10,20,5,17
"Hijo(a)/ hijastro(a) (075)",17507,4620,780,10405,1639,38,9,12,4
"Yerno/ nuera (076)",513,43,2,309,147,5,4,1,2
"Nieto(a) (077)",979,370,63,502,42,2,,,
"Padres/ suegros (078)",397,187,,201,9,,,,
"Otro(a) pariente (079)",2567,717,64,1447,303,11,16,2,7
"Trabajador(a) del hogar (080)",50,16,,28,6,,,,
"Pensionista (081)",33,2,,9,14,,7,,1
"Otro(a) no pariente (082)",323,55,4,177,71,4,4,2,6
"Hombres (084)",19689,3716,465,12191,2968,111,106,48,84
"Jefe o Jefa (085)",7484,962,1,4913,1359,63,80,36,70
"Esposa(o)/ compa¤era(o) (086)",90,18,,53,18,1,,,
"Hijo(a)/ hijastro(a) (087)",9514,2214,396,5713,1147,31,3,8,2
"Yerno/ nuera (088)",247,14,,136,86,4,4,1,2
"Nieto(a) (089)",509,176,34,268,30,1,,,
"Padres/ suegros (090)",155,34,,112,9,,,,
"Otro(a) pariente (091)",1387,258,33,829,243,7,11,1,5
"Trabajador(a) del hogar (092)",14,,,11,3,,,,
"Pensionista (093)",21,,,7,10,,4,,
"Otro(a) no pariente (094)",268,40,1,149,63,4,4,2,5
"Mujeres (096)",17553,5487,462,10230,1244,31,50,15,34
"Jefe o Jefa (097)",794,362,,352,39,9,16,5,11
"Esposa(o)/ compa¤era(o) (098)",6505,1851,13,4025,565,9,20,5,17
"Hijo(a)/ hijastro(a) (099)",7993,2406,384,4692,492,7,6,4,2
"Yerno/ nuera (100)",266,29,2,173,61,1,,,
"Nieto(a) (101)",470,194,29,234,12,1,,,
"Padres/ suegros (102)",242,153,,89,,,,,
"Otro(a) pariente (103)",1180,459,31,618,60,4,5,1,2
"Trabajador(a) del hogar (104)",36,16,,17,3,,,,
"Pensionista (105)",12,2,,2,4,,3,,1
"Otro(a) no pariente (106)",55,15,3,28,8,,,,1
