"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Mujeres (045)",2480,32,747,1001,557,143
"Agric., ganadería, caza y silvicultura (046)",550,10,136,160,180,64
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",78,2,31,24,18,3
"Construcción (051)",5,,,2,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",542,12,147,235,121,27
"Venta, mant.y rep. veh.autom.y motoc. (053)",7,,4,3,,
"Comercio al por mayor (054)",11,1,4,4,2,
"Comercio al por menor (055)",524,11,139,228,119,27
"Hoteles y restaurantes (056)",206,3,65,74,53,11
"Trans., almac. y comunicaciones (057)",14,1,8,4,1,
"Intermediación financiera (058)",6,,2,4,,
"Activid.inmobil., empres. y alquileres (059)",13,,4,5,3,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",58,,21,29,8,
"Enseñanza (061)",484,,130,276,78,
"Servicios sociales y de salud (062)",108,,43,60,5,
"Otras activ. serv.comun.soc y personales (063)",67,,26,27,13,1
"Hogares privados con servicio doméstico (064)",136,4,70,34,23,5
"Actividad economica no especificada (066)",212,,63,67,51,31
,,,,,,
"URBANA (067)",4796,67,1224,2041,1165,299
"Agric., ganadería, caza y silvicultura (068)",1855,38,444,638,524,211
"Explotación de minas y canteras (070)",6,,3,1,2,
"Industrias manufactureras (071)",183,3,60,66,44,10
"Suministro de electricidad, gas y agua (072)",6,,2,3,1,
"Construcción (073)",177,,54,71,50,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",621,17,151,276,141,36
"Venta, mant.y rep. veh.autom.y motoc. (075)",30,1,10,17,1,1
"Comercio al por mayor (076)",19,1,5,7,5,1
"Comercio al por menor (077)",572,15,136,252,135,34
"Hoteles y restaurantes (078)",181,3,48,68,50,12
"Trans., almac. y comunicaciones (079)",166,2,57,80,27,
"Intermediación financiera (080)",20,,6,10,4,
"Activid.inmobil., empres. y alquileres (081)",70,,19,35,13,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",274,,75,142,55,2
"Enseñanza (083)",773,,142,463,167,1
"Servicios sociales y de salud (084)",146,,49,84,13,
"Otras activ. serv.comun.soc y personales (085)",68,,22,28,17,1
"Hogares privados con servicio doméstico (086)",85,4,46,20,12,3
"Actividad economica no especificada (088)",165,,46,56,45,18
"Hombres (089)",3258,43,797,1344,843,231
"Agric., ganadería, caza y silvicultura (090)",1666,35,401,583,457,190
"Explotación de minas y canteras (092)",5,,2,1,2,
"Industrias manufactureras (093)",150,2,49,52,39,8
"Suministro de electricidad, gas y agua (094)",6,,2,3,1,
"Construcción (095)",175,,54,71,48,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",230,5,60,97,49,19
"Venta, mant.y rep. veh.autom.y motoc. (097)",24,1,7,14,1,1
"Comercio al por mayor (098)",9,,2,3,3,1
"Comercio al por menor (099)",197,4,51,80,45,17
"Hoteles y restaurantes (100)",28,,9,8,9,2
"Trans., almac. y comunicaciones (101)",154,1,50,76,27,
"Intermediación financiera (102)",14,,4,6,4,
"Activid.inmobil., empres. y alquileres (103)",62,,17,32,11,2
"Admin.pub. y defensa; p. segur.soc.afil (104)",220,,57,114,47,2
"Enseñanza (105)",394,,49,235,109,1
"Servicios sociales y de salud (106)",62,,19,34,9,
"Otras activ. serv.comun.soc y personales (107)",22,,6,9,7,
"Hogares privados con servicio doméstico (108)",5,,4,,1,
"Actividad economica no especificada (110)",65,,14,23,23,5
"Mujeres (112)",1538,24,427,697,322,68
"Agric., ganadería, caza y silvicultura (113)",189,3,43,55,67,21
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",33,1,11,14,5,2
"Construcción (118)",2,,,,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",391,12,91,179,92,17
"Venta, mant.y rep. veh.autom.y motoc. (120)",6,,3,3,,
"Comercio al por mayor (121)",10,1,3,4,2,
"Comercio al por menor (122)",375,11,85,172,90,17
"Hoteles y restaurantes (123)",153,3,39,60,41,10
"Trans., almac. y comunicaciones (124)",12,1,7,4,,
"Intermediación financiera (125)",6,,2,4,,
"Activid.inmobil., empres. y alquileres (126)",8,,2,3,2,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",54,,18,28,8,
"Enseñanza (128)",379,,93,228,58,
"Servicios sociales y de salud (129)",84,,30,50,4,
"Otras activ. serv.comun.soc y personales (130)",46,,16,19,10,1
"Hogares privados con servicio doméstico (131)",80,4,42,20,11,3
"Actividad economica no especificada (133)",100,,32,33,22,13
,,,,,,
"RURAL (134)",7061,96,2048,2291,1898,728
"Agric., ganadería, caza y silvicultura (135)",5574,87,1526,1740,1565,656
"Explotación de minas y canteras (137)",7,1,3,3,,
"Industrias manufactureras (138)",179,2,67,61,43,6
"Suministro de electricidad, gas y agua (139)",1,,1,,,
"Construcción (140)",279,2,85,114,67,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",267,3,106,88,54,16
"Venta, mant.y rep. veh.autom.y motoc. (142)",16,,9,7,,
"Comercio al por mayor (143)",7,,4,1,2,
"Comercio al por menor (144)",244,3,93,80,52,16
"Hoteles y restaurantes (145)",62,,31,16,14,1
"Trans., almac. y comunicaciones (146)",61,,30,20,8,3
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",21,,7,10,4,
"Admin.pub. y defensa; p. segur.soc.afil (149)",56,,15,25,16,
"Enseñanza (150)",240,,64,106,68,2
"Servicios sociales y de salud (151)",47,,17,26,4,
"Otras activ. serv.comun.soc y personales (152)",27,,10,13,4,
"Hogares privados con servicio doméstico (153)",59,1,30,14,12,2
"Actividad economica no especificada (155)",180,,56,54,39,31
"Hombres (156)",6119,88,1728,1987,1663,653
"Agric., ganadería, caza y silvicultura (157)",5213,80,1433,1635,1452,613
"Explotación de minas y canteras (159)",7,1,3,3,,
"Industrias manufactureras (160)",134,1,47,51,30,5
"Suministro de electricidad, gas y agua (161)",1,,1,,,
"Construcción (162)",276,2,85,112,66,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",116,3,50,32,25,6
"Venta, mant.y rep. veh.autom.y motoc. (164)",15,,8,7,,
"Comercio al por mayor (165)",6,,3,1,2,
"Comercio al por menor (166)",95,3,39,24,23,6
"Hoteles y restaurantes (167)",9,,5,2,2,
"Trans., almac. y comunicaciones (168)",59,,29,20,7,3
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",16,,5,8,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",52,,12,24,16,
"Enseñanza (172)",135,,27,58,48,2
"Servicios sociales y de salud (173)",23,,4,16,3,
"Otras activ. serv.comun.soc y personales (174)",6,,,5,1,
"Hogares privados con servicio doméstico (175)",3,1,2,,,
"Actividad economica no especificada (177)",68,,25,20,10,13
"Mujeres (179)",942,8,320,304,235,75
"Agric., ganadería, caza y silvicultura (180)",361,7,93,105,113,43
"Industrias manufactureras (183)",45,1,20,10,13,1
"Construcción (185)",3,,,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",151,,56,56,29,10
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",1,,1,,,
"Comercio al por menor (189)",149,,54,56,29,10
"Hoteles y restaurantes (190)",53,,26,14,12,1
"Trans., almac. y comunicaciones (191)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (193)",5,,2,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",4,,3,1,,
"Enseñanza (195)",105,,37,48,20,
"Servicios sociales y de salud (196)",24,,13,10,1,
"Otras activ. serv.comun.soc y personales (197)",21,,10,8,3,
"Hogares privados con servicio doméstico (198)",56,,28,14,12,2
"Actividad economica no especificada (200)",112,,31,34,29,18
