"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior no univ. incompleta (065)",93,52,4,21,16
"Superior no univ. completa (066)",142,69,23,27,23
"Superior univ. incompleta (067)",80,55,3,8,14
"Superior univ. completa (068)",173,66,24,42,41
"De 06 a 14 años (070)",22,22,,,
"Primaria (073)",14,14,,,
"Secundaria (074)",8,8,,,
"De 15 a 29 años (080)",712,488,66,77,81
"Sin nivel (081)",2,1,,1,
"Primaria (083)",53,45,1,5,2
"Secundaria (084)",489,347,55,39,48
"Superior no univ. incompleta (085)",49,32,2,11,4
"Superior no univ. completa (086)",55,26,5,11,13
"Superior univ. incompleta (087)",23,15,,2,6
"Superior univ. completa (088)",41,22,3,8,8
"De 30 a 44 años (090)",896,622,70,101,103
"Sin nivel (091)",27,26,1,,
"Primaria (093)",236,200,8,16,12
"Secundaria (094)",394,297,25,31,41
"Superior no univ. incompleta (095)",37,15,1,10,11
"Superior no univ. completa (096)",61,28,14,12,7
"Superior univ. incompleta (097)",34,24,3,3,4
"Superior univ. completa (098)",107,32,18,29,28
"De 45 a 64 años (100)",743,613,34,44,52
"Sin nivel (101)",98,95,1,1,1
"Primaria (103)",416,363,19,16,18
"Secundaria (104)",154,112,6,15,21
"Superior no univ. incompleta (105)",5,4,1,,
"Superior no univ. completa (106)",25,14,4,4,3
"Superior univ. incompleta (107)",20,13,,3,4
"Superior univ. completa (108)",25,12,3,5,5
"De 65 y más años (110)",266,255,3,3,5
"Sin nivel (111)",88,87,1,,
"Primaria (113)",153,146,2,3,2
"Secundaria (114)",19,17,,,2
"Superior no univ. incompleta (115)",2,1,,,1
"Superior no univ. completa (116)",1,1,,,
"Superior univ. incompleta (117)",3,3,,,
,,,,,
"RURAL (120)",1424,1150,83,76,115
"Sin nivel (121)",167,160,1,1,5
"Educación inicial (122)",2,2,,,
"Primaria (123)",532,459,26,20,27
"Secundaria (124)",582,450,40,35,57
"Superior no univ. incompleta (125)",39,26,3,4,6
"Superior no univ. completa (126)",42,31,6,,5
"Superior univ. incompleta (127)",10,6,,2,2
"Superior univ. completa (128)",50,16,7,14,13
"De 06 a 14 años (130)",16,15,1,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",12,11,1,,
"Secundaria (134)",3,3,,,
"De 15 a 29 años (140)",429,324,33,33,39
"Sin nivel (141)",2,2,,,
"Primaria (143)",53,47,3,2,1
"Secundaria (144)",313,240,22,25,26
"Superior no univ. incompleta (145)",27,18,2,4,3
"Superior no univ. completa (146)",17,9,4,,4
"Superior univ. incompleta (147)",2,2,,,
"Superior univ. completa (148)",15,6,2,2,5
"De 30 a 44 años (150)",431,319,32,27,53
"Sin nivel (151)",28,26,,1,1
"Educación inicial (152)",1,1,,,
"Primaria (153)",171,136,13,9,13
"Secundaria (154)",177,132,14,6,25
"Superior no univ. incompleta (155)",6,3,,,3
"Superior no univ. completa (156)",13,11,1,,1
"Superior univ. incompleta (157)",5,3,,,2
"Superior univ. completa (158)",30,7,4,11,8
"De 45 a 64 años (160)",382,337,15,13,17
"Sin nivel (161)",63,60,1,,2
"Primaria (163)",215,192,7,6,10
"Secundaria (164)",83,70,4,4,5
"Superior no univ. incompleta (165)",5,4,1,,
"Superior no univ. completa (166)",9,8,1,,
"Superior univ. incompleta (167)",3,1,,2,
"Superior univ. completa (168)",4,2,1,1,
"De 65 y más años (170)",166,155,2,3,6
"Sin nivel (171)",74,72,,,2
"Primaria (173)",81,73,2,3,3
"Secundaria (174)",6,5,,,1
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",3,3,,,
"Superior univ. completa (178)",1,1,,,
