"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",597,597,,,
"De 06 a 14 años (056)",413,374,30,8,1
"Empleado (057)",60,51,6,3,
"Obrero (058)",53,41,9,2,1
"Trabajador independiente (059)",75,68,7,,
"Trabajador familiar no remunerado (061)",196,185,8,3,
"Trabajador del hogar (062)",29,29,,,
"De 15 a 29 años (064)",7740,5991,601,349,799
"Empleado (065)",2165,1059,244,223,639
"Obrero (066)",1534,1071,187,120,156
"Trabajador independiente (067)",2753,2626,127,,
"Empleador o patrono (068)",165,146,15,1,3
"Trabajador familiar no remunerado (069)",766,732,28,5,1
"Trabajador del hogar (070)",357,357,,,
"De 30 a 44 años (072)",7821,5756,591,499,975
"Empleado (073)",2224,688,322,387,827
"Obrero (074)",1080,720,120,101,139
"Trabajador independiente (075)",3734,3618,116,,
"Empleador o patrono (076)",241,204,20,10,7
"Trabajador familiar no remunerado (077)",410,394,13,1,2
"Trabajador del hogar (078)",132,132,,,
"De 45 a 64 años (080)",4596,3655,289,221,431
"Empleado (081)",917,274,116,161,366
"Obrero (082)",650,464,74,51,61
"Trabajador independiente (083)",2508,2438,70,,
"Empleador o patrono (084)",194,160,23,7,4
"Trabajador familiar no remunerado (085)",260,252,6,2,
"Trabajador del hogar (086)",67,67,,,
"De 65 y más años (088)",630,577,28,13,12
"Empleado (089)",45,20,7,9,9
"Obrero (090)",85,74,4,4,3
"Trabajador independiente (091)",420,408,12,,
"Empleador o patrono (092)",34,31,3,,
"Trabajador familiar no remunerado (093)",34,32,2,,
"Trabajador del hogar (094)",12,12,,,
,,,,,
"RURAL (096)",48950,46479,1526,361,584
"Empleado (097)",1858,1012,332,116,398
"Obrero (098)",10833,9941,514,204,174
"Trabajador independiente (099)",24173,23843,330,,
"Empleador o patrono (100)",1720,1633,58,23,6
"Trabajador familiar no remunerado (101)",9905,9589,292,18,6
"Trabajador del hogar (102)",461,461,,,
"De 06 a 14 años (104)",1570,1457,103,10,
"Empleado (105)",27,25,1,1,
"Obrero (106)",146,136,8,2,
"Trabajador independiente (107)",123,122,1,,
"Trabajador familiar no remunerado (109)",1240,1140,93,7,
"Trabajador del hogar (110)",34,34,,,
"De 15 a 29 años (112)",21353,20294,660,153,246
"Empleado (113)",830,495,120,37,178
"Obrero (114)",5932,5493,276,99,64
"Trabajador independiente (115)",8359,8241,118,,
"Empleador o patrono (116)",412,390,12,9,1
"Trabajador familiar no remunerado (117)",5532,5387,134,8,3
"Trabajador del hogar (118)",288,288,,,
"De 30 a 44 años (120)",15634,14735,528,134,237
"Empleado (121)",743,361,171,51,160
"Obrero (122)",3096,2781,169,73,73
"Trabajador independiente (123)",9053,8927,126,,
"Empleador o patrono (124)",693,663,20,8,2
"Trabajador familiar no remunerado (125)",1957,1911,42,2,2
"Trabajador del hogar (126)",92,92,,,
"De 45 a 64 años (128)",8657,8291,212,58,96
"Empleado (129)",247,125,39,26,57
"Obrero (130)",1393,1275,56,27,35
"Trabajador independiente (131)",5496,5421,75,,
"Empleador o patrono (132)",482,454,21,4,3
"Trabajador familiar no remunerado (133)",1001,978,21,1,1
"Trabajador del hogar (134)",38,38,,,
"De 65 y más años (136)",1736,1702,23,6,5
"Empleado (137)",11,6,1,1,3
"Obrero (138)",266,256,5,3,2
"Trabajador independiente (139)",1142,1132,10,,
"Empleador o patrono (140)",133,126,5,2,
"Trabajador familiar no remunerado (141)",175,173,2,,
"Trabajador del hogar (142)",9,9,,,
