"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",18775,1062,421,3890,7676,1299,1210,1526,1691
"Trabajador(a) del hogar (044)",507,13,4,82,286,47,44,21,10
"Pensionista (045)",595,3,,61,241,52,36,116,86
"Otro(a) no pariente (046)",4396,154,43,637,1806,340,394,486,536
"Hombres (048)",132207,7195,3596,29048,51388,7051,8182,9490,16257
"Jefe o Jefa (049)",49305,467,9,8159,20954,2606,3991,3285,9834
"Esposa(o)/ compa¤era(o) (050)",4216,49,,580,2049,273,337,289,639
"Hijo(a)/ hijastro(a) (051)",54413,4627,2530,14470,19414,2900,2616,4137,3719
"Yerno/ nuera (052)",3064,12,,87,1291,260,406,258,750
"Nieto(a) (053)",8094,1387,801,2851,2114,246,160,399,136
"Padres/ suegros (054)",1267,87,,704,348,13,24,17,74
"Otro(a) pariente (055)",9277,489,231,1862,4077,559,466,782,811
"Trabajador(a) del hogar (056)",105,4,2,15,59,4,9,7,5
"Pensionista (057)",360,2,,37,147,28,21,67,58
"Otro(a) no pariente (058)",2106,71,23,283,935,162,152,249,231
"Mujeres (060)",141736,9090,3454,33186,50189,8047,12740,8567,16463
"Jefe o Jefa (061)",24293,1020,9,5782,8835,1222,2564,1177,3684
"Esposa(o)/ compa¤era(o) (062)",39272,1045,22,7259,16663,2134,4512,1668,5969
"Hijo(a)/ hijastro(a) (063)",52876,4422,2465,13524,16314,3122,3945,4131,4953
"Yerno/ nuera (064)",2687,8,2,112,1272,297,422,172,402
"Nieto(a) (065)",7542,1344,744,2759,1745,264,186,356,144
"Padres/ suegros (066)",2641,585,,1277,569,23,75,19,93
"Otro(a) pariente (067)",9498,573,190,2028,3599,740,744,744,880
"Trabajador(a) del hogar (068)",402,9,2,67,227,43,35,14,5
"Pensionista (069)",235,1,,24,94,24,15,49,28
"Otro(a) no pariente (070)",2290,83,20,354,871,178,242,237,305
,,,,,,,,,
"RURAL (072)",25021,2062,498,7860,10568,968,1244,727,1094
"Jefe o Jefa (073)",7431,379,,2464,3426,206,324,195,437
"Esposa(o)/ compa¤era(o) (074)",4621,327,1,1489,2149,152,253,69,181
"Hijo(a)/ hijastro(a) (075)",9703,931,388,2918,3785,451,515,352,363
"Yerno/ nuera (076)",440,4,,29,260,39,56,16,36
"Nieto(a) (077)",1211,217,81,438,319,54,35,47,20
"Padres/ suegros (078)",228,73,,125,25,,2,,3
"Otro(a) pariente (079)",1192,119,26,357,506,54,43,42,45
"Trabajador(a) del hogar (080)",20,1,,4,10,1,3,1,
"Pensionista (081)",14,1,,,10,3,,,
"Otro(a) no pariente (082)",161,10,2,36,78,8,13,5,9
"Hombres (084)",12746,835,272,3867,5765,432,569,405,601
"Jefe o Jefa (085)",5589,150,,1787,2749,159,235,164,345
"Esposa(o)/ compa¤era(o) (086)",361,12,,96,207,9,12,6,19
"Hijo(a)/ hijastro(a) (087)",5083,485,218,1483,2140,178,242,178,159
"Yerno/ nuera (088)",234,1,,17,130,18,30,7,31
"Nieto(a) (089)",613,108,36,218,175,30,17,19,10
"Padres/ suegros (090)",84,14,,61,6,,1,,2
"Otro(a) pariente (091)",678,59,16,188,302,31,25,27,30
"Trabajador(a) del hogar (092)",5,,,1,3,,,1,
"Pensionista (093)",14,1,,,10,3,,,
"Otro(a) no pariente (094)",85,5,2,16,43,4,7,3,5
"Mujeres (096)",12275,1227,226,3993,4803,536,675,322,493
"Jefe o Jefa (097)",1842,229,,677,677,47,89,31,92
"Esposa(o)/ compa¤era(o) (098)",4260,315,1,1393,1942,143,241,63,162
"Hijo(a)/ hijastro(a) (099)",4620,446,170,1435,1645,273,273,174,204
"Yerno/ nuera (100)",206,3,,12,130,21,26,9,5
"Nieto(a) (101)",598,109,45,220,144,24,18,28,10
"Padres/ suegros (102)",144,59,,64,19,,1,,1
"Otro(a) pariente (103)",514,60,10,169,204,23,18,15,15
"Trabajador(a) del hogar (104)",15,1,,3,7,1,3,,
"Otro(a) no pariente (106)",76,5,,20,35,4,6,2,4
