"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",136,125,9,,2
"Empleado (057)",12,10,1,,1
"Obrero (058)",5,5,,,
"Trabajador independiente (059)",32,30,2,,
"Trabajador familiar no remunerado (061)",70,63,6,,1
"Trabajador del hogar (062)",17,17,,,
"De 15 a 29 años (064)",2854,2100,247,136,371
"Empleado (065)",682,227,84,78,293
"Obrero (066)",494,290,73,55,76
"Trabajador independiente (067)",1251,1182,69,,
"Empleador o patrono (068)",38,34,2,1,1
"Trabajador familiar no remunerado (069)",316,294,19,2,1
"Trabajador del hogar (070)",73,73,,,
"De 30 a 44 años (072)",4025,2688,276,237,824
"Empleado (073)",1132,166,100,152,714
"Obrero (074)",583,315,81,80,107
"Trabajador independiente (075)",1943,1870,73,,
"Empleador o patrono (076)",74,60,9,3,2
"Trabajador familiar no remunerado (077)",263,247,13,2,1
"Trabajador del hogar (078)",30,30,,,
"De 45 a 64 años (080)",2694,1897,115,114,568
"Empleado (081)",727,72,57,86,512
"Obrero (082)",257,157,23,24,53
"Trabajador independiente (083)",1445,1416,29,,
"Empleador o patrono (084)",41,37,2,,2
"Trabajador familiar no remunerado (085)",200,191,4,4,1
"Trabajador del hogar (086)",24,24,,,
"De 65 y más años (088)",553,507,24,6,16
"Empleado (089)",31,11,7,,13
"Obrero (090)",46,36,4,4,2
"Trabajador independiente (091)",371,362,9,,
"Empleador o patrono (092)",16,14,1,1,
"Trabajador familiar no remunerado (093)",87,82,3,1,1
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",14043,12837,482,255,469
"Empleado (097)",553,163,108,84,198
"Obrero (098)",2193,1633,143,148,269
"Trabajador independiente (099)",6460,6345,115,,
"Empleador o patrono (100)",164,158,5,,1
"Trabajador familiar no remunerado (101)",4607,4472,111,23,1
"Trabajador del hogar (102)",66,66,,,
"De 06 a 14 años (104)",223,217,6,,
"Empleado (105)",1,1,,,
"Obrero (106)",8,6,2,,
"Trabajador independiente (107)",14,14,,,
"Trabajador familiar no remunerado (109)",195,191,4,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",3735,3347,165,95,128
"Empleado (113)",184,74,27,32,51
"Obrero (114)",683,488,63,56,76
"Trabajador independiente (115)",1261,1234,27,,
"Empleador o patrono (116)",28,27,1,,
"Trabajador familiar no remunerado (117)",1543,1488,47,7,1
"Trabajador del hogar (118)",36,36,,,
"De 30 a 44 años (120)",4431,3918,178,87,248
"Empleado (121)",234,54,53,27,100
"Obrero (122)",799,552,46,54,147
"Trabajador independiente (123)",1989,1951,38,,
"Empleador o patrono (124)",50,48,1,,1
"Trabajador familiar no remunerado (125)",1348,1302,40,6,
"Trabajador del hogar (126)",11,11,,,
"De 45 a 64 años (128)",3996,3728,116,65,87
"Empleado (129)",122,31,27,22,42
"Obrero (130)",559,450,29,35,45
"Trabajador independiente (131)",2185,2142,43,,
"Empleador o patrono (132)",65,63,2,,
"Trabajador familiar no remunerado (133)",1059,1036,15,8,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",1658,1627,17,8,6
"Empleado (137)",12,3,1,3,5
"Obrero (138)",144,137,3,3,1
"Trabajador independiente (139)",1011,1004,7,,
"Empleador o patrono (140)",21,20,1,,
"Trabajador familiar no remunerado (141)",462,455,5,2,
"Trabajador del hogar (142)",8,8,,,
