"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleador o patrono (052)",1514,1080,256,133,45
"Trabajador familiar no remunerado (053)",4147,3710,322,86,29
"Trabajador del hogar (054)",2864,2864,,,
"De 06 a 14 años (056)",1235,1090,104,39,2
"Empleado (057)",101,84,12,5,
"Obrero (058)",156,115,26,13,2
"Trabajador independiente (059)",221,202,19,,
"Empleador o patrono (060)",2,2,,,
"Trabajador familiar no remunerado (061)",571,503,47,21,
"Trabajador del hogar (062)",184,184,,,
"De 15 a 29 años (064)",20783,14643,2726,1952,1462
"Empleado (065)",7001,3102,1317,1377,1205
"Obrero (066)",3494,2055,700,506,233
"Trabajador independiente (067)",6643,6142,501,,
"Empleador o patrono (068)",373,259,62,41,11
"Trabajador familiar no remunerado (069)",1713,1526,146,28,13
"Trabajador del hogar (070)",1559,1559,,,
"De 30 a 44 años (072)",22258,14541,2375,2600,2742
"Empleado (073)",7238,1925,1027,1953,2333
"Obrero (074)",3037,1497,582,574,384
"Trabajador independiente (075)",9692,9103,589,,
"Empleador o patrono (076)",589,408,108,56,17
"Trabajador familiar no remunerado (077)",1009,915,69,17,8
"Trabajador del hogar (078)",693,693,,,
"De 45 a 64 años (080)",14289,10126,1276,1172,1715
"Empleado (081)",3636,860,439,873,1464
"Obrero (082)",1805,1038,289,249,229
"Trabajador independiente (083)",7358,6936,422,,
"Empleador o patrono (084)",449,326,75,33,15
"Trabajador familiar no remunerado (085)",687,612,51,17,7
"Trabajador del hogar (086)",354,354,,,
"De 65 y más años (088)",2233,2010,116,52,55
"Empleado (089)",165,82,19,29,35
"Obrero (090)",240,182,24,17,17
"Trabajador independiente (091)",1486,1433,53,,
"Empleador o patrono (092)",101,85,11,3,2
"Trabajador familiar no remunerado (093)",167,154,9,3,1
"Trabajador del hogar (094)",74,74,,,
,,,,,
"RURAL (096)",5931,5059,618,154,100
"Empleado (097)",295,116,64,36,79
"Obrero (098)",803,533,162,91,17
"Trabajador independiente (099)",3202,2961,241,,
"Empleador o patrono (100)",214,166,31,13,4
"Trabajador familiar no remunerado (101)",1317,1183,120,14,
"Trabajador del hogar (102)",100,100,,,
"De 06 a 14 años (104)",264,240,22,2,
"Empleado (105)",2,2,,,
"Obrero (106)",19,17,2,,
"Trabajador independiente (107)",38,36,2,,
"Trabajador familiar no remunerado (109)",199,179,18,2,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",2170,1827,225,69,49
"Empleado (113)",128,53,22,13,40
"Obrero (114)",340,215,72,46,7
"Trabajador independiente (115)",942,875,67,,
"Empleador o patrono (116)",53,39,8,4,2
"Trabajador familiar no remunerado (117)",658,596,56,6,
"Trabajador del hogar (118)",49,49,,,
"De 30 a 44 años (120)",1831,1539,196,56,40
"Empleado (121)",119,41,28,19,31
"Obrero (122)",267,175,54,31,7
"Trabajador independiente (123)",1074,994,80,,
"Empleador o patrono (124)",84,66,12,4,2
"Trabajador familiar no remunerado (125)",262,238,22,2,
"Trabajador del hogar (126)",25,25,,,
"De 45 a 64 años (128)",1313,1131,149,22,11
"Empleado (129)",44,18,14,4,8
"Obrero (130)",149,105,30,11,3
"Trabajador independiente (131)",890,813,77,,
"Empleador o patrono (132)",53,42,8,3,
"Trabajador familiar no remunerado (133)",165,141,20,4,
"Trabajador del hogar (134)",12,12,,,
"De 65 y más años (136)",353,322,26,5,
"Empleado (137)",2,2,,,
"Obrero (138)",28,21,4,3,
"Trabajador independiente (139)",258,243,15,,
"Empleador o patrono (140)",24,19,3,2,
"Trabajador familiar no remunerado (141)",33,29,4,,
"Trabajador del hogar (142)",8,8,,,
