"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",405,316,42,34,13
"Educación inicial (062)",16,9,2,2,3
"Primaria (063)",3134,1892,492,488,262
"Secundaria (064)",6219,3102,1129,1280,708
"Superior no univ. incompleta (065)",481,247,78,85,71
"Superior no univ. completa (066)",372,152,68,67,85
"Superior univ. incompleta (067)",252,122,41,49,40
"Superior univ. completa (068)",490,160,74,122,134
"De 06 a 14 años (070)",90,75,5,8,2
"Educación inicial (072)",2,,1,1,
"Primaria (073)",53,47,2,3,1
"Secundaria (074)",35,28,2,4,1
"De 15 a 29 años (080)",4839,2383,875,992,589
"Sin nivel (081)",36,20,5,9,2
"Educación inicial (082)",5,3,,,2
"Primaria (083)",725,401,126,123,75
"Secundaria (084)",3364,1621,623,738,382
"Superior no univ. incompleta (085)",247,129,47,37,34
"Superior no univ. completa (086)",176,85,30,28,33
"Superior univ. incompleta (087)",141,73,18,30,20
"Superior univ. completa (088)",145,51,26,27,41
"De 30 a 44 años (090)",4382,2272,751,852,507
"Sin nivel (091)",97,74,11,10,2
"Educación inicial (092)",9,6,1,1,1
"Primaria (093)",1371,791,220,250,110
"Secundaria (094)",2241,1139,418,431,253
"Superior no univ. incompleta (095)",194,92,27,44,31
"Superior no univ. completa (096)",154,54,33,34,33
"Superior univ. incompleta (097)",81,42,11,16,12
"Superior univ. completa (098)",235,74,30,66,65
"De 45 a 64 años (100)",1843,1102,273,265,203
"Sin nivel (101)",193,156,19,11,7
"Primaria (103)",872,566,132,107,67
"Secundaria (104)",566,303,85,107,71
"Superior no univ. incompleta (105)",40,26,4,4,6
"Superior no univ. completa (106)",41,12,5,5,19
"Superior univ. incompleta (107)",28,7,11,3,7
"Superior univ. completa (108)",103,32,17,28,26
"De 65 y más años (110)",215,168,22,10,15
"Sin nivel (111)",79,66,7,4,2
"Primaria (113)",113,87,12,5,9
"Secundaria (114)",13,11,1,,1
"Superior no univ. completa (116)",1,1,,,
"Superior univ. incompleta (117)",2,,1,,1
"Superior univ. completa (118)",7,3,1,1,2
,,,,,
"RURAL (120)",4991,3792,294,365,540
"Sin nivel (121)",766,746,6,5,9
"Educación inicial (122)",2,1,,,1
"Primaria (123)",1858,1590,89,85,94
"Secundaria (124)",1997,1268,155,233,341
"Superior no univ. incompleta (125)",87,56,9,8,14
"Superior no univ. completa (126)",125,63,9,10,43
"Superior univ. incompleta (127)",66,26,5,13,22
"Superior univ. completa (128)",90,42,21,11,16
"De 06 a 14 años (130)",34,34,,,
"Sin nivel (131)",6,6,,,
"Primaria (133)",21,21,,,
"Secundaria (134)",7,7,,,
"De 15 a 29 años (140)",1787,1212,123,188,264
"Sin nivel (141)",54,52,,2,
"Educación inicial (142)",1,1,,,
"Primaria (143)",413,357,23,19,14
"Secundaria (144)",1142,718,88,147,189
"Superior no univ. incompleta (145)",49,32,3,4,10
"Superior no univ. completa (146)",63,31,2,4,26
"Superior univ. incompleta (147)",34,11,3,5,15
"Superior univ. completa (148)",31,10,4,7,10
"De 30 a 44 años (150)",1602,1141,122,133,206
"Sin nivel (151)",96,92,1,1,2
"Educación inicial (152)",1,,,,1
"Primaria (153)",699,554,46,51,48
"Secundaria (154)",658,411,53,66,128
"Superior no univ. incompleta (155)",28,21,3,2,2
"Superior no univ. completa (156)",53,27,6,5,15
"Superior univ. incompleta (157)",20,9,,5,6
"Superior univ. completa (158)",47,27,13,3,4
"De 45 a 64 años (160)",1166,1013,44,42,67
"Sin nivel (161)",352,341,4,1,6
"Primaria (163)",588,528,16,14,30
"Secundaria (164)",184,126,14,20,24
"Superior no univ. incompleta (165)",10,3,3,2,2
"Superior no univ. completa (166)",9,5,1,1,2
"Superior univ. incompleta (167)",12,6,2,3,1
"Superior univ. completa (168)",11,4,4,1,2
"De 65 y más años (170)",402,392,5,2,3
"Sin nivel (171)",258,255,1,1,1
"Primaria (173)",137,130,4,1,2
"Secundaria (174)",6,6,,,
"Superior univ. completa (178)",1,1,,,
