"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",8,6,2,,
"Trabajador independiente (059)",16,15,1,,
"Trabajador familiar no remunerado (061)",37,35,2,,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",1451,1057,120,88,186
"Empleado (065)",358,117,38,44,159
"Obrero (066)",323,215,42,40,26
"Trabajador independiente (067)",515,490,25,,
"Empleador o patrono (068)",15,10,2,3,
"Trabajador familiar no remunerado (069)",154,139,13,1,1
"Trabajador del hogar (070)",86,86,,,
"De 30 a 44 años (072)",1867,1134,149,139,445
"Empleado (073)",662,115,73,95,379
"Obrero (074)",263,124,33,41,65
"Trabajador independiente (075)",741,713,28,,
"Empleador o patrono (076)",52,39,11,2,
"Trabajador familiar no remunerado (077)",115,109,4,1,1
"Trabajador del hogar (078)",34,34,,,
"De 45 a 64 años (080)",1273,962,63,78,170
"Empleado (081)",304,54,32,65,153
"Obrero (082)",143,103,11,12,17
"Trabajador independiente (083)",679,664,15,,
"Empleador o patrono (084)",40,34,5,1,
"Trabajador familiar no remunerado (085)",82,82,,,
"Trabajador del hogar (086)",25,25,,,
"De 65 y más años (088)",406,376,14,4,12
"Empleado (089)",19,7,,3,9
"Obrero (090)",40,30,7,1,2
"Trabajador independiente (091)",289,284,5,,
"Empleador o patrono (092)",20,18,2,,
"Trabajador familiar no remunerado (093)",26,25,,,1
"Trabajador del hogar (094)",12,12,,,
,,,,,
"RURAL (096)",11581,10514,504,297,266
"Empleado (097)",469,122,51,81,215
"Obrero (098)",1836,1326,256,205,49
"Trabajador independiente (099)",7145,7029,116,,
"Empleador o patrono (100)",103,66,32,5,
"Trabajador familiar no remunerado (101)",1934,1877,49,6,2
"Trabajador del hogar (102)",94,94,,,
"De 06 a 14 años (104)",248,238,9,1,
"Obrero (106)",22,18,3,1,
"Trabajador independiente (107)",18,17,1,,
"Trabajador familiar no remunerado (109)",207,202,5,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",3884,3474,197,131,82
"Empleado (113)",141,45,13,26,57
"Obrero (114)",745,515,106,100,24
"Trabajador independiente (115)",1813,1772,41,,
"Empleador o patrono (116)",17,9,6,2,
"Trabajador familiar no remunerado (117)",1120,1085,31,3,1
"Trabajador del hogar (118)",48,48,,,
"De 30 a 44 años (120)",3660,3251,161,108,140
"Empleado (121)",252,58,31,40,123
"Obrero (122)",576,414,80,66,16
"Trabajador independiente (123)",2422,2390,32,,
"Empleador o patrono (124)",34,20,12,2,
"Trabajador familiar no remunerado (125)",348,341,6,,1
"Trabajador del hogar (126)",28,28,,,
"De 45 a 64 años (128)",2718,2506,119,50,43
"Empleado (129)",72,17,7,14,34
"Obrero (130)",399,299,59,32,9
"Trabajador independiente (131)",2006,1971,35,,
"Empleador o patrono (132)",36,24,11,1,
"Trabajador familiar no remunerado (133)",192,182,7,3,
"Trabajador del hogar (134)",13,13,,,
"De 65 y más años (136)",1071,1045,18,7,1
"Empleado (137)",4,2,,1,1
"Obrero (138)",94,80,8,6,
"Trabajador independiente (139)",886,879,7,,
"Empleador o patrono (140)",16,13,3,,
"Trabajador familiar no remunerado (141)",67,67,,,
"Trabajador del hogar (142)",4,4,,,
