"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",4612,,980,2369,1161,102
"Desocupada (030)",1782,50,1004,464,217,47
"Sin nivel (031)",100,5,12,36,34,13
"Educación inicial (032)",3,,3,,,
"Primaria (033)",408,28,153,130,77,20
"Secundaria (034)",884,17,590,199,67,11
"Superior no univ. incompleta (035)",111,,77,24,10,
"Superior no univ. completa (036)",113,,83,21,9,
"Superior univ. incompleta (037)",60,,40,13,5,2
"Superior univ. completa (038)",103,,46,41,15,1
"No PEA (040)",80635,36916,22982,10269,6908,3560
"Sin nivel (041)",7334,1307,559,1651,2188,1629
"Educación inicial (042)",2137,2039,56,42,,
"Primaria (043)",39784,27127,4361,4202,2800,1294
"Secundaria (044)",25660,6443,14461,3065,1296,395
"Superior no univ. incompleta (045)",2096,,1625,304,130,37
"Superior no univ. completa (046)",1133,,527,370,170,66
"Superior univ. incompleta (047)",1370,,1040,195,92,43
"Superior univ. completa (048)",1121,,353,440,232,96
,,,,,,
"URBANA (060)",84562,22026,27463,19747,11959,3367
"Sin nivel (061)",4495,550,343,1103,1510,989
"Educación inicial (062)",1470,1371,58,41,,
"Primaria (063)",29478,15371,3307,5247,4125,1428
"Secundaria (064)",33069,4734,16946,7257,3552,580
"Superior no univ. incompleta (065)",4192,,2529,1119,494,50
"Superior no univ. completa (066)",3933,,1530,1651,657,95
"Superior univ. incompleta (067)",2955,,1578,887,415,75
"Superior univ. completa (068)",4970,,1172,2442,1206,150
"PEA (070)",37218,630,13322,13889,8115,1262
"Sin nivel (071)",1636,7,115,546,708,260
"Educación inicial (072)",53,14,22,17,,
"Primaria (073)",8350,361,1648,3174,2590,577
"Secundaria (074)",15724,248,7518,5141,2563,254
"Superior no univ. incompleta (075)",2595,,1305,881,386,23
"Superior no univ. completa (076)",3038,,1117,1360,521,40
"Superior univ. incompleta (077)",1825,,726,723,337,39
"Superior univ. completa (078)",3997,,871,2047,1010,69
"Ocupada (080)",35801,606,12562,13482,7926,1225
"Sin nivel (081)",1567,7,111,513,685,251
"Educación inicial (082)",50,14,19,17,,
"Primaria (083)",8057,349,1550,3072,2524,562
"Secundaria (084)",15011,236,7071,4959,2501,244
"Superior no univ. incompleta (085)",2500,,1242,859,376,23
"Superior no univ. completa (086)",2938,,1046,1340,512,40
"Superior univ. incompleta (087)",1772,,693,710,332,37
"Superior univ. completa (088)",3906,,830,2012,996,68
"Desocupada (090)",1417,24,760,407,189,37
"Sin nivel (091)",69,,4,33,23,9
"Educación inicial (092)",3,,3,,,
"Primaria (093)",293,12,98,102,66,15
"Secundaria (094)",713,12,447,182,62,10
"Superior no univ. incompleta (095)",95,,63,22,10,
"Superior no univ. completa (096)",100,,71,20,9,
"Superior univ. incompleta (097)",53,,33,13,5,2
"Superior univ. completa (098)",91,,41,35,14,1
"No PEA (100)",47344,21396,14141,5858,3844,2105
"Sin nivel (101)",2859,543,228,557,802,729
"Educación inicial (102)",1417,1357,36,24,,
"Primaria (103)",21128,15010,1659,2073,1535,851
"Secundaria (104)",17345,4486,9428,2116,989,326
"Superior no univ. incompleta (105)",1597,,1224,238,108,27
"Superior no univ. completa (106)",895,,413,291,136,55
"Superior univ. incompleta (107)",1130,,852,164,78,36
"Superior univ. completa (108)",973,,301,395,196,81
,,,,,,
"RURAL (120)",62088,16411,19777,13268,9292,3340
"Sin nivel (121)",7683,810,582,2111,2651,1529
"Educación inicial (122)",748,691,33,24,,
"Primaria (123)",30956,12722,6369,5953,4469,1443
"Secundaria (124)",19017,2188,11046,3937,1589,257
"Superior no univ. incompleta (125)",1226,,791,288,126,21
"Superior no univ. completa (126)",997,,414,388,171,24
"Superior univ. incompleta (127)",595,,335,159,84,17
"Superior univ. completa (128)",866,,207,408,202,49
"PEA (130)",28797,891,10936,8857,6228,1885
"Sin nivel (131)",3208,46,251,1017,1265,629
"Educación inicial (132)",28,9,13,6,,
"Primaria (133)",12300,605,3667,3824,3204,1000
"Secundaria (134)",10702,231,6013,2988,1282,188
"Superior no univ. incompleta (135)",727,,390,222,104,11
"Superior no univ. completa (136)",759,,300,309,137,13
"Superior univ. incompleta (137)",355,,147,128,70,10
"Superior univ. completa (138)",718,,155,363,166,34
"Ocupada (140)",28432,865,10692,8800,6200,1875
"Sin nivel (141)",3177,41,243,1014,1254,625
"Educación inicial (142)",28,9,13,6,,
"Primaria (143)",12185,589,3612,3796,3193,995
"Secundaria (144)",10531,226,5870,2971,1277,187
"Superior no univ. incompleta (145)",711,,376,220,104,11
"Superior no univ. completa (146)",746,,288,308,137,13
"Superior univ. incompleta (147)",348,,140,128,70,10
"Superior univ. completa (148)",706,,150,357,165,34
"Desocupada (150)",365,26,244,57,28,10
"Sin nivel (151)",31,5,8,3,11,4
"Primaria (153)",115,16,55,28,11,5
"Secundaria (154)",171,5,143,17,5,1
"Superior no univ. incompleta (155)",16,,14,2,,
"Superior no univ. completa (156)",13,,12,1,,
"Superior univ. incompleta (157)",7,,7,,,
"Superior univ. completa (158)",12,,5,6,1,
"No PEA (160)",33291,15520,8841,4411,3064,1455
"Sin nivel (161)",4475,764,331,1094,1386,900
"Educación inicial (162)",720,682,20,18,,
"Primaria (163)",18656,12117,2702,2129,1265,443
"Secundaria (164)",8315,1957,5033,949,307,69
"Superior no univ. incompleta (165)",499,,401,66,22,10
"Superior no univ. completa (166)",238,,114,79,34,11
"Superior univ. incompleta (167)",240,,188,31,14,7
"Superior univ. completa (168)",148,,52,45,36,15
