"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",6,6,,,
"De 15 a 29 años (064)",249,141,25,42,41
"Empleado (065)",79,22,9,23,25
"Obrero (066)",69,22,13,19,15
"Trabajador independiente (067)",68,65,3,,
"Empleador o patrono (068)",1,,,,1
"Trabajador familiar no remunerado (069)",17,17,,,
"Trabajador del hogar (070)",15,15,,,
"De 30 a 44 años (072)",369,196,31,91,51
"Empleado (073)",182,51,20,74,37
"Obrero (074)",65,29,7,16,13
"Trabajador independiente (075)",102,98,4,,
"Empleador o patrono (076)",4,2,,1,1
"Trabajador familiar no remunerado (077)",11,11,,,
"Trabajador del hogar (078)",5,5,,,
"De 45 a 64 años (080)",155,109,16,22,8
"Empleado (081)",65,28,10,19,8
"Obrero (082)",18,12,3,3,
"Trabajador independiente (083)",55,52,3,,
"Empleador o patrono (084)",3,3,,,
"Trabajador familiar no remunerado (085)",11,11,,,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",37,36,,,1
"Empleado (089)",1,1,,,
"Obrero (090)",7,6,,,1
"Trabajador independiente (091)",21,21,,,
"Empleador o patrono (092)",3,3,,,
"Trabajador familiar no remunerado (093)",3,3,,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",1457,1289,77,61,30
"Empleado (097)",120,47,30,33,10
"Obrero (098)",270,191,32,27,20
"Trabajador independiente (099)",820,809,11,,
"Empleador o patrono (100)",32,30,1,1,
"Trabajador familiar no remunerado (101)",171,168,3,,
"Trabajador del hogar (102)",44,44,,,
"De 06 a 14 años (104)",13,12,1,,
"Trabajador independiente (107)",3,3,,,
"Trabajador familiar no remunerado (109)",9,8,1,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",397,348,21,15,13
"Empleado (113)",22,12,4,4,2
"Obrero (114)",96,64,11,10,11
"Trabajador independiente (115)",165,160,5,,
"Empleador o patrono (116)",7,6,,1,
"Trabajador familiar no remunerado (117)",89,88,1,,
"Trabajador del hogar (118)",18,18,,,
"De 30 a 44 años (120)",477,389,40,35,13
"Empleado (121)",78,25,22,24,7
"Obrero (122)",101,71,13,11,6
"Trabajador independiente (123)",250,246,4,,
"Empleador o patrono (124)",10,10,,,
"Trabajador familiar no remunerado (125)",28,27,1,,
"Trabajador del hogar (126)",10,10,,,
"De 45 a 64 años (128)",400,374,14,10,2
"Empleado (129)",20,10,4,5,1
"Obrero (130)",55,42,7,5,1
"Trabajador independiente (131)",277,275,2,,
"Empleador o patrono (132)",11,10,1,,
"Trabajador familiar no remunerado (133)",27,27,,,
"Trabajador del hogar (134)",10,10,,,
"De 65 y más años (136)",170,166,1,1,2
"Obrero (138)",18,14,1,1,2
"Trabajador independiente (139)",125,125,,,
"Empleador o patrono (140)",4,4,,,
"Trabajador familiar no remunerado (141)",18,18,,,
"Trabajador del hogar (142)",5,5,,,
