"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 35 a 39 años (046)",2738,,,,49,914,1307,468
"De 40 a 44 años (047)",2230,,,,230,1029,586,385
"De 45 a 49 años (048)",1821,,,26,470,871,174,280
"De 50 y más años (049)",7530,252,872,1852,2054,821,20,1659
,,,,,,,,
"URBANA (060)",39617,257,976,2461,4697,8574,12557,10095
"De 12 a 14 años (061)",61,,,,,,8,53
"De 15 a 19 años (062)",1327,,,,,,746,581
"De 20 a 24 años (063)",4306,,,,,14,2414,1878
"De 25 a 29 años (064)",5023,,,,,361,2931,1731
"De 30 a 34 años (065)",5126,,,,4,1012,2842,1268
"De 35 a 39 años (066)",5271,,,,115,1902,2230,1024
"De 40 a 44 años (067)",4594,,,3,463,2224,1064,840
"De 45 a 49 años (068)",3633,,,34,984,1753,283,579
"De 50 y más años (069)",10276,257,976,2424,3131,1308,39,2141
"PEA (070)",17237,21,133,673,2067,4586,5151,4606
"De 12 a 14 años (071)",8,,,,,,,8
"De 15 a 19 años (072)",316,,,,,,194,122
"De 20 a 24 años (073)",1568,,,,,3,765,800
"De 25 a 29 años (074)",2214,,,,,173,1106,935
"De 30 a 34 años (075)",2576,,,,2,541,1308,725
"De 35 a 39 años (076)",2761,,,,67,1044,1064,586
"De 40 a 44 años (077)",2556,,,3,240,1284,550,479
"De 45 a 49 años (078)",1949,,,9,530,957,141,312
"De 50 y más años (079)",3289,21,133,661,1228,584,23,639
"Ocupada (080)",16850,21,132,664,2041,4504,5023,4465
"De 12 a 14 años (081)",8,,,,,,,8
"De 15 a 19 años (082)",301,,,,,,184,117
"De 20 a 24 años (083)",1502,,,,,3,733,766
"De 25 a 29 años (084)",2137,,,,,166,1071,900
"De 30 a 34 años (085)",2511,,,,2,525,1285,699
"De 35 a 39 años (086)",2701,,,,66,1016,1047,572
"De 40 a 44 años (087)",2514,,,3,233,1268,542,468
"De 45 a 49 años (088)",1922,,,9,521,948,139,305
"De 50 y más años (089)",3254,21,132,652,1219,578,22,630
"Desocupada (090)",387,,1,9,26,82,128,141
"De 15 a 19 años (092)",15,,,,,,10,5
"De 20 a 24 años (093)",66,,,,,,32,34
"De 25 a 29 años (094)",77,,,,,7,35,35
"De 30 a 34 años (095)",65,,,,,16,23,26
"De 35 a 39 años (096)",60,,,,1,28,17,14
"De 40 a 44 años (097)",42,,,,7,16,8,11
"De 45 a 49 años (098)",27,,,,9,9,2,7
"De 50 y más años (099)",35,,1,9,9,6,1,9
"No PEA (100)",22380,236,843,1788,2630,3988,7406,5489
"De 12 a 14 años (101)",53,,,,,,8,45
"De 15 a 19 años (102)",1011,,,,,,552,459
"De 20 a 24 años (103)",2738,,,,,11,1649,1078
"De 25 a 29 años (104)",2809,,,,,188,1825,796
"De 30 a 34 años (105)",2550,,,,2,471,1534,543
"De 35 a 39 años (106)",2510,,,,48,858,1166,438
"De 40 a 44 años (107)",2038,,,,223,940,514,361
"De 45 a 49 años (108)",1684,,,25,454,796,142,267
"De 50 y más años (109)",6987,236,843,1763,1903,724,16,1502
,,,,,,,,
"RURAL (120)",3377,17,36,121,288,582,1588,745
"De 12 a 14 años (121)",13,,,,,,2,11
"De 15 a 19 años (122)",289,,,,,,191,98
"De 20 a 24 años (123)",542,,,,,1,380,161
"De 25 a 29 años (124)",458,,,,,20,338,100
"De 30 a 34 años (125)",403,,,,,52,285,66
"De 35 a 39 años (126)",344,,,,4,80,218,42
"De 40 a 44 años (127)",319,,,,16,146,116,41
"De 45 a 49 años (128)",235,,,1,29,124,52,29
"De 50 y más años (129)",774,17,36,120,239,159,6,197
"PEA (130)",1081,1,7,31,113,220,499,210
"De 12 a 14 años (131)",2,,,,,,,2
"De 15 a 19 años (132)",79,,,,,,56,23
"De 20 a 24 años (133)",171,,,,,,119,52
"De 25 a 29 años (134)",124,,,,,7,87,30
"De 30 a 34 años (135)",133,,,,,21,94,18
"De 35 a 39 años (136)",116,,,,3,24,77,12
"De 40 a 44 años (137)",127,,,,9,57,44,17
"De 45 a 49 años (138)",98,,,,13,49,20,16
"De 50 y más años (139)",231,1,7,31,88,62,2,40
"Ocupada (140)",1060,1,6,30,109,218,491,205
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",78,,,,,,55,23
"De 20 a 24 años (143)",169,,,,,,118,51
"De 25 a 29 años (144)",122,,,,,6,87,29
"De 30 a 34 años (145)",132,,,,,21,93,18
"De 35 a 39 años (146)",112,,,,3,24,73,12
"De 40 a 44 años (147)",124,,,,9,57,43,15
"De 45 a 49 años (148)",97,,,,13,48,20,16
"De 50 y más años (149)",224,1,6,30,84,62,2,39
"Desocupada (150)",21,,1,1,4,2,8,5
"De 15 a 19 años (152)",1,,,,,,1,
"De 20 a 24 años (153)",2,,,,,,1,1
"De 25 a 29 años (154)",2,,,,,1,,1
"De 30 a 34 años (155)",1,,,,,,1,
"De 35 a 39 años (156)",4,,,,,,4,
"De 40 a 44 años (157)",3,,,,,,1,2
"De 45 a 49 años (158)",1,,,,,1,,
"De 50 y más años (159)",7,,1,1,4,,,1
"No PEA (160)",2296,16,29,90,175,362,1089,535
"De 12 a 14 años (161)",11,,,,,,2,9
"De 15 a 19 años (162)",210,,,,,,135,75
"De 20 a 24 años (163)",371,,,,,1,261,109
"De 25 a 29 años (164)",334,,,,,13,251,70
"De 30 a 34 años (165)",270,,,,,31,191,48
"De 35 a 39 años (166)",228,,,,1,56,141,30
"De 40 a 44 años (167)",192,,,,7,89,72,24
"De 45 a 49 años (168)",137,,,1,16,75,32,13
"De 50 y más años (169)",543,16,29,89,151,97,4,157
