"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 12 a 14 años (021)",12,8,1,7,,,,,,,4,7
"De 15 a 19 años (022)",263,233,4,197,22,6,4,,,,30,275
"De 20 a 24 años (023)",923,749,4,477,203,45,16,4,,,174,1111
"De 25 a 29 años (024)",1228,1070,7,482,348,146,77,10,,,158,2008
"De 30 a 34 años (025)",1362,1296,7,321,445,286,197,35,4,1,66,3179
"De 35 a 39 años (026)",1319,1297,3,207,368,331,288,82,17,1,22,3850
"De 40 a 44 años (027)",1165,1151,5,107,247,284,318,144,35,11,14,4175
"De 45 a 49 años (028)",898,891,2,71,145,207,273,134,43,16,7,3577
"De 50 y más años (029)",1503,1493,8,89,142,234,441,333,179,67,10,7405
"Desocupada (030)",141,121,1,45,20,18,15,15,5,2,20,365
"De 15 a 19 años (032)",16,13,,10,3,,,,,,3,16
"De 20 a 24 años (033)",31,24,1,18,4,1,,,,,7,29
"De 25 a 29 años (034)",27,19,,9,3,5,2,,,,8,38
"De 30 a 34 años (035)",22,20,,6,7,6,1,,,,2,42
"De 35 a 39 años (036)",11,11,,1,2,5,2,1,,,,36
"De 40 a 44 años (037)",13,13,,,,1,5,5,1,1,,77
"De 45 a 49 años (038)",7,7,,,,,3,3,1,,,41
"De 50 y más años (039)",14,14,,1,1,,2,6,3,1,,86
"No PEA (040)",19404,18768,69,3994,3669,3067,4022,2244,1227,476,636,68128
"De 12 a 14 años (041)",79,26,,25,1,,,,,,53,27
"De 15 a 19 años (042)",1252,1129,12,942,148,17,10,,,,123,1329
"De 20 a 24 años (043)",2835,2642,18,1434,836,284,63,7,,,193,4268
"De 25 a 29 años (044)",3015,2907,7,796,1037,648,380,38,1,,108,6665
"De 30 a 34 años (045)",2538,2493,2,316,681,689,635,150,18,2,45,7650
"De 35 a 39 años (046)",2130,2105,7,147,371,478,725,284,74,19,25,8120
"De 40 a 44 años (047)",1675,1656,5,74,178,325,567,332,130,45,19,7618
"De 45 a 49 años (048)",1293,1286,5,57,109,189,387,297,183,59,7,6664
"De 50 y más años (049)",4587,4524,13,203,308,437,1255,1136,821,351,63,25787
,,,,,,,,,,,,
"URBANA (060)",18083,17219,73,3969,3788,3166,3516,1709,749,249,864,56376
"De 12 a 14 años (061)",51,22,1,20,1,,,,,,29,22
"De 15 a 19 años (062)",693,603,10,530,50,5,8,,,,90,677
"De 20 a 24 años (063)",2072,1790,13,1164,470,119,20,4,,,282,2573
"De 25 a 29 años (064)",2517,2284,7,942,805,373,146,11,,,233,4350
"De 30 a 34 años (065)",2590,2490,7,533,883,616,388,55,8,,100,6225
"De 35 a 39 años (066)",2318,2280,5,292,618,626,562,147,26,4,38,7020
"De 40 a 44 años (067)",2002,1974,9,153,370,516,611,251,53,11,28,7280
"De 45 a 49 años (068)",1506,1494,5,106,221,338,491,225,90,18,12,6115
"De 50 y más años (069)",4334,4282,16,229,370,573,1290,1016,572,216,52,22114
"PEA (070)",7177,6741,35,1698,1661,1331,1263,517,195,41,436,19907
"De 12 a 14 años (071)",7,7,1,6,,,,,,,,6
"De 15 a 19 años (072)",181,157,2,137,12,2,4,,,,24,183
"De 20 a 24 años (073)",694,543,4,371,131,25,9,3,,,151,766
"De 25 a 29 años (074)",979,830,6,435,263,89,32,5,,,149,1397
"De 30 a 34 años (075)",1166,1101,6,307,410,232,128,15,3,,65,2488
"De 35 a 39 años (076)",1119,1100,3,196,346,297,201,50,7,,19,3015
"De 40 a 44 años (077)",1016,1003,5,102,237,267,273,100,17,2,13,3366
"De 45 a 49 años (078)",770,763,2,68,135,195,235,90,31,7,7,2863
"De 50 y más años (079)",1245,1237,6,76,127,224,381,254,137,32,8,5823
"Ocupada (080)",7050,6633,34,1658,1643,1313,1251,504,190,40,417,19586
"De 12 a 14 años (081)",7,7,1,6,,,,,,,,6
"De 15 a 19 años (082)",168,147,2,129,10,2,4,,,,21,171
"De 20 a 24 años (083)",666,521,3,355,127,24,9,3,,,145,739
"De 25 a 29 años (084)",953,812,6,426,260,84,31,5,,,141,1363
"De 30 a 34 años (085)",1144,1081,6,301,403,226,127,15,3,,63,2446
"De 35 a 39 años (086)",1109,1090,3,195,344,292,200,49,7,,19,2983
"De 40 a 44 años (087)",1005,992,5,102,237,266,269,95,16,2,13,3304
"De 45 a 49 años (088)",764,757,2,68,135,195,232,88,30,7,7,2828
"De 50 y más años (089)",1234,1226,6,76,127,224,379,249,134,31,8,5746
"Desocupada (090)",127,108,1,40,18,18,12,13,5,1,19,321
"De 15 a 19 años (092)",13,10,,8,2,,,,,,3,12
"De 20 a 24 años (093)",28,22,1,16,4,1,,,,,6,27
"De 25 a 29 años (094)",26,18,,9,3,5,1,,,,8,34
"De 30 a 34 años (095)",22,20,,6,7,6,1,,,,2,42
"De 35 a 39 años (096)",10,10,,1,2,5,1,1,,,,32
"De 40 a 44 años (097)",11,11,,,,1,4,5,1,,,62
"De 45 a 49 años (098)",6,6,,,,,3,2,1,,,35
"De 50 y más años (099)",11,11,,,,,2,5,3,1,,77
"No PEA (100)",10906,10478,38,2271,2127,1835,2253,1192,554,208,428,36469
"De 12 a 14 años (101)",44,15,,14,1,,,,,,29,16
"De 15 a 19 años (102)",512,446,8,393,38,3,4,,,,66,494
"De 20 a 24 años (103)",1378,1247,9,793,339,94,11,1,,,131,1807
"De 25 a 29 años (104)",1538,1454,1,507,542,284,114,6,,,84,2953
"De 30 a 34 años (105)",1424,1389,1,226,473,384,260,40,5,,35,3737
"De 35 a 39 años (106)",1199,1180,2,96,272,329,361,97,19,4,19,4005
"De 40 a 44 años (107)",986,971,4,51,133,249,338,151,36,9,15,3914
"De 45 a 49 años (108)",736,731,3,38,86,143,256,135,59,11,5,3252
"De 50 y más años (109)",3089,3045,10,153,243,349,909,762,435,184,44,16291
,,,,,,,,,,,,
"RURAL (120)",10135,9858,38,2028,1821,1458,2135,1292,761,325,277,37704
"De 12 a 14 años (121)",40,12,,12,,,,,,,28,12
"De 15 a 19 años (122)",838,772,6,619,123,18,6,,,,66,943
"De 20 a 24 años (123)",1717,1625,10,765,573,211,59,7,,,92,2835
"De 25 a 29 años (124)",1753,1712,7,345,583,426,313,37,1,,41,4361
"De 30 a 34 años (125)",1332,1319,2,110,250,365,445,130,14,3,13,4646
"De 35 a 39 años (126)",1142,1133,5,63,123,188,453,220,65,16,9,4986
"De 40 a 44 años (127)",851,846,1,28,55,94,279,230,113,46,5,4590
"De 45 a 49 años (128)",692,690,2,22,33,58,172,209,137,57,2,4167
"De 50 y más años (129)",1770,1749,5,64,81,98,408,459,431,203,21,11164
"PEA (130)",1637,1568,7,305,279,226,366,240,88,57,69,6045
"De 12 a 14 años (131)",5,1,,1,,,,,,,4,1
"De 15 a 19 años (132)",98,89,2,70,13,4,,,,,9,108
"De 20 a 24 años (133)",260,230,1,124,76,21,7,1,,,30,374
"De 25 a 29 años (134)",276,259,1,56,88,62,47,5,,,17,649
"De 30 a 34 años (135)",218,215,1,20,42,60,70,20,1,1,3,733
"De 35 a 39 años (136)",211,208,,12,24,39,89,33,10,1,3,871
"De 40 a 44 años (137)",162,161,,5,10,18,50,49,19,10,1,886
"De 45 a 49 años (138)",135,135,,3,10,12,41,47,13,9,,755
"De 50 y más años (139)",272,270,2,14,16,10,62,85,45,36,2,1668
"Ocupada (140)",1623,1555,7,300,277,226,363,238,88,56,68,6001
"De 12 a 14 años (141)",5,1,,1,,,,,,,4,1
"De 15 a 19 años (142)",95,86,2,68,12,4,,,,,9,104
"De 20 a 24 años (143)",257,228,1,122,76,21,7,1,,,29,372
"De 25 a 29 años (144)",275,258,1,56,88,62,46,5,,,17,645
"De 30 a 34 años (145)",218,215,1,20,42,60,70,20,1,1,3,733
"De 35 a 39 años (146)",210,207,,12,24,39,88,33,10,1,3,867
"De 40 a 44 años (147)",160,159,,5,10,18,49,49,19,9,1,871
"De 45 a 49 años (148)",134,134,,3,10,12,41,46,13,9,,749
"De 50 y más años (149)",269,267,2,13,15,10,62,84,45,36,2,1659
"Desocupada (150)",14,13,,5,2,,3,2,,1,1,44
"De 15 a 19 años (152)",3,3,,2,1,,,,,,,4
"De 20 a 24 años (153)",3,2,,2,,,,,,,1,2
"De 25 a 29 años (154)",1,1,,,,,1,,,,,4
"De 35 a 39 años (156)",1,1,,,,,1,,,,,4
"De 40 a 44 años (157)",2,2,,,,,1,,,1,,15
"De 45 a 49 años (158)",1,1,,,,,,1,,,,6
"De 50 y más años (159)",3,3,,1,1,,,1,,,,9
"No PEA (160)",8498,8290,31,1723,1542,1232,1769,1052,673,268,208,31659
"De 12 a 14 años (161)",35,11,,11,,,,,,,24,11
"De 15 a 19 años (162)",740,683,4,549,110,14,6,,,,57,835
"De 20 a 24 años (163)",1457,1395,9,641,497,190,52,6,,,62,2461
"De 25 a 29 años (164)",1477,1453,6,289,495,364,266,32,1,,24,3712
"De 30 a 34 años (165)",1114,1104,1,90,208,305,375,110,13,2,10,3913
"De 35 a 39 años (166)",931,925,5,51,99,149,364,187,55,15,6,4115
"De 40 a 44 años (167)",689,685,1,23,45,76,229,181,94,36,4,3704
"De 45 a 49 años (168)",557,555,2,19,23,46,131,162,124,48,2,3412
"De 50 y más años (169)",1498,1479,3,50,65,88,346,374,386,167,19,9496
