"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",5,17,17,,100,,
"De 45 a 49 años (038)",2,9,9,,100,,
"De 50 y más años (039)",6,18,18,,100,,
"No PEA (040)",18114,46770,43038,1217,92,2.6,
"De 12 a 14 años (041)",2949,19,17,2,89.5,10.5,
"De 15 a 19 años (042)",3140,824,810,230,98.3,27.9,
"De 20 a 24 años (043)",2225,2786,2713,320,97.4,11.5,
"De 25 a 29 años (044)",1859,4049,3923,266,96.9,6.6,
"De 30 a 34 años (045)",1576,4835,4662,194,96.4,4,
"De 35 a 39 años (046)",1423,5769,5502,147,95.4,2.5,
"De 40 a 44 años (047)",1096,5071,4790,51,94.5,1,
"De 45 a 49 años (048)",926,4937,4588,7,92.9,0.1,
"De 50 y más años (049)",2920,18480,16033,,86.8,,
,,,,,,,
"URBANA (060)",11151,24596,23235,508,94.5,2.1,
"De 12 a 14 años (061)",1217,6,6,,100,,
"De 15 a 19 años (062)",1627,254,250,82,98.4,32.3,
"De 20 a 24 años (063)",1337,1076,1058,124,98.3,11.5,
"De 25 a 29 años (064)",1198,1724,1700,116,98.6,6.7,
"De 30 a 34 años (065)",1178,2532,2479,87,97.9,3.4,
"De 35 a 39 años (066)",1168,3302,3215,68,97.4,2.1,
"De 40 a 44 años (067)",979,3345,3249,29,97.1,0.9,
"De 45 a 49 años (068)",742,2899,2798,2,96.5,0.1,
"De 50 y más años (069)",1705,9458,8480,,89.7,,
"PEA (070)",4530,10448,10012,163,95.8,1.6,
"De 12 a 14 años (071)",72,1,1,,100,,
"De 15 a 19 años (072)",371,73,70,16,95.9,21.9,
"De 20 a 24 años (073)",565,387,383,33,99,8.5,
"De 25 a 29 años (074)",612,692,683,31,98.7,4.5,
"De 30 a 34 años (075)",627,1177,1153,37,98,3.1,
"De 35 a 39 años (076)",684,1724,1690,33,98,1.9,
"De 40 a 44 años (077)",584,1889,1843,12,97.6,0.6,
"De 45 a 49 años (078)",400,1376,1328,1,96.5,0.1,
"De 50 y más años (079)",615,3129,2861,,91.4,,
"Ocupada (080)",4424,10316,9886,157,95.8,1.5,
"De 12 a 14 años (081)",70,1,1,,100,,
"De 15 a 19 años (082)",354,65,63,15,96.9,23.1,
"De 20 a 24 años (083)",530,370,366,31,98.9,8.4,
"De 25 a 29 años (084)",591,668,660,28,98.8,4.2,
"De 30 a 34 años (085)",610,1145,1124,37,98.2,3.2,
"De 35 a 39 años (086)",680,1714,1681,33,98.1,1.9,
"De 40 a 44 años (087)",579,1872,1826,12,97.5,0.6,
"De 45 a 49 años (088)",398,1367,1319,1,96.5,0.1,
"De 50 y más años (089)",612,3114,2846,,91.4,,
"Desocupada (090)",106,132,126,6,95.5,4.5,
"De 12 a 14 años (091)",2,,,,,,
"De 15 a 19 años (092)",17,8,7,1,87.5,12.5,
"De 20 a 24 años (093)",35,17,17,2,100,11.8,
"De 25 a 29 años (094)",21,24,23,3,95.8,12.5,
"De 30 a 34 años (095)",17,32,29,,90.6,,
"De 35 a 39 años (096)",4,10,9,,90,,
"De 40 a 44 años (097)",5,17,17,,100,,
"De 45 a 49 años (098)",2,9,9,,100,,
"De 50 y más años (099)",3,15,15,,100,,
"No PEA (100)",6621,14148,13223,345,93.5,2.4,
"De 12 a 14 años (101)",1145,5,5,,100,,
"De 15 a 19 años (102)",1256,181,180,66,99.4,36.5,
"De 20 a 24 años (103)",772,689,675,91,98,13.2,
"De 25 a 29 años (104)",586,1032,1017,85,98.5,8.2,
"De 30 a 34 años (105)",551,1355,1326,50,97.9,3.7,
"De 35 a 39 años (106)",484,1578,1525,35,96.6,2.2,
"De 40 a 44 años (107)",395,1456,1406,17,96.6,1.2,
"De 45 a 49 años (108)",342,1523,1470,1,96.5,0.1,
"De 50 y más años (109)",1090,6329,5619,,88.8,,
,,,,,,,
"RURAL (120)",15722,47400,43271,1210,91.3,2.6,
"De 12 a 14 años (121)",1942,15,13,2,86.7,13.3,
"De 15 a 19 años (122)",2362,843,826,210,98,24.9,
"De 20 a 24 años (123)",2033,2946,2859,320,97,10.9,
"De 25 a 29 años (124)",1863,4314,4158,253,96.4,5.9,
"De 30 a 34 años (125)",1548,5152,4940,207,95.9,4,
"De 35 a 39 años (126)",1438,6288,5930,156,94.3,2.5,
"De 40 a 44 años (127)",1079,5490,5116,53,93.2,1,
"De 45 a 49 años (128)",918,5409,4931,9,91.2,0.2,
"De 50 y más años (129)",2539,16943,14498,,85.6,,
"PEA (130)",4229,14778,13456,338,91.1,2.3,
"De 12 a 14 años (131)",138,1,1,,100,,
"De 15 a 19 años (132)",478,200,196,46,98,23,
"De 20 a 24 años (133)",580,849,821,91,96.7,10.7,
"De 25 a 29 años (134)",590,1297,1252,72,96.5,5.6,
"De 30 a 34 años (135)",523,1672,1604,62,95.9,3.7,
"De 35 a 39 años (136)",499,2097,1953,45,93.1,2.1,
"De 40 a 44 años (137)",378,1875,1732,19,92.4,1,
"De 45 a 49 años (138)",334,1995,1813,3,90.9,0.2,
"De 50 y más años (139)",709,4792,4084,,85.2,,
"Ocupada (140)",4172,14746,13425,336,91,2.3,
"De 12 a 14 años (141)",126,1,1,,100,,
"De 15 a 19 años (142)",458,195,191,45,97.9,23.1,
"De 20 a 24 años (143)",572,845,817,90,96.7,10.7,
"De 25 a 29 años (144)",581,1290,1246,72,96.6,5.6,
"De 30 a 34 años (145)",520,1664,1596,62,95.9,3.7,
"De 35 a 39 años (146)",497,2092,1948,45,93.1,2.2,
"De 40 a 44 años (147)",378,1875,1732,19,92.4,1,
"De 45 a 49 años (148)",334,1995,1813,3,90.9,0.2,
"De 50 y más años (149)",706,4789,4081,,85.2,,
"Desocupada (150)",57,32,31,2,96.9,6.3,
"De 12 a 14 años (151)",12,,,,,,
"De 15 a 19 años (152)",20,5,5,1,100,20,
"De 20 a 24 años (153)",8,4,4,1,100,25,
"De 25 a 29 años (154)",9,7,6,,85.7,,
"De 30 a 34 años (155)",3,8,8,,100,,
"De 35 a 39 años (156)",2,5,5,,100,,
"De 50 y más años (159)",3,3,3,,100,,
"No PEA (160)",11493,32622,29815,872,91.4,2.7,
"De 12 a 14 años (161)",1804,14,12,2,85.7,14.3,
"De 15 a 19 años (162)",1884,643,630,164,98,25.5,
"De 20 a 24 años (163)",1453,2097,2038,229,97.2,10.9,
"De 25 a 29 años (164)",1273,3017,2906,181,96.3,6,
"De 30 a 34 años (165)",1025,3480,3336,145,95.9,4.2,
"De 35 a 39 años (166)",939,4191,3977,111,94.9,2.6,
"De 40 a 44 años (167)",701,3615,3384,34,93.6,0.9,
"De 45 a 49 años (168)",584,3414,3118,6,91.3,0.2,
"De 50 y más años (169)",1830,12151,10414,,85.7,,
