"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",18,14,4,,
"Trabajador del hogar (062)",8,8,,,
"De 15 a 29 años (064)",735,425,104,37,169
"Empleado (065)",192,36,16,11,129
"Obrero (066)",199,94,44,22,39
"Trabajador independiente (067)",206,182,24,,
"Empleador o patrono (068)",7,6,,1,
"Trabajador familiar no remunerado (069)",100,76,20,3,1
"Trabajador del hogar (070)",31,31,,,
"De 30 a 44 años (072)",1038,477,149,48,364
"Empleado (073)",431,41,46,21,323
"Obrero (074)",173,63,46,23,41
"Trabajador independiente (075)",355,315,40,,
"Empleador o patrono (076)",8,5,2,1,
"Trabajador familiar no remunerado (077)",65,47,15,3,
"Trabajador del hogar (078)",6,6,,,
"De 45 a 64 años (080)",688,363,104,29,192
"Empleado (081)",234,17,31,12,174
"Obrero (082)",86,38,19,11,18
"Trabajador independiente (083)",300,261,39,,
"Empleador o patrono (084)",6,5,1,,
"Trabajador familiar no remunerado (085)",60,40,14,6,
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",194,164,21,5,4
"Empleado (089)",7,4,,,3
"Obrero (090)",17,10,3,3,1
"Trabajador independiente (091)",129,116,13,,
"Empleador o patrono (092)",3,3,,,
"Trabajador familiar no remunerado (093)",38,31,5,2,
,,,,,
"RURAL (096)",3096,2357,437,57,245
"Empleado (097)",243,52,28,13,150
"Obrero (098)",445,214,112,25,94
"Trabajador independiente (099)",1789,1576,213,,
"Empleador o patrono (100)",31,24,6,1,
"Trabajador familiar no remunerado (101)",575,478,78,18,1
"Trabajador del hogar (102)",13,13,,,
"De 06 a 14 años (104)",34,32,2,,
"Empleado (105)",1,1,,,
"Obrero (106)",3,3,,,
"Trabajador familiar no remunerado (109)",29,27,2,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",708,524,95,10,79
"Empleado (113)",73,20,8,3,42
"Obrero (114)",143,75,28,4,36
"Trabajador independiente (115)",280,254,26,,
"Empleador o patrono (116)",4,4,,,
"Trabajador familiar no remunerado (117)",199,162,33,3,1
"Trabajador del hogar (118)",9,9,,,
"De 30 a 44 años (120)",1044,740,168,22,114
"Empleado (121)",115,16,14,5,80
"Obrero (122)",164,73,48,9,34
"Trabajador independiente (123)",596,513,83,,
"Empleador o patrono (124)",6,4,1,1,
"Trabajador familiar no remunerado (125)",162,133,22,7,
"Trabajador del hogar (126)",1,1,,,
"De 45 a 64 años (128)",915,713,133,21,48
"Empleado (129)",52,13,6,5,28
"Obrero (130)",111,51,30,10,20
"Trabajador independiente (131)",597,522,75,,
"Empleador o patrono (132)",15,11,4,,
"Trabajador familiar no remunerado (133)",138,114,18,6,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",395,348,39,4,4
"Empleado (137)",2,2,,,
"Obrero (138)",24,12,6,2,4
"Trabajador independiente (139)",316,287,29,,
"Empleador o patrono (140)",6,5,1,,
"Trabajador familiar no remunerado (141)",47,42,3,2,
