"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",116,3,,22,67,8,7,3,6
"Hijo(a)/ hijastro(a) (051)",1621,141,86,470,613,114,77,60,60
"Yerno/ nuera (052)",80,,,9,48,3,11,3,6
"Nieto(a) (053)",219,40,20,77,66,6,1,6,3
"Padres/ suegros (054)",34,10,,16,5,,,2,1
"Otro(a) pariente (055)",238,17,3,69,106,14,10,9,10
"Trabajador(a) del hogar (056)",1,1,,,,,,,
"Pensionista (057)",10,,,,7,,2,,1
"Otro(a) no pariente (058)",57,1,3,9,26,6,2,5,5
"Mujeres (060)",3984,372,72,1096,1430,271,401,113,229
"Jefe o Jefa (061)",736,63,,207,277,33,78,19,59
"Esposa(o)/ compa¤era(o) (062)",1159,82,,292,444,83,153,27,78
"Hijo(a)/ hijastro(a) (063)",1447,128,50,410,505,124,115,55,60
"Yerno/ nuera (064)",75,1,,7,38,7,14,3,5
"Nieto(a) (065)",225,48,18,88,51,8,5,4,3
"Padres/ suegros (066)",60,28,,27,3,1,,,1
"Otro(a) pariente (067)",228,18,4,61,88,14,25,2,16
"Trabajador(a) del hogar (068)",8,,,2,5,,,1,
"Pensionista (069)",1,,,,,,,,1
"Otro(a) no pariente (070)",45,4,,2,19,1,11,2,6
,,,,,,,,,
"RURAL (072)",4137,401,95,1369,1716,195,170,87,104
"Jefe o Jefa (073)",1282,112,,505,523,43,40,20,39
"Esposa(o)/ compa¤era(o) (074)",719,77,,261,311,27,29,2,12
"Hijo(a)/ hijastro(a) (075)",1569,135,67,434,661,108,75,53,36
"Yerno/ nuera (076)",58,,,7,39,3,6,,3
"Nieto(a) (077)",215,36,20,73,67,4,7,4,4
"Padres/ suegros (078)",37,20,,13,4,,,,
"Otro(a) pariente (079)",211,18,7,69,87,10,9,6,5
"Trabajador(a) del hogar (080)",10,,,2,8,,,,
"Pensionista (081)",5,,,1,1,,,,3
"Otro(a) no pariente (082)",31,3,1,4,15,,4,2,2
"Hombres (084)",2225,169,50,721,1004,88,79,57,57
"Jefe o Jefa (085)",1008,53,,395,446,29,35,17,33
"Esposa(o)/ compa¤era(o) (086)",27,2,,10,14,1,,,
"Hijo(a)/ hijastro(a) (087)",857,70,37,214,406,48,31,34,17
"Yerno/ nuera (088)",24,,,4,14,3,3,,
"Nieto(a) (089)",124,23,8,42,43,2,2,2,2
"Padres/ suegros (090)",17,7,,7,3,,,,
"Otro(a) pariente (091)",138,12,5,43,61,5,7,3,2
"Trabajador(a) del hogar (092)",8,,,2,6,,,,
"Pensionista (093)",3,,,1,1,,,,1
"Otro(a) no pariente (094)",19,2,,3,10,,1,1,2
"Mujeres (096)",1912,232,45,648,712,107,91,30,47
"Jefe o Jefa (097)",274,59,,110,77,14,5,3,6
"Esposa(o)/ compa¤era(o) (098)",692,75,,251,297,26,29,2,12
"Hijo(a)/ hijastro(a) (099)",712,65,30,220,255,60,44,19,19
"Yerno/ nuera (100)",34,,,3,25,,3,,3
"Nieto(a) (101)",91,13,12,31,24,2,5,2,2
"Padres/ suegros (102)",20,13,,6,1,,,,
"Otro(a) pariente (103)",73,6,2,26,26,5,2,3,3
"Trabajador(a) del hogar (104)",2,,,,2,,,,
"Pensionista (105)",2,,,,,,,,2
"Otro(a) no pariente (106)",12,1,1,1,5,,3,1,
