"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2793,105,1,720,1030,158,349,114,316
"Esposa(o)/ compa¤era(o) (050)",135,6,,17,68,14,10,7,13
"Hijo(a)/ hijastro(a) (051)",2492,260,121,844,841,117,69,149,91
"Yerno/ nuera (052)",57,,,4,24,5,12,5,7
"Nieto(a) (053)",136,32,11,58,32,1,,2,
"Padres/ suegros (054)",39,9,,20,5,1,3,,1
"Otro(a) pariente (055)",331,28,3,116,120,20,18,12,14
"Trabajador(a) del hogar (056)",3,,,1,2,,,,
"Pensionista (057)",1,,,,1,,,,
"Otro(a) no pariente (058)",126,14,2,29,49,11,6,4,11
"Mujeres (060)",6327,917,158,2108,2111,275,363,173,222
"Jefe o Jefa (061)",1412,296,1,490,392,61,85,20,67
"Esposa(o)/ compa¤era(o) (062)",1792,212,1,646,626,59,140,30,78
"Hijo(a)/ hijastro(a) (063)",2300,266,128,706,824,120,101,103,52
"Yerno/ nuera (064)",83,1,,9,39,11,10,7,6
"Nieto(a) (065)",153,37,16,65,28,3,1,3,
"Padres/ suegros (066)",82,53,,22,6,,1,,
"Otro(a) pariente (067)",327,37,9,108,127,16,11,6,13
"Trabajador(a) del hogar (068)",12,,,4,7,1,,,
"Otro(a) no pariente (070)",166,15,3,58,62,4,14,4,6
,,,,,,,,,
"RURAL (072)",53033,11127,1188,23006,15206,808,661,567,470
"Jefe o Jefa (073)",18362,4266,4,8356,4740,237,337,137,285
"Esposa(o)/ compa¤era(o) (074)",9884,3062,6,4772,1911,42,45,23,23
"Hijo(a)/ hijastro(a) (075)",21351,2815,1055,8535,7691,494,241,376,144
"Yerno/ nuera (076)",452,6,1,123,274,16,14,8,10
"Nieto(a) (077)",1262,310,96,605,233,4,2,10,2
"Padres/ suegros (078)",512,388,,116,8,,,,
"Otro(a) pariente (079)",1121,266,26,453,321,15,22,12,6
"Trabajador(a) del hogar (080)",12,1,,5,6,,,,
"Otro(a) no pariente (082)",77,13,,41,22,,,1,
"Hombres (084)",25427,3037,594,10984,8894,581,510,435,392
"Jefe o Jefa (085)",12558,1298,,6238,4105,215,307,126,269
"Esposa(o)/ compa¤era(o) (086)",262,26,,94,111,9,10,6,6
"Hijo(a)/ hijastro(a) (087)",11120,1424,534,4028,4242,340,167,283,102
"Yerno/ nuera (088)",156,2,,22,104,5,9,5,9
"Nieto(a) (089)",624,148,46,301,119,3,1,5,1
"Padres/ suegros (090)",130,52,,74,4,,,,
"Otro(a) pariente (091)",532,82,14,206,191,9,16,9,5
"Trabajador(a) del hogar (092)",7,,,1,6,,,,
"Otro(a) no pariente (094)",38,5,,20,12,,,1,
"Mujeres (096)",27606,8090,594,12022,6312,227,151,132,78
"Jefe o Jefa (097)",5804,2968,4,2118,635,22,30,11,16
"Esposa(o)/ compa¤era(o) (098)",9622,3036,6,4678,1800,33,35,17,17
"Hijo(a)/ hijastro(a) (099)",10231,1391,521,4507,3449,154,74,93,42
"Yerno/ nuera (100)",296,4,1,101,170,11,5,3,1
"Nieto(a) (101)",638,162,50,304,114,1,1,5,1
"Padres/ suegros (102)",382,336,,42,4,,,,
"Otro(a) pariente (103)",589,184,12,247,130,6,6,3,1
"Trabajador(a) del hogar (104)",5,1,,4,,,,,
"Otro(a) no pariente (106)",39,8,,21,10,,,,
