"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Primaria (063)",464,308,23,41,92
"Secundaria (064)",1824,776,126,203,719
"Superior no univ. incompleta (065)",391,145,25,40,181
"Superior no univ. completa (066)",546,124,36,63,323
"Superior univ. incompleta (067)",177,59,8,20,90
"Superior univ. completa (068)",375,51,25,55,244
"De 06 a 14 años (070)",42,41,1,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",25,24,1,,
"Secundaria (074)",16,16,,,
"De 15 a 29 años (080)",1401,553,93,166,589
"Sin nivel (081)",5,3,,,2
"Educación inicial (082)",1,1,,,
"Primaria (083)",85,56,3,14,12
"Secundaria (084)",768,352,61,88,267
"Superior no univ. incompleta (085)",177,69,13,22,73
"Superior no univ. completa (086)",205,40,8,24,133
"Superior univ. incompleta (087)",60,19,5,6,30
"Superior univ. completa (088)",100,13,3,12,72
"De 30 a 44 años (090)",1559,520,101,175,763
"Sin nivel (091)",19,18,,,1
"Primaria (093)",158,80,9,13,56
"Secundaria (094)",701,260,47,81,313
"Superior no univ. incompleta (095)",153,55,12,11,75
"Superior no univ. completa (096)",263,56,20,34,153
"Superior univ. incompleta (097)",75,27,1,8,39
"Superior univ. completa (098)",190,24,12,28,126
"De 45 a 64 años (100)",758,347,45,78,288
"Sin nivel (101)",31,30,,,1
"Primaria (103)",153,110,8,13,22
"Secundaria (104)",319,134,18,33,134
"Superior no univ. incompleta (105)",59,20,,7,32
"Superior no univ. completa (106)",75,27,8,5,35
"Superior univ. incompleta (107)",41,13,2,6,20
"Superior univ. completa (108)",80,13,9,14,44
"De 65 y más años (110)",88,67,4,3,14
"Sin nivel (111)",14,12,1,,1
"Primaria (113)",43,38,2,1,2
"Secundaria (114)",20,14,,1,5
"Superior no univ. incompleta (115)",2,1,,,1
"Superior no univ. completa (116)",3,1,,,2
"Superior univ. incompleta (117)",1,,,,1
"Superior univ. completa (118)",5,1,1,1,2
,,,,,
"RURAL (120)",1693,1130,64,137,362
"Sin nivel (121)",128,126,1,1,
"Educación inicial (122)",1,1,,,
"Primaria (123)",483,411,10,17,45
"Secundaria (124)",708,387,38,82,201
"Superior no univ. incompleta (125)",122,73,2,9,38
"Superior no univ. completa (126)",150,76,7,16,51
"Superior univ. incompleta (127)",40,28,,1,11
"Superior univ. completa (128)",61,28,6,11,16
"De 06 a 14 años (130)",16,15,,1,
"Sin nivel (131)",2,2,,,
"Primaria (133)",8,8,,,
"Secundaria (134)",6,5,,1,
"De 15 a 29 años (140)",501,302,29,63,107
"Sin nivel (141)",9,9,,,
"Educación inicial (142)",1,1,,,
"Primaria (143)",98,84,4,5,5
"Secundaria (144)",291,163,23,42,63
"Superior no univ. incompleta (145)",39,20,1,4,14
"Superior no univ. completa (146)",36,14,,7,15
"Superior univ. incompleta (147)",14,9,,1,4
"Superior univ. completa (148)",13,2,1,4,6
"De 30 a 44 años (150)",617,388,18,52,159
"Sin nivel (151)",46,45,1,,
"Primaria (153)",151,126,1,7,17
"Secundaria (154)",252,130,10,28,84
"Superior no univ. incompleta (155)",46,24,1,4,17
"Superior no univ. completa (156)",73,36,1,8,28
"Superior univ. incompleta (157)",14,9,,,5
"Superior univ. completa (158)",35,18,4,5,8
"De 45 a 64 años (160)",446,317,16,20,93
"Sin nivel (161)",46,45,,1,
"Primaria (163)",169,139,5,5,20
"Secundaria (164)",142,74,4,10,54
"Superior no univ. incompleta (165)",32,24,,1,7
"Superior no univ. completa (166)",35,20,6,1,8
"Superior univ. incompleta (167)",10,8,,,2
"Superior univ. completa (168)",12,7,1,2,2
"De 65 y más años (170)",113,108,1,1,3
"Sin nivel (171)",25,25,,,
"Primaria (173)",57,54,,,3
"Secundaria (174)",17,15,1,1,
"Superior no univ. incompleta (175)",5,5,,,
"Superior no univ. completa (176)",6,6,,,
"Superior univ. incompleta (177)",2,2,,,
"Superior univ. completa (178)",1,1,,,
