"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",103,93,10,,
"Empleado (057)",19,18,1,,
"Obrero (058)",12,7,5,,
"Trabajador independiente (059)",16,14,2,,
"Trabajador familiar no remunerado (061)",36,34,2,,
"Trabajador del hogar (062)",20,20,,,
"De 15 a 29 años (064)",1759,1415,166,85,93
"Empleado (065)",522,312,76,63,71
"Obrero (066)",268,194,35,18,21
"Trabajador independiente (067)",680,635,45,,
"Empleador o patrono (068)",27,20,3,3,1
"Trabajador familiar no remunerado (069)",123,115,7,1,
"Trabajador del hogar (070)",139,139,,,
"De 30 a 44 años (072)",2218,1500,295,240,183
"Empleado (073)",928,318,233,219,158
"Obrero (074)",234,164,26,19,25
"Trabajador independiente (075)",898,866,32,,
"Empleador o patrono (076)",16,11,3,2,
"Trabajador familiar no remunerado (077)",86,85,1,,
"Trabajador del hogar (078)",56,56,,,
"De 45 a 64 años (080)",1434,1096,121,112,105
"Empleado (081)",382,109,82,97,94
"Obrero (082)",165,125,17,13,10
"Trabajador independiente (083)",746,727,19,,
"Empleador o patrono (084)",20,16,2,1,1
"Trabajador familiar no remunerado (085)",78,76,1,1,
"Trabajador del hogar (086)",43,43,,,
"De 65 y más años (088)",340,323,9,3,5
"Empleado (089)",27,20,3,1,3
"Obrero (090)",40,35,3,1,1
"Trabajador independiente (091)",224,222,2,,
"Empleador o patrono (092)",4,3,1,,
"Trabajador familiar no remunerado (093)",30,28,,1,1
"Trabajador del hogar (094)",15,15,,,
,,,,,
"RURAL (096)",15235,14478,489,130,138
"Empleado (097)",328,206,46,23,53
"Obrero (098)",2376,1942,246,103,85
"Trabajador independiente (099)",9069,8925,144,,
"Empleador o patrono (100)",79,72,7,,
"Trabajador familiar no remunerado (101)",3111,3061,46,4,
"Trabajador del hogar (102)",272,272,,,
"De 06 a 14 años (104)",515,501,13,1,
"Empleado (105)",6,6,,,
"Obrero (106)",49,41,8,,
"Trabajador independiente (107)",98,96,2,,
"Empleador o patrono (108)",2,2,,,
"Trabajador familiar no remunerado (109)",336,332,3,1,
"Trabajador del hogar (110)",24,24,,,
"De 15 a 29 años (112)",5491,5186,190,53,62
"Empleado (113)",110,78,8,1,23
"Obrero (114)",1027,830,109,49,39
"Trabajador independiente (115)",2436,2392,44,,
"Empleador o patrono (116)",16,15,1,,
"Trabajador familiar no remunerado (117)",1782,1751,28,3,
"Trabajador del hogar (118)",120,120,,,
"De 30 a 44 años (120)",4511,4216,191,55,49
"Empleado (121)",152,94,22,14,22
"Obrero (122)",741,576,97,41,27
"Trabajador independiente (123)",2983,2924,59,,
"Empleador o patrono (124)",24,20,4,,
"Trabajador familiar no remunerado (125)",553,544,9,,
"Trabajador del hogar (126)",58,58,,,
"De 45 a 64 años (128)",3327,3206,82,18,21
"Empleado (129)",56,25,16,7,8
"Obrero (130)",434,383,27,11,13
"Trabajador independiente (131)",2450,2415,35,,
"Empleador o patrono (132)",18,17,1,,
"Trabajador familiar no remunerado (133)",315,312,3,,
"Trabajador del hogar (134)",54,54,,,
"De 65 y más años (136)",1391,1369,13,3,6
"Empleado (137)",4,3,,1,
"Obrero (138)",125,112,5,2,6
"Trabajador independiente (139)",1102,1098,4,,
"Empleador o patrono (140)",19,18,1,,
"Trabajador familiar no remunerado (141)",125,122,3,,
"Trabajador del hogar (142)",16,16,,,
